职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求
产品测试工程师（通信）,通信,8500.0,广州市大为通信有限公司,广州,1,大专,
硬件工程师（通信电子行业）,通信,10500.0,深圳市明日实业有限责任公司,深圳,1,本科,
实时音视频通信后端开发工程师,通信,45000.0,北京达佳互联信息技术有限公司,北京,5,不限,
移动通信工程师实习生,通信,4500.0,西安鼎盛通信信息科技有限公司,西安,1,大专,
综合通信解决方案支撑经理,通信,8000.0,中国铁塔股份有限公司新余市分公司,新余,3,本科,
无线通信软件工程师,通信,25500.0,北京三星通信技术研究有限公司,北京,3,硕士,
商务拓展经理（通信产品类）,通信,20000.0,深圳市珍爱网信息技术有限公司,深圳,3,本科,
Modem通信协议工程师,通信,20000.0,北京字节跳动科技有限公司,北京,0,本科,
通信信令数据分析工程师,通信,19000.0,湖南华诺科技有限公司,广州,5,本科,
实时通信SDK高级开发工程师,通信,25000.0,网易（杭州）有限公司,北京,3,本科,
数据通信工程师,通信,4500.0,武汉纳思系统技术有限公司,武汉,1,不限,
无线通信算法工程师,通信,22500.0,普联技术有限公司,深圳,1,本科,
4G网络通信工程师,通信,6000.0,河南多特通信科技有限公司,郑州,0,不限,
国内某通信行业TOP1 语音\语义技术专家,通信,105000.0,海伯高斯管理咨询（北京）有限公司,上海,5,不限,
通信销售工程师,通信,7500.0,杭州宏峰电缆有限公司,杭州,3,本科,
通信系统Linux运维工程师,通信,11500.0,杭州诚智天扬科技有限公司,杭州,1,本科,
通信工程师、项目经理,通信,8000.0,上海恒德网络科技有限公司,上海,0,本科,
通信网络优化工程师,通信,13500.0,成都鼎硕通信科技有限公司,成都,1,大专,
嵌入式通信算法高级工程师,通信,30000.0,深圳市智慧海洋科技有限公司,深圳,3,本科,
无线通信售前工程师,通信,8000.0,广州广大通电子科技有限公司,广州,3,本科,
通信网络优化工程师,通信,4000.0,西安纳维通信技术有限公司,西安,0,大专,
无线通信协议开发工程师（L1/L2/L3),通信,19000.0,成都中科微信息技术研究院有限公司,成都,3,本科,
音视频实时通信专家,通信,30000.0,北京字节跳动科技有限公司,北京,3,本科,
通信系统Linux运维工程师,通信,11500.0,杭州诚智天扬科技有限公司,上海,1,本科,
实时通信高级SRE工程师,通信,25000.0,网易（杭州）有限公司,北京,3,不限,
诚招网络优化通信工程师,通信,5000.0,西安固维信息科技有限公司,西安,0,大专,
运维工程师（通信线路）,通信,7000.0,杭州紫钺科技有限公司,杭州,1,不限,
嵌入式软件开发工程师,通信,22500.0,杭州涂鸦信息技术有限公司,杭州,3,本科,
交通信号调优工程师(J10727),通信,15000.0,朗新科技股份有限公司,无锡,1,本科,
通信天线销售经理,通信,15000.0,北京大星传媒有限公司,北京,1,不限,
运维开发工程师,通信,19000.0,爱客科技（深圳）有限公司,深圳,1,本科,
销售经理（通信行业）,通信,20000.0,杭州经纬信息技术股份有限公司,杭州,0,大专,
Android工程师,通信,27500.0,北京默契破冰科技有限公司,北京,3,本科,
JAVA工程师（通信视频）,通信,20000.0,深圳卓正医疗投资咨询有限公司,深圳,3,本科,
游戏测试,通信,14000.0,北京乐信圣文科技有限责任公司,北京,3,本科,
通信技术支持助理维护工程师,通信,5000.0,合肥益合通信息工程有限公司,合肥,0,大专,
业务架构师 - 新零售方向,通信,45000.0,杭州有赞科技有限公司,杭州,5,不限,
实时通信Windows SDK研发工程师,通信,37500.0,北京字节跳动科技有限公司,北京,3,本科,
Node.js 后台工程师,通信,17500.0,爱客科技（深圳）有限公司,深圳,1,本科,
游戏测试,通信,12000.0,北京乐信圣文科技有限责任公司,北京,3,本科,
优化师-广点通,通信,10500.0,上海拓畅信息技术有限公司北京分公司,北京,1,大专,
C++嵌入式开发工程师,通信,22500.0,北京市商汤科技开发有限公司,北京,0,本科,
基础架构Java研发工程师（分布式通信）,通信,41500.0,北京三快在线科技有限公司,上海,3,本科,
java架构师,通信,35000.0,安徽菜菜电子商务有限公司,杭州,3,本科,
GO高级工程师,通信,30000.0,北京瀚海星云科技有限公司,北京,3,本科,
Windows C++开发工程师,通信,21000.0,软视视频软件（杭州）有限公司,杭州,3,本科,
资深C++开发工程师（实时语音通信）,通信,26500.0,广州荔支网络技术有限公司,广州,5,本科,
Android框架开发工程师（通信方向）,通信,45000.0,维沃移动通信有限公司,深圳,3,本科,
Android开发工程师,通信,20000.0,武汉微派网络科技有限公司,武汉,1,本科,
智能硬件项目经理（门锁与公寓SaaS）,通信,20000.0,杭州涂鸦信息技术有限公司,杭州,3,本科,
资深Java（数据）,通信,40000.0,贝壳找房（北京）科技有限公司,北京,3,本科,
中高级C++开发工程师（IoT方向）,通信,20000.0,深圳市和讯华谷信息技术有限公司,深圳,0,本科,
前端开发工程师-新业务,通信,30000.0,北京字节跳动科技有限公司,北京,1,本科,
嵌入式开发工程师,通信,27000.0,北京市商汤科技开发有限公司,北京,3,本科,
安全工程师,通信,22500.0,软视视频软件（杭州）有限公司,杭州,3,本科,
FPGA工程师,通信,27500.0,北京瀚海星云科技有限公司,深圳,3,本科,
Java 高级系统架构师,通信,35000.0,深圳市和讯华谷信息技术有限公司,深圳,5,本科,
软件总监,通信,35000.0,拉勾猎头,深圳,5,本科,
深度学习平台系统架构师,通信,40000.0,贝壳找房（北京）科技有限公司,北京,3,本科,
java架构师,通信,40000.0,北京车之家信息技术有限公司,北京,5,本科,
技术支持,通信,12000.0,杭州涂鸦信息技术有限公司,杭州,1,本科,
安全测试工程师,通信,22500.0,北京自如友家资产管理有限公司,北京,3,本科,
通信终端测试工程师（杭州-滨江区）,通信,9500.0,杭州友声科技有限公司深圳分公司,杭州,3,大专,
电商平台-技术支持工程师,通信,14500.0,迪卡侬（上海）体育用品有限公司,上海,0,不限,
测试开发工程师,通信,20000.0,深圳市客路网络科技有限公司,深圳,3,本科,
Java资深研发工程师 (MJ001011),通信,22500.0,挖财网络技术有限公司,上海,0,不限,
Android开发工程师,通信,12500.0,北京联龙博通电子商务技术有限公司,成都,3,本科,
软件开发工程师,通信,27000.0,北京市商汤科技开发有限公司,深圳,3,本科,
Windows C/C++ 会议系统开发,通信,19500.0,软视视频软件（杭州）有限公司,杭州,3,本科,
C/C++工程师,通信,30000.0,北京瀚海星云科技有限公司,北京,3,本科,
C++后台架构师,通信,32500.0,深圳市和讯华谷信息技术有限公司,深圳,5,本科,
资深Golang工程师-Service Mesh方,通信,45000.0,贝壳找房（北京）科技有限公司,北京,5,本科,
产品经理,通信,20000.0,拉勾猎头,北京,1,本科,
高级硬件工程师,通信,20000.0,杭州涂鸦信息技术有限公司,杭州,3,本科,
测试开发工程师-新业务,通信,22500.0,北京字节跳动科技有限公司,北京,3,本科,
android开发工程师,通信,25000.0,一图一数（北京）科技有限公司,北京,3,本科,
DevOps工程师,通信,18000.0,爱客科技（深圳）有限公司,深圳,1,本科,
iOS开发工程师,通信,11500.0,广州大蓝网络科技有限公司,广州,1,大专,
项目经理,通信,18000.0,杭州有赞科技有限公司,杭州,1,不限,
米家前端开发工程师,通信,26500.0,北京小米科技有限责任公司,北京,0,本科,
研究开发所-新业务研究专员,通信,19500.0,中国移动通信集团设计院有限公司黑龙江分公司,北京,0,本科,
应用运维工程师,通信,17500.0,北京小年糕互联网技术有限公司,北京,3,本科,
高级C++开发工程师,通信,18000.0,软视视频软件（杭州）有限公司,合肥,3,本科,
基础架构高P,通信,45000.0,贝壳找房（北京）科技有限公司,北京,5,本科,
IOS架构/移动开发leader（偏IOS）,通信,30000.0,拉勾猎头,上海,5,本科,
高级C++开发工程师,通信,22500.0,深圳市和讯华谷信息技术有限公司,深圳,3,本科,
Golang 后台工程师,通信,19000.0,爱客科技（深圳）有限公司,深圳,0,不限,
高级测试开发工程师-新业务,通信,30000.0,北京字节跳动科技有限公司,北京,0,本科,
高性能分布式系统软件研发工程师,通信,30000.0,北京市商汤科技开发有限公司,上海,0,本科,
米家iOS开发工程师,通信,27000.0,北京小米科技有限责任公司,武汉,0,本科,
android开发工程师,通信,10500.0,广州大蓝网络科技有限公司,广州,1,大专,
IOS开发工程师,通信,18000.0,上海鸣勃网络科技有限公司,上海,3,本科,
高级售前经理,通信,15000.0,广东星舆科技有限公司,北京,5,本科,
高级java开发工程师,通信,40000.0,上海云轴信息科技有限公司,上海,3,本科,
c++服务端开发（停车场业务）,通信,15000.0,深圳市零壹移动互联系统有限公司,深圳,3,本科,
11214H-运营经理（运营商渠道运营）,通信,21000.0,平安科技（深圳）有限公司,深圳,3,本科,
Java开发工程师,通信,22500.0,上海喔噻互联网科技有限公司,上海,3,本科,
Android开发工程师,通信,13500.0,软视视频软件（杭州）有限公司,合肥,3,本科,
python,通信,20000.0,拉勾猎头,广州,1,本科,
高级测试开发工程师,通信,30000.0,北京市商汤科技开发有限公司,北京,3,本科,
iOS开发工程师,通信,19500.0,上海鸣勃网络科技有限公司,上海,3,本科,
嵌入式linux软件工程师,通信,22500.0,北京自如友家资产管理有限公司,北京,3,本科,
Linux内核开发工程师（成都）,通信,27500.0,OPPO广东移动通信有限公司,成都,0,本科,
中级java（JDGJ）,通信,11500.0,北京云族佳科技有限公司广州分公司,广州,1,本科,
web端测试工程师,通信,13500.0,新诗信息科技（上海）有限公司,上海,3,本科,
嵌入式软件工程师,通信,20000.0,广东星舆科技有限公司,广州,3,本科,
运维工程师,通信,10500.0,深圳市紫川软件有限公司,深圳,3,大专,
112133-开发工程师（电信运营支撑系统）,通信,22500.0,平安科技（深圳）有限公司,深圳,3,本科,
C++,通信,20000.0,北京沃丰时代数据科技有限公司,北京,3,本科,
android开发工程师,通信,12500.0,摩比可可（深圳）网络科技有限公司,深圳,1,本科,
电子工程师,通信,13000.0,广州织点智能科技有限公司,广州,3,本科,
运维工程师,通信,6000.0,中通服创立信息科技有限责任公司,成都,1,大专,
嵌入式软件工程师,通信,22500.0,北京自如友家资产管理有限公司,北京,3,本科,
高级渠道经理,通信,22500.0,广东星舆科技有限公司,北京,5,本科,
11213N-电信运营支撑系统架构师,通信,30000.0,平安科技（深圳）有限公司,深圳,5,本科,
软件测试工程师,通信,13500.0,新诗信息科技（上海）有限公司,上海,3,本科,
高级大数据开发工程师,通信,30000.0,精硕科技（北京）股份有限公司,北京,5,本科,
IOS高级开发工程师（MJ000546）,通信,30000.0,挖财网络技术有限公司,杭州,5,本科,
米家iOS开发工程师,通信,30000.0,北京小米科技有限责任公司,北京,0,本科,
高级数据可视化研发工程师,通信,30000.0,上海鱼泡泡信息科技有限公司,上海,3,本科,
销售经理（政府或通信行业）,通信,7500.0,四川易利数字城市科技有限公司,成都,1,大专,
安卓软件开发工程师,通信,15000.0,中诚国投融资租赁（广州）有限公司,杭州,3,本科,
前端开发工程师,通信,12500.0,深圳市汇合发展有限公司,成都,3,本科,
单片机/嵌入式工程师(zigbee/zwave),通信,21000.0,厦门立达信绿色照明集团有限公司,深圳,3,本科,
后端主程（Java）,通信,31000.0,广州超方体网络科技有限公司,广州,5,不限,
硬件工程师,通信,12500.0,济南河流道网络科技有限公司,济南,3,本科,
小游戏开发前端合伙人,通信,45000.0,深圳市海点网络科技有限公司,深圳,5,本科,
11125C-云资深技术咨询顾问,通信,30000.0,平安科技（深圳）有限公司,北京,5,本科,
测试高级工程师 (MJ000635),通信,20000.0,挖财网络技术有限公司,杭州,3,本科,
融合定位算法工程师,通信,19000.0,广东星舆科技有限公司,广州,0,硕士,
Android应用开发工程师,通信,30000.0,北京小米科技有限责任公司,北京,3,本科,
FAE现场应用工程师（深圳）,通信,15000.0,杭州涂鸦信息技术有限公司,深圳,3,本科,
嵌入式硬件工程师,通信,11500.0,深圳市奇诺动力科技有限公司,深圳,0,本科,
资深Java开发工程师,通信,22500.0,杭州魔点科技有限公司,杭州,3,本科,
软件测试工程师,通信,11500.0,广州市奥威亚电子科技有限公司,广州,0,本科,
算法工程师,通信,22500.0,精硕科技（北京）股份有限公司,上海,1,硕士,
单片机开发工程师,通信,27500.0,深圳市普渡科技有限公司,深圳,5,本科,
平台协议网关开发工程师,通信,20000.0,深圳市零壹移动互联系统有限公司,深圳,3,本科,
新零售渠道经理,通信,9000.0,北京六律科技有限责任公司,石家庄,1,大专,
嵌入式软件工程师,通信,20000.0,北京自如友家资产管理有限公司,北京,3,本科,
测试高级工程师,通信,10500.0,中美创世成都旅行社有限公司,成都,3,本科,
智能硬件技术专家（AI&amp;IoT产品线）,通信,50000.0,深圳市网心科技有限公司,深圳,1,本科,
测试开发专家（MJ000721）,通信,40000.0,挖财网络技术有限公司,杭州,5,本科,
JAVA开发,通信,20000.0,杭州魔点科技有限公司,杭州,3,本科,
大数据开发工程师,通信,22500.0,精硕科技（北京）股份有限公司,北京,3,本科,
Android前端工程师,通信,15000.0,广州探迹科技有限公司,广州,1,本科,
AS3开发工程师,通信,12000.0,上海研游网络科技有限公司广州分公司,广州,1,大专,
资深文档工程师,通信,16000.0,上海云轴信息科技有限公司,上海,5,本科,
产品经理,通信,16000.0,深圳中正信息科技有限公司,深圳,3,本科,
c++开发工程师,通信,14000.0,成都俊云科技有限公司,成都,3,本科,
sdk开发工程师,通信,12500.0,广州大蓝网络科技有限公司,广州,1,大专,
单片机软件工程师,通信,11500.0,深圳市奇诺动力科技有限公司,深圳,0,本科,
高级项目经理,通信,30000.0,杭州有赞科技有限公司,杭州,5,本科,
嵌入式软件工程师,通信,11500.0,广州市奥威亚电子科技有限公司,广州,0,本科,
网络工程师,通信,7500.0,中通服创立信息科技有限责任公司,昆明,1,大专,
产品助理,通信,8000.0,北京商询科技有限公司,北京,1,本科,
自然语言处理工程师,通信,19000.0,广州市讯码通讯科技有限公司,广州,1,硕士,
NLP开发工程师,通信,19000.0,广州市讯码通讯科技有限公司,广州,1,硕士,
客户经理,通信,12500.0,上海庆科信息技术有限公司,深圳,0,本科,
资深业务测试,通信,40000.0,贝壳找房（北京）科技有限公司,北京,5,本科,
前端研发工程师（大数据组）,通信,30000.0,上海鱼泡泡信息科技有限公司,上海,3,本科,
Java开发工程师,通信,20000.0,上海云轴信息科技有限公司,上海,1,本科,
高级Android工程师,通信,37500.0,北京小川在线网络技术有限公司,北京,3,本科,
C++客户端开发工程师,通信,14000.0,成都俊云科技有限公司,成都,3,本科,
信息安全专家,通信,40000.0,上海明品医学数据科技有限公司,上海,5,硕士,
高级项目专员,通信,11500.0,广州大蓝网络科技有限公司,广州,3,本科,
ios开发工程师,通信,11500.0,深圳市阿卡索资讯股份有限公司,深圳,1,本科,
安卓开发工程师,通信,11500.0,摩比可可（深圳）网络科技有限公司,深圳,1,本科,
嵌入式硬件工程师,通信,13000.0,广州织点智能科技有限公司,广州,3,本科,
Android开发实习,通信,6000.0,深圳市有鱼智能科技有限公司,深圳,0,本科,
技术方案经理,通信,20000.0,广东星舆科技有限公司,北京,5,本科,
测试工程师,通信,11000.0,京信通信系统（中国）有限公司,广州,3,本科,
视觉算法工程师,通信,19000.0,广州市讯码通讯科技有限公司,广州,1,硕士,
高级数据仓库研发工程师,通信,20000.0,上海鱼泡泡信息科技有限公司,上海,1,本科,
售前方案工程师,通信,20500.0,上海云轴信息科技有限公司,上海,1,本科,
服务器开发,通信,30000.0,上海莱壳企业管理有限公司,广州,3,本科,
技术支持工程师,通信,9000.0,深圳视界信息技术有限公司,深圳,0,本科,
高级ZigBee开发工程师,通信,22500.0,杭州涂鸦信息技术有限公司,深圳,3,不限,
服务器高级研发工程师,通信,30000.0,北京读我科技有限公司,北京,1,本科,
爬虫/数据分析工程师,通信,10500.0,Gekko Artificial Intelligence Limited,深圳,1,本科,
资深Android开发工程师,通信,32500.0,北京点石经纬科技有限公司,北京,5,大专,
推荐系统开发工程师 (MJ001619),通信,30000.0,广州华多网络科技有限公司,广州,3,本科,
AI研发实习生,通信,3500.0,广州小鹏汽车科技有限公司,广州,0,本科,
高级深度学习研发工程师,通信,40000.0,超参数科技（深圳）有限公司,深圳,3,本科,
Android 研发工程师,通信,12500.0,深圳格隆汇信息科技有限公司,深圳,1,本科,
产品专员,通信,8000.0,北京商询科技有限公司,北京,1,本科,
系统运维工程师,通信,20000.0,北京小年糕互联网技术有限公司,北京,3,本科,
Java开发工程师-垂直业务开发-杭州-00021,通信,22500.0,杭州有赞科技有限公司,杭州,1,本科,
项目经理,通信,20000.0,杭州喜兔科技有限公司,杭州,3,本科,
Java研发工程师,通信,37500.0,北京快乐茄信息技术有限公司,北京,3,本科,
golang高级工程师,通信,37500.0,北京闲徕互娱网络科技有限公司,北京,3,本科,
java开发工程师,通信,12000.0,北京合众鼎成科技有限公司,北京,1,本科,
服务端研发（高级）工程师-新业务,通信,37500.0,北京字节跳动科技有限公司,北京,3,本科,
项目经理,通信,24000.0,中信百信银行股份有限公司,北京,3,本科,
Java架构师,通信,37500.0,杭州魔点科技有限公司,杭州,5,本科,
Java(NSD)J10026,通信,22500.0,上海微盟企业发展有限公司,上海,3,本科,
成都大客户经理,通信,22500.0,杭州尚尚签网络科技有限公司,成都,3,本科,
硬件研发经理,通信,12500.0,成都网阔信息技术股份有限公司,成都,5,本科,
Android开发工程师,通信,13000.0,深圳前海小鸟云计算有限公司,深圳,3,大专,
网络工程师,通信,6000.0,中通服创立信息科技有限责任公司,成都,1,大专,
Android驱动工程师,通信,16000.0,广州市讯码通讯科技有限公司,广州,3,本科,
数据挖掘工程师,通信,15000.0,广州探迹科技有限公司,广州,1,本科,
运维开发工程师,通信,17500.0,北京小年糕互联网技术有限公司,北京,3,本科,
售前工程师（海外方向）,通信,21500.0,深圳佑驾创新科技有限公司,深圳,3,不限,
高级测试开发工程师,通信,27500.0,北京微聚未来科技有限公司,北京,3,不限,
高级推荐系统开发（C++/Java）,通信,30000.0,广州华多网络科技有限公司,广州,5,本科,
iOS 研发工程师,通信,12500.0,深圳格隆汇信息科技有限公司,深圳,1,本科,
项目经理,通信,15000.0,杭州有赞科技有限公司,杭州,1,本科,
运营经理,通信,12000.0,广州市讯飞樽鸿信息技术有限公司,广州,3,本科,
安卓开发工程师,通信,15000.0,上海海鼎信息工程股份有限公司,上海,1,本科,
后端开发工程师,通信,22500.0,易玩（上海）网络科技有限公司,上海,3,本科,
Android高级工程师ReactNative方向,通信,20000.0,北京深海巨鲸信息科技有限公司,北京,3,大专,
手游服务器高级工程师（C++）,通信,12500.0,北京凯奇谷信息技术股份有限公司,北京,1,本科,
嵌入式软件工程师,通信,20000.0,深圳市佳士科技股份有限公司,深圳,3,本科,
android开发工程师,通信,22500.0,上海雍繁数据科技有限公司,上海,3,本科,
技术保障高级工程师,通信,30000.0,上海喔噻互联网科技有限公司,上海,5,本科,
后台开发工程师,通信,16000.0,上海纸上绝知智能科技有限公司,上海,1,本科,
高级产品经理（DMS）,通信,30000.0,深圳佑驾创新科技有限公司,深圳,3,本科,
Unity3d开发工程师/U3D客户端开发/U3D,通信,12500.0,广州纷享科技发展有限公司,广州,1,本科,
嵌入式驱动开发工程师,通信,15000.0,北京宙心科技有限公司,深圳,1,本科,
Java开发工程师（区块链项目）,通信,22500.0,珠海横琴极盛科技有限公司,上海,3,本科,
算法工程师（音频）,通信,15000.0,广州市奥威亚电子科技有限公司,广州,1,硕士,
搜索推荐测试工程师(J10084),通信,22000.0,珠海随变科技有限公司,北京,3,本科,
ios开发工程师,通信,15000.0,广州沐思信息科技有限公司,广州,1,本科,
测试实习生,通信,6000.0,深圳市有鱼智能科技有限公司,深圳,0,本科,
GO开发工程师,通信,37500.0,北京闲徕互娱网络科技有限公司,北京,5,本科,
python开发工程师,通信,12500.0,北京安信天行科技有限公司,北京,3,本科,
pmo,通信,35000.0,达令心潮（北京）商贸有限公司,北京,5,本科,
信息安全工程师,通信,30000.0,上海明品医学数据科技有限公司,上海,3,硕士,
高级前端工程师,通信,22500.0,长沙天创文化传播有限公司,长沙,3,本科,
高级Android开发工程师(J12168),通信,40000.0,小船出海教育科技（北京）有限公司,北京,3,本科,
PHP高级工程师,通信,21500.0,上海智众医疗科技有限公司,上海,5,本科,
嵌入式Linux开发工程师,通信,25000.0,北京君林科技股份有限公司,北京,5,本科,
渠道经理,通信,15000.0,杭州魔点科技有限公司,杭州,3,本科,
u3d客户端开发,通信,12500.0,广州米多多网络科技有限公司,广州,1,大专,
IOS开发工程师,通信,9500.0,中美创世成都旅行社有限公司,成都,3,本科,
系统测试工程师（端测试组）,通信,22500.0,千寻位置网络有限公司,上海,3,本科,
软件研发工程师（C/C++、Linux、通讯设备研,通信,11500.0,广州市奥威亚电子科技有限公司,广州,1,本科,
全栈工程师,通信,24000.0,德方智链科技（深圳）有限公司,深圳,3,本科,
高级GO工程师,通信,30000.0,北京闲徕互娱网络科技有限公司,北京,3,本科,
技术支持客户经理,通信,11500.0,深圳视界信息技术有限公司,深圳,3,本科,
高级后端研发工程师(node/python),通信,24000.0,深圳市中联创新自控系统有限公司,深圳,3,本科,
物联网工程师,通信,10500.0,武汉禾大科技有限公司,武汉,3,本科,
Android开发工程师,通信,20500.0,广州鼎盛互动网络科技有限公司,广州,3,大专,
Java开发工程师,通信,30000.0,上海喔噻互联网科技有限公司,上海,3,本科,
招投标专员,通信,4500.0,北京力天无限网络技术有限公司,长沙,1,大专,
推荐算法专家,通信,40000.0,第四范式（北京）技术有限公司,北京,5,大专,
Android 开发工程师,通信,17500.0,新诗信息科技（上海）有限公司,上海,1,本科,
运维工程师,通信,17500.0,北京小年糕互联网技术有限公司,北京,3,本科,
人工智能研发工程师,通信,12000.0,中国信息通信研究院,南京,0,硕士,
嵌入式测试开发工程师11171,通信,20000.0,车好多旧机动车经纪（北京）有限公司,北京,3,本科,
嵌入式软件工程师（C++）,通信,14500.0,京信通信系统（中国）有限公司,广州,3,本科,
H5游戏客户端研发,通信,11500.0,成都二次元动漫有限公司,成都,1,本科,
高级前端开发工程师,通信,15000.0,成都顶呱呱投资集团有限公司,成都,3,大专,
硬件产品专员,通信,9500.0,深圳市光逸科技有限公司,深圳,1,本科,
质检专家,通信,37500.0,贝壳找房（北京）科技有限公司,北京,5,本科,
Andriod开发工程师,通信,17500.0,浙江顺联网络科技有限公司,杭州,3,本科,
销售经理,通信,30000.0,绿漫科技有限公司,杭州,5,本科,
软件开发工程师,通信,11500.0,深圳市中钞科信金融科技有限公司,深圳,1,本科,
高级硬件测试工程师,通信,15000.0,深圳市同为数码科技股份有限公司,深圳,5,本科,
高级java开发工程师,通信,25000.0,杭州浮云网络科技有限公司,杭州,3,本科,
产品实习生,通信,3500.0,苏州蔻兔科技有限公司,上海,1,本科,
高级java开发工程师,通信,22500.0,北京至上泽思信息技术有限公司,北京,3,本科,
c++开发工程师,通信,8000.0,杭州国辰机器人科技有限公司,杭州,1,本科,
安卓开发工程师,通信,11500.0,浙江华坤道威数据科技有限公司,杭州,3,本科,
Android framework 工程师,通信,22500.0,北京点石经纬科技有限公司,北京,3,本科,
云计算销售经理,通信,8500.0,北京首都在线科技股份有限公司,北京,1,本科,
测试开发工程师11215,通信,20000.0,车好多旧机动车经纪（北京）有限公司,北京,3,本科,
软件测试,通信,8500.0,深圳市天行家科技有限公司,深圳,1,本科,
移动端产品经理,通信,20000.0,上海帜讯信息技术股份有限公司,上海,3,不限,
PCG04-视频系统测试工程师（北京）,通信,24000.0,腾讯科技（深圳）有限公司,北京,3,本科,
软件项目经理,通信,25000.0,深圳市锐尔觅移动通信有限公司,深圳,5,本科,
硬件产品经理,通信,18000.0,绿漫科技有限公司,杭州,3,本科,
Android开发工程师,通信,13000.0,武汉心络科技有限公司,武汉,3,本科,
.Net/C#开发工程师,通信,16500.0,北京光启元数字科技有限公司,北京,3,本科,
Mac开发工程师（Outlook Plugin）,通信,20000.0,软视视频软件（杭州）有限公司,苏州,1,本科,
IOS开发工程师 (MJ001622),通信,22500.0,广州华多网络科技有限公司,广州,3,本科,
C#开发工程师,通信,15000.0,北京君林科技股份有限公司,北京,3,本科,
安卓开发工程师,通信,16000.0,上海纸上绝知智能科技有限公司,上海,3,本科,
标准经理,通信,22500.0,北京市商汤科技开发有限公司,北京,5,不限,
软件测试工程师（web）,通信,14000.0,新诗信息科技（上海）有限公司,上海,1,本科,
SDK开发工程师（C++）,通信,20000.0,泰为信息科技（上海）有限公司,上海,1,本科,
高级java工程师,通信,25000.0,德方智链科技（深圳）有限公司,深圳,5,本科,
产品经理,通信,20000.0,上海摩融信息科技有限公司深圳分公司,深圳,3,大专,
推荐算法工程师,通信,40000.0,北京世纪好未来教育科技有限公司,北京,1,硕士,
人工智能硬件测试工程师,通信,10500.0,中国信息通信研究院,南京,1,本科,
高级java开发工程师,通信,32500.0,北京千里马网信科技有限公司,北京,5,本科,
Android工程师,通信,15500.0,深圳卓正医疗投资咨询有限公司,深圳,1,本科,
高级java工程师,通信,37500.0,北京医百科技有限公司,北京,5,本科,
产品经理（平台运营）,通信,21500.0,上海帜讯信息技术股份有限公司,上海,5,不限,
前端开发工程师,通信,15000.0,网易（杭州）有限公司,广州,1,本科,
unity3d游戏,通信,10000.0,博旺网络科技(北京）有限公司,北京,0,不限,
高级 Java 开发工程师,通信,30000.0,杭州指令集智能科技有限公司,杭州,0,本科,
云计算研发工程师,通信,16000.0,广州优亿信息科技有限公司,广州,1,本科,
Android研发工程师(J10092),通信,30000.0,北京斗米优聘科技发展有限公司,北京,3,本科,
软件测试工程师,通信,9500.0,武汉融智盛维科技发展有限公司,武汉,3,本科,
C,通信,12000.0,上海有点信息科技有限公司,武汉,3,本科,
硬件产品经理,通信,7500.0,常州金姆健康科技有限公司,常州,1,本科,
ios开发工程师,通信,16000.0,深圳蓝贝科技有限公司,深圳,1,本科,
Python后端开发工程师,通信,30000.0,克鲁（北京）网络科技有限公司,北京,3,本科,
CocosCreator工程师,通信,17500.0,北京展游科技有限公司,北京,1,本科,
java开发工程师,通信,27500.0,上海羽如贸易有限公司,上海,5,本科,
嵌入式软件工程师,通信,22500.0,北京凌宇智控科技有限公司,北京,3,本科,
项目经理,通信,30000.0,上海悦易网络信息技术有限公司,上海,5,本科,
高级iOS开发工程师,通信,32500.0,北京慢点生活科技有限公司,北京,3,本科,
高级Android开发工程师,通信,37500.0,广州华多网络科技有限公司,广州,3,不限,
手雷-Android开发,通信,22500.0,深圳市迅雷网络技术有限公司,深圳,3,本科,
新媒体渠道经理/主管,通信,8000.0,北京力天无限网络技术有限公司,长沙,3,大专,
武汉大客户经理,通信,22500.0,杭州尚尚签网络科技有限公司,武汉,3,本科,
android开发工程师,通信,5000.0,成都艾美互娱科技有限公司,成都,1,大专,
5G工程师,通信,8000.0,中通服创立信息科技有限责任公司,成都,1,大专,
服务端开发工程师,通信,15000.0,深圳松茂科技有限公司,深圳,1,本科,
测试主管,通信,14000.0,广州造就科技有限公司,广州,3,大专,
Android工程师,通信,22500.0,北京默契破冰科技有限公司,北京,1,本科,
网络所-电信云系统集成网络方案岗,通信,19500.0,中国移动通信集团设计院有限公司黑龙江分公司,北京,1,本科,
嵌入式开发工程师,通信,12500.0,济南河流道网络科技有限公司,济南,0,不限,
Android高级开发工程师,通信,30000.0,广州市百果园网络科技有限公司,广州,3,本科,
售后工程师,通信,12500.0,深圳威尔视觉传媒有限公司,深圳,1,本科,
项目经理G00519,通信,23000.0,上海宝尊电子商务有限公司,上海,5,本科,
Android软件工程师（APP）,通信,10000.0,深圳市享往科技有限公司,深圳,0,本科,
golang开发工程师,通信,18000.0,成都医云科技有限公司,成都,1,本科,
Linux/C开发工程师,通信,9000.0,上海有点信息科技有限公司,武汉,1,本科,
安卓应用开发工程师,通信,16000.0,上海雍繁数据科技有限公司,上海,1,大专,
安卓开发工程师,通信,22500.0,北京数美时代科技有限公司,北京,1,本科,
java开发工程师（苏州研发中心）,通信,22500.0,上海喔噻互联网科技有限公司,苏州,1,本科,
资深iOS开发工程师 (MJ000783),通信,30000.0,广州华多网络科技有限公司,珠海,5,本科,
