,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Python,Matlab,Opencv,Tensorflow,Java,Linux,Caffe,Spark,Pytorch
656,算法工程师,算法,11500.0,无锡市德科立光电子技术有限公司,无锡,0.0,无,本科及以上学历，两年及以上工作经验。2.曾就职于光通信、光学测量仪器行业公司。3.有OTDR方面的算法经验。4.优秀者薪资可谈。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,算法工程师,算法,9000.0,广州抖零科技有限公司,广州,0.0,本科,、负责对用户学习行为相关数据的特征提取；2、重点对用户学习行为等数据做数据探查、数据分析、模型构建等；3、能快速响应产品的业务数据需求和营销数据分析；4、 探索深度学习等前沿技术在在线教育领域的应用，如问答系统、图像识别、语音识别等；5、探索NLP技术在在线教育领域的内容分析等方面的应用。任职要求：1、非常熟练掌握SQL编写，了解数据库调优和性能优化；2、熟悉python/R/java等编程语言，对数据结构和算法设计有较为深刻的理解；3、熟悉机器学习、深度学习、自然语言处理（NLP）等相关算法；4、对技术有热情，动手能力强，参加过各类竞赛并取得较好成绩优先；5、逻辑思维清晰，对异常数据敏感，对问题有刨根问底的兴趣和毅力。,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
658,软件开发工程师（有限元网格划分算法方向）,算法,9500.0,迪艾工程技术软件（上海）有限公司,武汉,0.0,本科,、本科以上，机械，材料，力学，计算机等相关专业；2、熟练掌握C/C++；掌握常用数据结构与算法；3、能阅读并理解英文文档、文献；4、具有团队协作意识，具有钻研精神5、有计算几何方面经验者，有限元网格划分算法开发经验者优先,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,信号算法工程师,算法,37500.0,顶力视听（深圳）有限公司,深圳,2.0,硕士,岗位描述；1. 对声音信号实时分析，计算反相声波输出到喇叭，抵消目标区域的噪声。2. 根据硬件实现选择合适的算法，在PC上优化算法性能。3. 能在2个月内将算法优化到一定水平。任职要求：*. 有ANC降噪项目经验*. 熟悉自适应滤波算法，能够快速上手优化算法*. 声学、数学、计算机、信号处理、通信工程相关专业硕士以上*. 熟悉信号处理技术*. 精通c/c++；熟悉MATLAB、Python等编程语言。*. 了解基于嵌入式DSP的算法实现以及优化方法具备以下经验者优先：*. 有音频处理或者其他一维信号处理经验者优先*. 有创业热情者优先，将给予期权,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,线性算法工程师,算法,11500.0,重庆控软科技有限公司,重庆,0.0,本科,线性规划求解，非线性规划求解以及二次规划等领域算法的研发，以及现有算法的优化和完善。2. 设计能够解决应用需求的具体算法，根据项目实际需求，完成算法的设计、验证和优化；任职要求：1. 具有良好的数学背景，熟悉各类基本的线性规划算法，能够独立分析解决问题；2.熟练使用.net ，Java，c++其中一种编程语言；3. 有较强的文献阅读能力；4. 爱好算法研究，对算法研发有强烈的兴趣；5.计算机软件，运筹学，数学与应用等相关专业；,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
661,算法工程师,算法,15000.0,成都费恩格尔微电子技术有限公司,成都,2.0,硕士,工作职责:1. 参与公司核心产品的研发，负责业界前沿产品的算法开发。2. 负责图象处理、模式识别、机器学习类算法开发；3. 负责算法设计相关代码规范建设、自动化单元测试。任职资格：1. 数学理论基础扎实，掌握常用的图象处理、模式识别理论；2. 熟练掌握常用算法仿真、分析工具；3. 信号处理、通信、电子、数学相关专业硕士及以上学历；4. 英语六级以上，良好的沟通表达能力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,导航算法工程师（机器人导航算法方向）,算法,22500.0,维坤智能科技（上海）有限公司,上海,3.0,硕士,岗位职责：1、研发机器人在未知环境中（室外/室内）的地图构建算法以及自主定位算法；2、研究并开发机器人自主避障、自主路径规划以及运动规划算法；3、研究并开发基于激光雷达、视觉、深度相机、超声波、IMU、里程计等多传感器融合的室内外场景感知与SLAM算法；4、负责算法的优化、移植和产品化。任职要求：1、计算机、控制、电子工程、机械电子相关专业，硕士及以上学历；2、掌握计算机视觉或定位导航的基础理论和算法，熟悉SLAM （gmapping/cartographer/loam）算法；3、熟悉C/C++编程和常用数据结构算法；4、熟悉ROS，有ROS 开发经验优先；5、具有良好的团队合作能力及英文文献阅读能力。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,slam算法工程师,算法,12500.0,北京万集科技股份有限公司,武汉,2.0,本科,岗位职责:1、研发机器人自主导航定位算法；2、研发机器人在室内/室外未知环境中的SLAM算法；3、实现机器人在户内或户外环境的地图构建；4、实现相关导航算法的代码编写；5、实现SLAM问题中的信息配准融合、闭环检测等前端算法以及贝叶斯滤波、图优化等后端算法。岗位要求： 1、具有基于ROS（机器人操作系统）的机器人开发经验；2、掌握机器人SLAM基本理论和算法；3、熟悉相应的PCL点云库、粒子滤波、扩展卡尔曼、图优化等 算法；4、本科学历有2年以上的工作经历或者硕士研究生以上学历。优先考虑：1、具有较强的逻辑思维能力以及算法实现能力优先；2、精通数据结构，有plugin编写经验者优先； 3、熟悉C++及python编程；4、有视觉slam或激光slam 1年以上开发经验者优先；5、从事ROS开发工作1年以上工作经验者优先。,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,图像算法工程师,算法,30000.0,广州市玄武无线科技股份有限公司,广州,3.0,本科,岗位职责：1.根据项目要求，与项目经理配合，完成项目前期咨询工作。2.根据项目要求，完成图像处理算法的设计，图像处理程序的开发、分析和测试工作；3.根据项目要求，撰写程序设计文档和软件产品使用说明书文档。4.根据项目要求，负责开展团队技术创新研究与技术管理，解决关键技术难题；5.与开发人员及客户沟通配合，制定并执行项目开发计划，保证项目进度。任职要求：1、精通C++应用程序开发、图像处理、模式识别、计算机或电子相关专业本科三年以上工作经验，硕士有工作经验者优先；2、有较强的图像处理知识背景，熟悉或精通数字图像处理理论、人工智能理论、目标检测与跟踪算法，熟悉matlab并能实现独立编程；3、较好的C++开发功底、对OpenCV、python 有一定的了解，熟悉深度学习框架者优先考虑；4、具有较强的数学建模和逻辑分析能力，善于应用理论模型解决图像处理中的问题；5、良好的自学能力，独立思考能力，能够在短时间内学习并应用新技术；能够承受一定压力的工作。,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
665,高级算法工程师（CFD 应用仿真）,算法,20000.0,上海小海龟科技有限公司,上海,2.0,硕士,岗位职责：1.算法设计与分析：根据系统需求，进行算法需求分析和方案设计；借助所掌握的偏微分方程、图像处理、信号处理、统计分析等相关知识，建立数学模型，运用合理的方法求解数学模型，并对计算结果的精度和准度进行定量分析。2.算法优化：对现有程序进一步优化和简化。3.编写文档：编写需求文档、使用说明书等相关文档。4.协助工作：协助其他部门完成整个产品在开发、测试、验证等工作过程中需要算法实现的相关工作任务。5.其他工作：完成领导交办的其他工作。任职条件：1. 应用数学、物理学、流体力学、图像处理、信息与信号处理等相关专业硕士及以上学历；2. 熟练应用C++、Matlab、Python中的两种及以上语言编写代码，能够看懂C语言代码；3. 具有较扎实的算法理论分析基础：掌握偏微分方程、图像处理、概率论、不等式理论、最优控制和最优化理论等相关学科中涉及的常用算法；4. 英语四级以上，能阅读英文文献；5. 参加过“全国大学生(研究生)数学建模竞赛”，获得全国奖者优先；6. 具有算法分析和研究经验者优先；7. 学习能力强，抗压能力强。我们为你提供：●工作时间：5天8小时工作制，周末双休，带薪年假、法定节假、婚、丧、产假；●薪酬待遇：完整的薪酬体系，基本工资+绩效奖金+节日福利；●社会保险：公司为所有员工缴纳五险一金；●健康体检：每年一次员工免费健康体检；●文化活动：年会、集体旅游、下午茶茶歇；让每一个人更健康！小海龟科技邀您一起筑梦、踏实！,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,AI图像算法工程师,算法,17500.0,成都睿云物联科技有限公司,成都,2.0,本科,岗位职责：1、负责公司项目中的图像识别模块的研发，负责图像处理、机器视觉的算法实现；2、通过集成图像处理、机器视觉的算法实现具有特定功能的图像识别系统；3、基于产品需求和用户场景进行技术方案整合，包括算法选型，解决方案流水线搭建以及实用性调优。任职要求：1、图形处理、模式识别、数学等相关专业，本科及以上学历；2、熟练使用matlab、C/C++，熟悉opencv等工具进行图像分析；3、熟悉计算机视觉相关领域，如特征提取、特征匹配、图像滤波、相机标定、图像拼接等；4、至少有二年以上图像处理的学术研究及项目经验，代码能力较强。,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
667,控制算法工程师,算法,22500.0,北京康斯特仪表科技股份有限公司,北京,0.0,本科,岗位职责： 1、准确地控制密闭容器的气体或液体的压力，以供校准其他压力表使用； 2、准确地控制温度场的精度，以供校准其他温度计使用； 3、根据不同的控制方案和执行机构/加热制冷方式；测试其特性、建立数学模型、设计算法。 4、对其他工程师设计的执行机构的可控制性提出自己的建议； 5、根据执行机构的特性，对驱动工程师提出技术要求或改进意见；任职要求： 1、自动化相关专业，四年以上工作经验； 2、熟悉C/C++语言编程；熟悉经典及现代控制理论； 3、熟悉实时嵌入式系统 4、熟悉常用的预测性控制算法，如PID，熟练使用仿真软件； 5、较好的数学知识 6、了解电机驱动 7、了解机械传动 8、了解加热制冷及换热方式 9、英语4级以上 10、较好的协作能力、沟通能力,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,深度学习应用算法工程师,算法,16666.67,上海登临科技有限公司,成都,0.0,本科,研究深度学习应用领域主流算法模型及其实现，并将各种应用算法模型应用到芯片上；集成和优化现有主流深度学习框架；协助底层驱动程序开发和芯片硬件架构设计工作； 熟悉至少一种主流的深度学习应用领域算法，如计算机视觉、语音识别、自然语言处理等；熟悉Tensorflow/Caffe/Caffe2/MXNet等主流深度学习框架；熟练掌握Python，C/C++，有扎实的编程基础、良好的编程风格和工作习惯；熟悉CUDA编程及相关库（cuDNN/cuBLAS/openBLAS）或OpenCL编程者优先；具有独立解决问题的能力，良好的团队合作意识和沟通能力；,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
669,日企心电算法工程师(编号113340),算法,9500.0,上海艾杰飞人力资源有限公司,上海,0.0,硕士,■基本信息■工作地点：上海市徐汇区工作时间：08:30 - 17:15工资范围：7500 - 12500语言要求：日语不问 英语不问■职能描述■【工作内容】■ 研发心电数据信号处理的各种算法，实现心电有效特征快速检测与推理，对算法进行优化分析并加速■ 研发基于心电信号的深度学习算法，为心电疾病诊断提供强有力的算法支撑【客户？商品】■ 日本总部：医用电子机器的开发、制造、销售■ 上海：心电计、除颤器、床边显示器【福利】■ 上下班交通津贴、出勤午餐津贴■ 一年两次奖金，具体根据公司业绩，一般可达到3至4个月收入水平■ 员工旅游、忘年会、法定年休假等■ 法定社会保险和住房公积金，补充公积金，补充医疗保险■ 语言学习证书补贴有■ 在中国有独立的技术研发团队，生产工厂和销售团队■ 技术职称评价制度，技术职位可通过每年一次的技术评定升职加薪■职位要求■■ 硕士及以上学历、计算机、电子、信号处理/深度学习/机器学习等相关专业■ 年龄不限■ 语言不限，会日语优先■ 计算机、电子、信号处理等相关行业  新卒可■ 信号处理、算法研发相关工作 新卒可■ 熟练使用C/C++/Python/Matlab进行开发■ 熟练使用Pytorch、Caffe、Tensorflow等某一种工具■ 工作认真严谨，承压能力强，能够适应工作中的各种挑战■企业信息■该公司自50年代创始以来，作为医疗仪器领域的高端企业，为全球众多的医疗机构提供了各种类型的医疗仪器。此职位为日语职位，工作内容日语必须，特别注明除外。若对此职位有任何疑问，可以通过以下联系方式联系我们。由于应聘者很多，添加时请注明您的信息，谢谢。_______________________________________________________________________★更多日企热门招聘请戳我 ：http://www.rgf-hragent.com.cn★転職をお考えのお知り合いがいらっしゃいましたら、ぜひご紹介ください。プレゼントを用意しております！_______________________________________________________________________上海公司地址：上海市黄浦区淮海中路98号金钟广场5楼0525单元联系方式：(021)5331-8000邮箱地址：hr@rgf-hragent.com.cn公司主页：,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
670,深度学习图像处理算法工程师,算法,17500.0,长沙网动网络科技有限公司,长沙,2.0,硕士,岗位职责：1、负责图像处理相关算法的设计与实现；2、负责语义分析引擎算法性能优化、算法研究和实现；3、负责自然语言处理相关前沿算法的研究和应用。职位描述：1、图像处理、模式识别、机器学习等相关专业硕士以上学历。2、熟悉cnn，rcnn，frcnn，crfasrnn其中至少一种，并且有实战经验3、有基于深度学习的目标检测、人脸识别算法经验者优先。4、动手能力强，熟练掌握C/C++/Python/Matlab语言，有较强的算法分析和实现能力5、精通Caffe、Cuda-convnet、Torch等任一种深度学习开源框架者优先。6、熟练阅读相关英文论文和专利，并能快速编程实现；,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
671,嵌入式通信算法高级工程师,算法,30000.0,深圳市智慧海洋科技有限公司,深圳,3.0,本科,通信算法的Matlab实现与优化。2.Matlab到DSP平台的移植(c/asm)及优化。3.测试数据分析与算法改进。任职要求：1.三年以上工作经验及本科学历或两年以上工作经验及硕士学历；通信相关专业。2.熟悉MATLAB。3.精通C语言，熟悉数字信号处理的C语言实现。4.熟悉数字通信知识，熟悉数字信号处理算法。5.了解定点/浮点TI、DSP结构者优先。,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,深度学习算法工程师,算法,25000.0,浩鲸云计算科技股份有限公司,广州,2.0,硕士,、理解业务需求，产出技术方案。2、负责设计与开发深度学习算法及应用模型；3、负责设计与开发基于GPU的并行训练系统引擎，并在GPU基础上进行算法优化4、跟踪相关领域的技术发展趋势，参与图像、视频领域新技术的研究，针对实际问题开发新算法；主要方向有图像、知识图谱、自然语言。任职要求:1、硕士以上学历，信号处理、模式识别、图像处理、人工智能、机器学习、计算机视觉及计算机等相关专业背景，2年以上相关工作经验；2、具有丰富的GPU与CUDA研发经验；3、熟悉分布式/高性能计算系统，熟悉编程，具有python，shell，java，c++，scala语言开发能力；4、熟悉主流数据资源管理框架及分布式计算引擎，如spark/yarn/mesos/kubernetes等；5、熟悉常用的深度学习开源软件，如Caffe，Tensorflow，Theano，Deeplearning4j、MXNet等；6、熟悉图像处理和计算机视觉基本算法，精通OpenCV等开源视觉算法库7、有计算机视觉（如图像识别，人脸检测识别、目标检测和跟踪、OCR）实际项目经验,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
673,AI算法工程师,算法,17500.0,塔普翊海(上海)智能科技有限公司,上海,2.0,本科,职位描述：1、处理人像/图像特征识别，追踪算法优化；2、负责设计和实现具体应用的模型/策略/算法；3、负责计算机视觉算法的技术难点攻关、性能优化等；4、深度参与如下研究方向之一：图像识别、自然语言分析、RPA任职要求：1、计算机/通信/电子/数学/物理学专业毕业，985、211大学优先。2、具备优秀的C/C++/Python算法设计与程序开发能力。3、对计算机视觉、深度学习、最优化方法等有较深入研究，熟悉各种物体检测、跟踪与识别的基本算法。4、有技术理想和创新精神，愿意在AI领域持续思考与钻研。5、能熟练使用英语进行书面和口头交流。6、熟悉深度学习工具如Tensoerflow/Caffe/Torch者优先。,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
674,算法科学家,算法,38333.33,成都臻识科技发展有限公司,成都,5.0,硕士,						岗位职责：1、	负责计算机视觉方向前沿问题的研究，结合实际应用场景，提供技术解决方案；2、	推动计算机视觉算法和深度学习在众多实际应用领域的性能优化和落地；涉及的问题包括但不限于：检测、识别、跟踪、语义分割、强化学习、3D视觉、图像处理等；3、	提出和实现最前沿的算法，保持算法在工业界和学术界的领先；4、	负责公司计算机视觉方向技术难点攻关及对算法工程师的指导。任职要求：1、拥有深厚的机器学习、模式识别理论基础，精通图像处理，有丰富的机器视觉系统设计和优化经验；2、熟练掌握机器学习算法，尤其是深度学习算法；3、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情，有独立面对和解决困难的毅力和勇气；3、拥有良好的计算机视觉、人工智能等领域的学术界、工业界联系；4、有组建和管理算法研发团队的经验；5、在IJCAI、AAAI、CVPR、ICML、ICCV等相关***学术会议期刊发表过相关论文者优先；6、和国内外计算机视觉、图形学、机器学习、数据挖掘等领域内知名实验室建立密切关系者优先。																		,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,资深NLP算法工程师,算法,35000.0,广州邦卓企业管理顾问有限公司,广州,0.0,本科,岗位职责：1、 负责相关NLP算法产品的设计、开发及优化，包括关键词提取、文本分类、情感分析、语义分析、命名体识别、文本摘要和智能问答等；2、 负责构建相关行业的知识图谱；3、 能够在团队中完成CodeReview的任务，并能够在算法、性能优化方面提出有效建议；4、 带领团队深入研究业内领先的技术思路和高效算法。任职资格：1、 计算机、统计、数学等相关专业，本科及以上学历，5年以上相关工作经验；2、 熟悉掌握自然语言处理领域的基础理论和方法，并有3年以上的相关工作经验；3、 精通C/C++，Java，Python等编程语言的一种或多种，具备良好的编码能力；4、 精通Tensorflow、Keras、Caffe、Theano等深度学习框架的一种或多种；5、 思维严谨、突出的分析和归纳能力，优秀的沟通与团队协作能力；6、 擅长大规模分布式系统、海量数据处理、实时分析等方面的算法设计、优化优先；7、 在语义分析、智能问答领域发表过论文者优先； 8、 具有智能问答实践经验者优先。,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
676,高级算法工程师,算法,30000.0,苏州华智诚精工科技有限公司,苏州,5.0,本科,、负责项目算法的开发，如物体尺寸缺陷检测、识别、分类、目标跟踪、场景分割等，分析现有算法，进行算法优化和技术支持；2、探索与实现计算机视觉、深度学习领域前沿研究，搭建原型与算法验证；3、持续跟踪计算机视觉领域的新技术，技术方案论证，应用到公司的实际项目中。任职要求：1、本科以上学历，较强的数理基础，五年以上计算机视觉、图像处理相关领域工作经验；2.、熟悉项目开发流程，精通C++、Halcon，精通软件架构设计，熟悉各种图像分析技术、图形处理算法和机器学习算法，熟悉电机，板卡，IO板的软件操控；3、强烈的技术热情和学习欲望，快速掌握新知识；4、出色的解决问题能力，乐于技术总结、分享和讨论。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,算法优化工程师,算法,20000.0,武汉尚软科技有限公司,武汉,5.0,硕士,"工作职责：1、图像算法性能优化及移植；2、深度学习相关算法模型与性能优化及平台移植。(DSP方向、GPU方向、ARM方向、X86方向)任职资格：1、硕士及以上学历，计算机相关专业方向；2、5年以上图像算法优化工作经验，或5年以上模式识别与机器学习算法优化工作经验；3、扎实的模式识别与机器学习理论基础，从事过相关算法的研究工作；4、熟悉最新的深度学习算法优化思想与方法，熟悉各种网络架构与实现；5、精通嵌入式体系架构（如ARM，DSP，X86，MIPS，GPU，CUDA等）；6、熟悉并行计算软件开发，熟悉SIMD原理，Cache原理和机制，熟悉DMA、中断等机制。福利待遇：1、 双休，享国家法定节假日；2、 上班时间：9:00-12:00,13:30-18:00；3、 公司按照有关政策办理社会保险（养老、医疗、工伤、失业、生育）；4、 婚假、丧假、产假、护理假：凡是公司正式员工均可享受带薪假期；5、 培训：公司会根据公司发展需求组织员工培训；6、 端午节、中秋节等传统节日礼品发放；7、根据工作需要加班者均可享受加班工作餐及餐补、交通补贴；8、不定期组织员工集体休闲活动；9、平等广阔的晋升空间；10、开放和谐的工作氛围，舒适便利的工作环境。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,Algorithm Engineer 算法工程师,算法,16666.67,美新半导体（无锡）有限公司,无锡,2.0,硕士,负责惯导姿态算法设计与验证工作；2. 负责惯导、惯性组件的指标分析、选型和测试；3. 负责完成与其他传感器的数据融合;4. 负责惯导、惯性组件的指标分析、选型和测试；5. 对实验得出的数据进行整理统计分析，写出报告。岗位要求：1. 硕士研究生以上学历，应用数学、计算机、导航专业或其他相关专业。2. 熟悉惯性导航系统、组合导航系统基本理论和基本算法(如卡尔曼滤波算法)。3. 熟悉C/C++语言，熟悉嵌入式软件设计，有良好的算法和数学基础。4. 导航系统总体设计开发、关键技术研究和系统试验组织实施。5. 善于解决疑难技术问题。6. 熟悉常用惯性器件(如加速度计、陀螺)的硬件结构和原理，熟悉IMU、GPS、惯性导航及组合导航系统工作原理。7. 具备惯性器件补偿算法、导航算法、Kalman滤波算法等方面的科研或者项目经验，或者从事过普通MEMS传感器相关的科研工作。8. 熟悉坐标变换方法，熟悉惯导术语，熟悉矩阵变换，熟悉四元数、方向余弦、欧拉角等表示方法。9. 有从事研发工作的韧性和悟性，有责任心和团队精神。10. 具有实际惯导项目经验者优先。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,C/C++ 算法开发工程师,算法,12500.0,北京文通科技有限公司,北京,0.0,本科,岗位职责：  （2）  维护公司现有的文字识别类产品。           任职要求： （1）    全日制本科以上学历，计算机、数学、物理等相关专业；   （2）    能阅读并理解英文技术文档；（3）    熟练使用C/C++语言、C标准库及跨平台库进行程序开发，有良好的代码风格和注释习惯；   （4）    掌握基本的数据结构、算法，熟练使用STL； （5）    掌握线性代数、概率的基本知识； （6）    有图像处理经验的优先；   （7）    对生活充满热情，有良好的团队协作、沟通能力。         （8） 有较强的执行能力，自主学习能力。职能类别：										算法工程师																			软件工程师									,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,高级图像算法处理工程师,算法,30000.0,南京图格医疗科技有限公司,南京,3.0,博士,岗位职责:1、负责图像处理、图像识别算法的设计、验证；2、与软件工程师合作完成产品的开发与调试；3、参与系统的需求调研和需求分析，撰写相关技术文档；4、图像处理算法、图像模式识别算法、计算机视觉相关算法的实现和性能优化；5、撰写产品设计相关技术文档。任职要求：1、计算机、电子工程、模式识别、数学类等相关学历；2、硕士及以上学历，2年以上图像算法开发或实现的经验；3、熟练掌握Python、Matlab等开发语言，掌握数字图像处理的基础；4、熟练使用opencv或其他图像处理库；5、熟悉图像画质增强算法、3A算法或者ISP研发经验的优先考虑；6、熟悉SVM、CNN、SSD、YOLOv2等机器学习模型；7、深度学习算法移植到嵌入式平台。,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
681,物理层算法工程师,算法,27500.0,深圳磊诺科技有限公司,深圳,2.0,硕士,负责5G NR无线通信系统物理层各类信道端到端的模型建立和仿真，  包括比特级的发送和接收流程；2.负责对物理层算法在产品实现过程中存在的性能和技术问题进行定位和优化。二、任职要求：1.电子信息通信类或者相关专业硕士及以上学历；2.2~3年物理层算法开发或者仿真工作经验，掌握一种编程语言，   如MATLAB仿真、C/C++编程；3.熟悉基本的无线通信调制解调原理，数字信号处理方法，如通信收发  系统中的信道估计、信道编解码、时间和频率同步等物理层关键算法；4.从事过一种无线通信系统协议(如WIFI/LTE/WCDMA/GSM等) 的物理层工作为佳；5.可以在团队指导下开展算法编码实现，调试，仿真，优化等工作，  从事过在DSP、FPGA上实现物理层算法经历为佳；6.工作细心、踏实，具备良好的团队合作能力。三、公司福利：1.五险一金+商业保险+年度体检；2.周末双休+弹性工作时间；3.除国家规定节假日，额外每月1天，全年12天的带薪年假；4.各类过节福利+零食供应+电影票发放；5.年底双薪+按年度业绩发放年终奖。职能类别：										算法工程师									关键字：MATLAB仿真C/C++LTEW,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,算法工程师 （图像处理）,算法,15000.0,深圳开立生物医疗科技股份有限公司,深圳,0.0,硕士,"任职要求：1、硕士及以上学历，有计算机图形学基础，或有计算机图像处理和识别技术基础；2、熟悉掌握下述至少一种专业技能、编程语言：（1）、Matlab开发工具。（2）、C/C++编程。（3）、verilog-HDL/VHDL硬件编程。（4）、cuda编程或OpenGL GlSL编程，熟悉VTK和OpenCV编程。3、有二维图像处理或者三维图像处理项目/课题经验者优先。4、具备较强的承压能力；有良好的沟通能力,团队合作意识强；工作职责：（1）图像处理C/C++算法开发与测试验证；（2）图像处理GPU算法开发与测试验证。（3）三维图像重建、识别算法设计与仿真。",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
683,交通算法工程师,算法,11500.0,华砺智行（武汉）科技有限公司,武汉,5.0,硕士,岗位职责：1.建模与设计：负责交通流建模、交通运行评价体系设计、信号控制优化；2.数据分析与处理：负责交通数据智能处理；3.算法产品化：负责系统设计等工作，将算法原型代码转化为终端产品代码。任职资格：1.硕士及以上学历，交通工程、交通信息管理与控制、城市轨道交通、通信工程、计算机；2.优秀的动手编程能力，熟练使用Python/C/Matlab（任选其一）分析开发语言；3.精通数学和统计（建模，统计，分析，数学），优秀的数据分析及解决问题能力；在校期间参加过数学建模或交通建模者优先；4.专业基础扎实，熟悉交通管理、组织优化，有丰富的管理城市交通项目经验；精通交通信号控制系统及设备的工作原理；5.具备良好英文阅读能力；6.工作积极主动、有责任心，富有团队合作精神，有较强的逻辑分析能力和学习能力。,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,PHY(算法/协议跟踪),算法,22500.0,四川天邑康和通信股份有限公司,成都,5.0,本科,：有LTE/NR/NBIOT（任一种）物理层算法开发经验，并且负责完成关键算法链路的算法设计、仿真、算法文档输出；2：有丰富的空口性能分析经验、并提出重大的性能优化改进点；3：熟悉无线协议标准，个人有专利输出；4：熟练使用matlab、python、C/C++、simulink等完成链路仿真代码。,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,计算机视觉、算法推荐测试工程师SYD26,算法,11000.0,中国信息通信研究院,北京,2.0,本科,						岗位职责:1、从事计算机视觉、算法推荐相关的技术、产品和服务的开发测试工作；2、搭建、运维计算机视觉或算法推荐的软硬件验证和测试环境，开发测试工具和软件，并开展相关技术测试工作；3、针对项目，负责编写测试方案和详细规范的测试用例；4、负责测试项目组织执行、测试结果整理分析、编写测试报告等日常工作；5、负责开发项目的整体框架、代码开发，组织结构等工作。 任职资格:1、具有深厚的数学、计算机或软件相关专业知识，取得相关专业本科以上学位；2、熟悉常用的计算机视觉算法或智能推荐算法，原理、软硬件实现等；3、熟练使用Linux等操作系统，熟悉C、C++、Python等编程语言一门以上；4、熟悉软件开发和测试的流程及规范，熟悉开发和软件测试理论及方法；5、有人工智能相关软硬件、系统开发或测试的经验优先。另：1、对待工作严谨认真，沟通能力较强；具备良好的协调和组织能力，能够合理地进行时间管理，能够承受高强度工作压力； 2、工作积极主动，具有团队合作精神。3、有较强的文字功底，踏实的钻研态度。,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
686,算法工程师,算法,20000.0,嘉兴市纳杰微电子技术有限公司,嘉兴,1.0,本科,参与基于MEMS加速度计、陀螺仪和磁阻传感器的惯导产品开发2.利用Kalman等算法进行多传感器数据融合的产品开发3.负责惯性导航算法和GPS组合导航算法研究4.负责团队的建设和技术人员的培养。岗位要求：1. 精通加速度计，陀螺仪，磁力计工作原理；2. 精通组合导航算法原理 ；3. 精通数据处理，传输等功能的实现。入职当年享受带薪年休假，工作每满1年增加1天年休假，5天年休假起，第2年6天，第3年7天，以此类推。薪资可依据能力而面谈。简历投递：zcx@,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
