,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Excel,Sql,Python,Mysql,Oracle,Java,Hadoop,Linux,Spark
742,数据库工程师,数据,9000.0,广州宇中网络科技有限公司,广州,3.0,大专,有mysql数据库运维、管理和优化经验，具有很强的故障定位和问题解决能力；-熟悉mysql基本原理、数据结构设计、性能调优，对高并发、复杂SQL以及数据库集群系统深入理解；-负责参与产品数据库环境的设计与维护；-参与数据库相关应用的开发和SQL语句优化；-有优秀的数据库理论基础，熟练SQL语言；-熟悉数据库的管理、维护、数据库结构设计和优化，熟悉Oracle或MySQL数据库，熟悉和使用过NoSQL、Redis存储者优先；-有Java语言和数据库访问技术、Linux操作系统经验者优先；-熟悉PostgreSQL优先。薪酬福利：（1）丰厚的薪酬；基本工资+绩效奖金+年终奖金；（2）按照国家规定，享有各种法定假期、婚假、产假等；（3）五险一金：医疗、工伤、生育、养老、失业保险，住房公积金；（4）定期举行团队活动或员工集体旅游；（5）完善的职业上升通道，充足的职位晋升空间。上班地址：天河区林和西路157号保利中汇广场A座,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
743,数据录入员,数据,5000.0,商安信（上海）企业管理咨询股份有限公司,上海,0.0,大专,岗位职责：1. 按照标准准确有效的录入调研信息2. 在数据输入前，编写、排序和核实数据准确性3. 将完成的文件按要求整理存档任职要求：1. 熟练使用Microsoft Office软件2. 有耐心，责任心，工作负责,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,数据库开发工程师,数据,12500.0,上海万序健康科技有限公司,上海,5.0,本科,岗位职责：1.开发和维护基于Oracle关系型数据库的系统。2.能根据业务需求，独立完成开发设计。3.能独立完成基于单个业务功能模块的开发工作，并对复杂的业务模型进行准确、高效的程序设计开发工作。4.建立测试环境，进行相关开发的程序测试工作。5.完成相关的开发及测试文档。任职要求：1.计算机或相关专业全日制本科或以上学历 。2.五年以上基于Oracle数据库的应用系统开发经验。3.熟悉SQL，能熟练地运用PLSQL开发工具。4.学习和理解能力强，具有一定的系统分析能力，及独立解决问题的能力。5.具备良好的团队合作精神和承受压力的能力。6.有物流、ERP、医疗等系统开发经验者更佳。,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
745,数据分析岗,数据,7000.0,上海零点市场调查有限公司,上海,0.0,本科,岗位职责：1、负责调研项目前期的抽样技术的把握；2、负责项目过程中的数据库建立清洗；3、负责项目的数据分析模型建造及数据挖掘。任职要求：1、全日制本科及以上学历，统计学、数学等相关专业；2、熟练使用SPSS、Excel软件；3、对数据敏感，较强的逻辑思维能力；4、乐观、进取、钻研，富有创新精神，良好的沟通及团队合作能力。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,数据开发工程师（ETL开发）,数据,15000.0,上海齐家网信息科技股份有限公司,上海,2.0,本科,"岗位职责: 1. 根据业务要求，独立建设底层数据仓库、数据集市以及业务数据模型持续优化; 2. 负责业务数据的收集，清洗，表设计及报表的开发和维护; 3. 负责数据平台的日常报表数据的监控、维护及优化; 任职资格： 1. 计算机相关专业本科及以上学历，2年及以上数据开发经验; 2. 熟悉Hadoop/Map-Reduce分布式计算框架，熟悉Hive,Hbase,Storm,Sqoop等至少一种; 3. 熟悉SQL,JAVA,SHELL语言，具有良好的代码风格; 4. 有独立分析和解决问题的能力; 5. 有互联网工作经验和Hadoop数据处理经验者优先。",0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
747,项目经理-数据中心,数据,10000.0,江苏天泽智能科技有限公司,南京,0.0,大专,"岗位职责：1、 独立完成IDC数据中心的开工、过程实施、竣工调试验收等现场管理工作，把控项目风险，及时协调解决项目实施难点；2、 全面履行合同、处理合同变更，独立协调与甲方、总包方、监理方以及其他相关施工方进行良好沟通、协调，确保施工顺利进行； 根据工程进度及时回收工程各款项；并在工程实施中积极建立与甲方、监理方良好的合作关系，为工程积极进展和顺利回收款项创造条件。4、 积极与设计人员进行设计交底，掌握要点、难点，对合同及实施中的风险进行分析并予以解决；5、 及时了解并跟踪IDC数据中心的技术动向，对比并熟知目前各厂商产品，寻求解决方案。任职要求：1、***，26岁以上，大专以上学历； 2、三年以上工程项目管理经验或独立承担过二百万以上的工程项目管理经验，对于IDC数据中心机房建设有较深入的了解，有相关实施经验者优先；3、能够独立编写施工组织设计，熟悉安全生产管理相关制度，掌握建筑智能化工程施工工艺及验收规范，并运用到实际施工管理过程中；4、熟练使用CAD等,熟悉施工档案资料管理和预算定额，能够独立进行图纸深化设计、竣工图绘制、工程档案保管；5、掌握IDC数据中心施工工艺及验收规范，并运用到实际施工管理过程中；6、熟悉安防监控、门禁系统、综合布线、楼宇自控、数据中心机房等建筑智能化工程相关系统的主流产品；7、具有一定的组织和协调能力，善于沟通，有较强的责任心；8、有二级（含）以上机电安装建造师证书者且能适应长期出差者优先录取。 9、工作责任心强、抗压能力强。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,高级数据库开发工程师,数据,7000.0,合肥英泽信息科技有限公司,武汉,3.0,大专,						高级数据库开发工程师岗位职责：金融行业项目数据库设计开发。任职要求：1、大专、本科及以上学历；2、2-5年Oracle数据库开发经验，熟练掌握Oracle数据库设计开发，精通PL/SQL编写，具备一定的SQL性能优化技能；3、具备独立的Oracle数据库系统设计能力，能熟练使用一种物理模型设计工具；4、具备良好的分析解决问题能力，责任感强、有较强的逻辑思维能力、执行能力和沟通能力。																		,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
749,仓库数据员,数据,5250.0,深圳市德众赢服饰有限公司,东莞,1.0,大专,岗位职责：能熟练运用百胜系统ERP，有服装销售经验优先。1、负责跟进供应商对账；2、负责仓库数据、系统录入；3、负责仓库对外（主要指供应商，第三方物流商、商品部门）的对接工作。4、熟悉电脑操作及条码枪的使用，能吃苦耐劳。岗位要求：1、高中以上学历；2、对数据敏感，熟悉ERP系统操作；3、熟练使用EXCEL各类函数；4、细心耐心。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,数据文员,数据,3400.0,东莞市以纯集团有限公司重庆办事处,重庆,0.0,无,、22岁以上，高中/中专以上学历；2、熟练操作办公软件，精通EXCEL函数公式，数据分析能力强良好的沟通能力、细心谨慎、踏实、吃苦耐劳，良好的团队意识。逻辑思维能力强。可考虑优秀应届毕业生。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,销售数据分析,数据,8000.0,杭州大希地电子商务有限公司,杭州,2.0,本科,岗位职责：1、熟练使用公司内部的仓储管理系统，深刻理解业务方向和战略，负责大型商超销售渠道数据分析，对业务发展提供相关市场等数据分析报告；2、独立负责相关日常数据报表播报，并监控地区销售业绩进度，要货计划（生产计划）盘点数据汇总，并对盘点数据进行分析报告；3、确保数据准确性和及时性，依据数据进行业务/项目建议及流程优化；4、负责销售数据的提取、挖掘、统计及分析，针对问题通过数据分析报告，为销售运营解决问题提供数据支持。任职要求：1.、本科以上学历，至少2年面向销售团队的数据分析经验，掌握主流数据分析方法；2、有较强的逻辑思维能力，善于总结和发现问题，并提出有针对性和可行性的方案，转化为流程；3、做事细心、有良好的沟通能力、协调技巧和执行能力强、有数据分析经验者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,贝壳找房-重庆-数据统计专员,数据,5000.0,重庆闹海房地产经纪有限公司,重庆,0.0,本科,工作职责:1、负责店面运营中心数据相关统计工作，分析店面运营核心指标，为装修采购等提供数据支撑；2、负责对接项目经理、设计师、监理和供应商，沟通并获取数据信息，完成相应报表统计；3、监控各项指标数据的完成情况，对异常数据或薄弱环节进行原因分析，为产品和运营做预警，给出改善意见。任职资格:1、全日制统招本科及以上学历（基本要求不符勿投）；2、熟练使用office系列办公软件，熟悉Excel常用函数及数据透视表；3、1年及以上相关工作经验，有装修行业数据分析工作经验者优先；4、 对数据敏感，具备良好的逻辑分析能力和系统性思维能力；5、 较强的学习能力、良好的语言表达能力和执行力，具有优秀的团队合作精神。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,数据分析助理,数据,5250.0,重庆且动科技有限公司,成都,0.0,大专,岗位职责:  1、负责各软件产品业务的取数工作；2、协助数据分析师完成各产品业务的数据分析工作；3、为运营、产品、市场等提供必要的数据支持；4、对日常数据进行实时收集、更新、汇总、跟进与分析；5、了解基本的埋点业务，收集和整理产品的报表需求。任职资格:  1、专科及学历，具有互联网数据产品相关工作经历者优先；2、对产品数据有较高的兴趣；3、逻辑思维清晰，执行能力强，有较好的团队意识和沟通能力；5、有基本的代码知识，了解或会用sql等取数工具，熟练Word/Excel/PPT等办公软件。员工福利：1、公司坐标：交通便利2、办公环境：舒适、整洁3、工作时间：朝九晚五点半，周末双休，弹性上班时间4、工作氛围：直线扁平化管理5、社会保险：五险一金6、节日恭贺：结婚礼金，生育津贴，商业保险，年度体检,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,Data Analysis数据分析专员（电商方向）,数据,11500.0,上海复漫网络科技有限公司,上海,0.0,无,职位描述：1、负责收集公司ERP系统内数据并分析整理，制作数据分析报告；2、协助销售部门对公司数据进行有效监督管控，制定数据标准，完善分析方法，优化工作流程；3、开发相关数据报表模板，为数据分析提供必要的数据支持；4、结合公司业务运作流程，通过数据挖掘和分析，为公司管理层提供决策支持。任职要求：1、专科及以上学历，统计学、数学、计算机等相关专业优先；2、3年以上电子商务行业数据分析、数据挖掘相关工作经验优先；3、精通Excel，SQL能熟练使用各种函数、透视等方法进行数据处理及相关报表的制作；4、对数据敏感度高，具备良好的数据分析能力，擅于通过数据分析发现业务规律；5、优秀的沟通能力和问题解决能力。,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,数据处理专员,数据,4500.0,上海速研信息技术有限公司厦门分公司,厦门,0.0,本科,"岗位职责：1、负责公司运营数据的基本处理、维护及报表制作；2、负责业务相关数据的统计分析，进行统计与监控；3、为运营提供数据支持；4、完成小组交待的其他事项；任职要求：1、本科学历，统计学、社会学、数学专业优先考虑；2、熟练掌握SPSS,EXCEL等数据处理软件；3、对数据敏感、有较好的逻辑思维和数据分析能力；4、英语四级以上优先考虑；",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,数据库开发（SS）,数据,9000.0,浙江网新恒天软件有限公司,杭州,1.0,本科,双休法定节假日、五险一金、班车接送、餐补、过节费、弹性工作制职能类别：										数据库工程师/管理员									,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,数据分析/数据录入,数据,5000.0,陕西漫森景观设计有限公司,重庆,0.0,大专,岗位职责：1.日常运营数据整理、分类、统计，定期提交日常数据分析报告，并跟踪日常运营数据监测报表，及时发现运营过程存在的问题，为部门日常运营提供数据支持；2.协助优化师制定针对性投放方案，分析投放数据，直至能独立完成整个过程；3.协助项目经理推进项目顺利进行，及时与部门经理、技术部门、产品部门等进行沟通，制作项目投放总结报告。任职要求：1.1年及以上数据分析工作经验，统计学或者数学相关专业优先；1.对互联网运营有一定了解，；2.有较强的数据分析能力，熟练使用excel进行数据统计分析；3.对数据敏感，能够在海量数据中及时发现问题；4.有较好的服务意识，沟通能力，以及团队合作意。1、清新的空气、愉快的氛围、舒适便利的办公环境。2、每周五天工作制，朝九晚六，鼓励高效工作。3、带薪年假，多种全薪假期可自由组合。4、最新游戏分享会、每月免费电影日、年节礼金、年度体检、公司旅游，多重福利数不完！职能类别：										市场分析/调研人员																			电脑操作员/打字员									关键字：数据分析数据录入,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,数据文员,数据,3750.0,武汉兴恒德信息咨询有限公司,武汉,0.0,大专,岗位职责：1.协助财务人员进行日常出纳、会计核算工作。2.协助财务人员进行单据审核。3.协助财务人员进行各项财务及业务数据统计。4.辅助完成财务核算、财务档案归档等工作。5.完成上级交代的其他工作。岗位要求：1、大学专科以上学历，财会类专业应届毕业生均可；  2、熟悉操作财务软件、Excel、Word等办公软件；  3、销帐要求准确、及时，账目日清月结，报表编制准确、及时；   4、工作认真，态度端正；,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,徐东3.5K-4.5K招聘数据统计专员,数据,4000.0,武汉君大企业管理有限公司,武汉,0.0,无,职位要求：岗位职责：1、根据公司要求，与客户做好沟通、协调工作，并保持良好关系2、负责对接客户的相关数据报表处理；3、负责客户投诉与对接工作处理；4、负责公司内部各类报表及业务提成制作；5、做好统计资料的保密和归档工作；6、其他临时性统计工作。任职资格：1、全日制大专学历，有相关领域工作经验优先；2、熟悉OFFICE软件使用方法(熟练使用excel函数、公式)，；3、工作认真负责，承压能力较强，良好的团队合作精神；朝九晚六，周末双休人事部：misswu1217（可加微信咨询，备注来意）,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,数据分析主管,数据,9000.0,深圳市卓宝科技股份有限公司,深圳,3.0,本科,负责集团各项运营数据的整理及分析，形成定期销售报表和运营分析报告；2.完善现有数据库，建立多维度数据管理信息，3.构建业务数据分析体系，帮助确定各项业务数据指标；4.负责公司客户行为数据分析，通过数据分析对产品、运营、市场提出方向性建议并推动实施；协助组织公司季度、年度营销总结会议，会议决议的推进及落实；5.参与公司信息化（营销体系）及运营管理工作和系统建设；任职要求：1、统计学、应用数学等相关专业，本科及以上学历；2、3年以上工作经验，有过建材、房地产等行业优先；3、较强的数据敏感度，逻辑分析能力和文档写作能力；4、有责任心，良好的沟通能力和组织管理能力以及心理承受能力，勇于接受挑战；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,高级数据挖掘,数据,30000.0,杭州拓云计算机信息系统有限公司,杭州,3.0,本科,深入了解银行业务和行业数据，挖掘面向不同业务场景的特征，支持客户营销、信用风险、反欺诈等业务；2. 密切关注行业动态，分析监管文件，跟进了解银行客户需求和业务痛点，协调产品团队一起设计营销和风控产品；3. 构建有效的风控和营销模型，提升银行风险管理能力、客户管理能力和营销能力；4. 构建适合银行机构需要的各类MIS报表，并对利用各类数据给予管理意见；5. 应用统计分析、数据挖掘、机器学习等方法解决实际问题，并创新方法解决常规方法无法解决的问题；6. 管理并培养团队，协调项目开发和交付事宜，积极参与相关金融机构的业务交流。岗位要求：1. 计算机、统计、数学及相关专业毕业，硕士以上学历；2. 三年以上数据挖掘和机器学习经验，掌握评分卡开发，有在大型金融机构从事过相关工作优先；3. 对机器学习、深度学习、网络分析、异常检测、知识图谱其中之一理解透彻，熟练掌握常用的各类算法；4. 熟悉Python和SQL，有很强的数据聚合、数据分析与数据挖掘、解决业务问题的能力；5. 有较强的协调沟通能力，对于AI技术在金融业务场景的应用具有强烈的热情。,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
762,大客户经理（大数据政务云项目）,数据,24166.67,成都思迈信通科技有限公司,成都,5.0,大专,、面向政府的产业合作大型项目销售，利用新兴技术如大数据、人工智能等驱动产业转型升级，与合作伙伴一起共建商业模式！2、根据公司提供的销售线索，对接政府、运营商、事业单位等客户，协助各地政府进行产业赋能，共同打造产业转型升级、创新孵化基地、创新创业赋能计划、创新型技术人才联合培养等战略合作项目；3、按销售计划推进项目，完成销售业绩指标；4、稳固老客户，开发新客户，建立大客户档案。任职要求：1、大专及以上学历，5年以上政府或大型项目销售工作经验，具有当地政府客户资源者优先；2、具备优秀的商务谈判能力和沟通能力、善于维护现有政企客户关系，挖掘潜在客户；3、有积极向上乐观的工作态度，有创新与进取精神，责任心和团队合作精神；4、对产业转型升级、云计算和大数据有一定了解、移动互联发烧友优先。欢迎（能说会聊、有狼性，能抗压的）你，加入我们~,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,数据分析专员,数据,5000.0,佛山登宇通网络科技有限公司,佛山,1.0,大专,【岗位职责】1. 深入了解业务细节和系统逻辑，进行数据跟踪和分析，分析产品前后端表现情况；2. 配合运营部门进行业务数据处理、分析，并出具业务分析报告；3. 协助备货以及平台、商品分析，产品生命周期探索；4. 协助领导完成其他相关工作。【职位要求】1. 大专以上学历，财会、数学、统计相关专业；2. 学习能力强，主动好学3. 擅长数据分析，逻辑性强；4.工作细心，有良好的沟通能力，较强的学习能力和抗压能力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,数据分析师,数据,9000.0,南京元亦飞信息科技有限公司,南京,1.0,大专,投递简历请注意：1、本岗位为金融技术岗，非软件行业的纯数据分析；2、不想往外汇交易方向走的，请勿投递简历，感谢配合！本公司为无锡元坤资产南京分公司岗位描述：1、本科及以上学历，经验丰富的专科学历者可考虑，金融、证券、经纪等相关专业背景（***懂外汇交易）2、熟悉金融市场，有金融类投资分析师资格证和金融公司从业经历优先3、掌握各类经济分析理论和工具，对金融市场规律有深刻理解，对宏观经济层面有独到的分析能力4、具备较强的信息收集、热点捕捉和文字写作能力，以及独立的行情研究与判断的能力并能及时进行相关性分析及讲解5、熟练使用各种技术分析指标，有较强的分析能力，可以结合市场走势及时提出交易分析和策略参考建议并能遵循风控制度，及时上报交易中出现的差错和异常6、 通过公司交易模型，对外汇数据做比较、分析，做修正7、分析盘面、数据源（数据源公司会给），以提高交易盈利率。注：现可在我们公司报考南开大学金融类在职研究生工作时间： 9:30--17:30  双休工作地址：南京市建邺区江东中路102号万达广场A座1511-1512联系电话：19951795198联系人：华注：请在工作时间咨询,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,高级顾问（数据安全）- 风险及控制 - 广州/深圳,数据,,PwC 普华永道,深圳,2.0,本科,"Job Description & Summary:A career within Risk Assurance Compliance and Analytics services, will provide you with the opportunity to assist clients in developing analytics and technology solutions that help them detect, monitor, and predict risk. Using advanced technology, we’re able to focus on establishing the right controls, processes and structures for our clients to ensure that decisions are based on accurate information and assure that information provided to third parties is accurate, complete, and can be trusted.Responsibilities:As a Senior Associate, you’ll work as part of a team of problem solvers with extensive consulting and industry experience, helping our clients solve their complex business issues from strategy to execution. Specific responsibilities include but are not limited to:Establish effective working relationships directly with clients;Contribute to the development of your own and team’s technical acumen;Keep up to date with local and national business and economic issues;Be actively involved in business development activities to help identify and research opportunities on new/existing clients;Continue to develop internal relationships and your PwC brand.Responsibility:1、结合客户所处行业特点及业务场景，建立数据安全管理体系并落地有关的体系，保护公司核心数据对象的安全性；2、对企业核心业务数据、公司数据、个人信息数据进行识别及风险评估工作，制定数据风险应对策略及数据安全保障工作；3、对数据安全有关的数据架构、数据运营、权限体系等进行梳理及重构，协助客户制定数据安全标准及流程；4、梳理客户业务场景中对敏感数据的保护需求，规划并落实全面的数据防泄漏解决方案，并进行持续改进优化；5、梳理国内外数据安全相关标准及法律法规，协助客户完成数据安全的合规工作。Requirements:1、统招本科及以上学历，计算机以及信息安全相关专业优先；2、2年以上工作经验，其中至少1年以上数据安全或者数据管理合规相关工作经验，有大型互联网或大数据公司的数据安全工作经验者优先考虑；3、对数据治理工作有较为全面的认识，对数据安全工作有较为体系化的实践经验及丰富的知识储备；4、熟悉国内外数据安全行业发展现状，了解企业级数据安全的***实践；5、熟悉数据安全全流程生命周期的管理，在数据生成、处理、流转、存储、销毁等各个过程具备安全管理落地方案经验，对数据泄露事件有应急溯源经验者更佳；6、在企业内规划并建设了数据泄露防护的解决方案，对研发数据保护、敏感数据保护有具体实践经验***；7、熟悉大数据平台的安全管理要求、熟悉DSMM数据安全能力成熟度模型的并具备实践经验者优先考虑；8、较强的学习能力和问题解决能力、有自我驱动意识。有良好的沟通能力及表达能力，善于与团队协助合作，能够承担一定的工作压力。职能类别：										软件测试																			系统测试									",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,数据策略运营,数据,16000.0,字节跳动,青岛,5.0,本科,						职位描述:1、负责业务整体日、周、月、半年、年报的输出，并密切关注业务核心指标，监控业务进程，基于业务动作与效果数据，优化业务策略；2、行业分析：关注行业前沿动态，研究和分析行业发展趋势，量化分析价值和影响，产出专业行业分析报告； 3、目标监测：跟进和监督各业务目标完成情况，定期进行业务经营成果复盘，有效提供改进策略和实施建议； 4、系统建设：根据业务需要，完成各种专题分析，并培养和帮助各业务更有效的使用数据。5、与各部门协调配合，完成临时数据需求。职位要求:1、本科及以上学历，5年及以上数据工作经验，互联网背景为佳； 2、优秀的信息搜集、数据分析、撰写报告能力，能够给出有效建议； 3、数据敏感、逻辑清晰、业务理解力强，能从数据中获得业务洞察，产出优化方案。																		,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,数据资产管理主管,数据,8333.33,泸州老窖股份有限公司,成都,5.0,本科,制定公司消费者数据资产管理制度、管理流程，提出合理化建议 ；2.管理公司消费者数据指标口径及定义，并建立与维护数据字典 ；3.结合消费者数据情况，与需求单位、部门协同进行业务应用场景研究 ；4.根据数业务部门需要，提供相应的数据分析支持 ；5.与技术支持团队，不断优化消费者数据的模型和算法 ；6.完成领导交办的其他工作。任职资格：1.本科及以上学历，计算机、数学或统计相关专业优先；2.具有5年以上数据管理相关工作经验。在大中型企业担任过数据项目负责人或主管，有消费者数据管理经验优先；；3.熟悉白酒或快消品行业业务特征 ；4.熟悉关系型数据库及SQL，熟悉至少一种NoSQL数据库，熟悉JAVA或类似编程语言 ；5.熟悉大数据分析应用，以及海量数据分析工具，例如Hadoop ；6.具有数据分析工作经验，熟悉ETL工具及可视化分析工具 ；7.较强的逻辑思维能力、具有很强的分析问题及解决问题的能力，对解决具有挑战性的问题充满激情 。职能类别：										数据库工程师/管理员									,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
768,数据库管理主任工程师,数据,20000.0,美的集团,佛山,5.0,本科,、负责美的营销类系统服务器、数据库、中间件等的日常管理及运行优化2、负责完善优化系统管理规范，保证系统运行稳定、信息安全；3、负责为营销应用系统建设提供专业技术支持，协助项目在开发、测试过程中数据库和中间件相关问题处理；4、负责开拓新技术创新，营销系统基础架构技术评审工作。任职要求：1、本科及以上学历，计算机相关专业；2、具备5年以上ORACLE或MYSQLDBA系统管理及运维管理经验3、精通ORACLE11G或12C数据库的技术架构和管理、优化等知识，熟练安装和管理RAC、DataGuard等ORACLE技术及故障处理经验；4、了解Mysql数据库的运行机制和体系架构，熟练掌握MYSQL安装配置，具有一定的性能优化经验；5、熟练掌握PL/SQL基本操作，能独立进行SQL的优化工作；6、熟悉Tomcat等主流中间件运维管理、JVM优化技术；7、对redis、MQ等开源技术一定了解8、熟悉Linux类操作系统，有IBMAIX、ORACLESOLAIRS操作经验更佳。9、能使用SHELL或python等脚本语言进行基本的自动运维管理；10、有良好的团队精神与服务意识，较强的沟通协调能力；11、具备较强的学习能力及主动性。,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
769,SFE/数据分析专员-北京,数据,9000.0,北京华润北贸医药经营有限公司,北京,1.0,本科,						岗位职责:1、收集和分析数据，并建立数据档案，及时进行更新与维护；2、提供每月、每季度数据报告，为管理层决策提供数据支持；3、配合销售管理要求，提供各个维度的数据分析与预测，以提高销售有效性及人均生产力；4、为绩效考评提供关键性数据支持；5、为销售计划、区域目标设置、区域分配、人员分配提供数据支持；6、参与制定年度销售计划与绩效考核设置。 任职资格:1、本科及以上学历，数学/统计学/金融学/财会/市场调研分析等相关专业；2、2年以上数据分析、市场分析、市场调研或者项目管理经验，熟练操作excel，PPT等办公软件；3、思维逻辑强，具备较强的数据透视及分析能力；4、具备一定的心理承受能力，原则性、条理性、逻辑性强；5、有医药行业经验优先；6、喜欢数据分析与管理工作。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,500强日企_数据中心设备运维高级经理,数据,9000.0,NTT通信系统（中国）有限公司,上海,3.0,大专,1、负责数据中心基础设施的综合运维保障（包括但不限于变电和供配电、应急发电、空调系统、网络和信息系统、弱电及监控系统等）；2、负责制定并推行运维实施流程规范、维护保养流程规范、防灾应急演练流程规范、应急故障排除流程规范、改容扩建实施流程、进出管理流程等数据中心的整体运行保障制度；3、负责落实数据中心的质量指标，提高能源效率、人员效率、服务质量及技术水准；4、负责设备运维操作团队；5、负责数据中心进驻客户的场地选址、平面布局、改造实施、进驻管理等支持协调工作；6、负责支持、协助营销部门开展有关市场活动；7、选择并管理供应商。任职要求：1、 本科及以上，计算机、电气、暖通、机电等相关专业，工作满5年以上；2、 具备3年以上数据中心基础设施运营团队管理经验；3、 精通数据中心的电气或暖通专业，具备丰富的运维管理实践经验；4、 具备很强的组织协调能力、团队建设、成本意识；5、 具备很强的计划能力，对潜在的风险进行预防规划，并做好风险防范措施；6、 具备高压证、低压证、消防等相关证书者优先；7、 英语6级或日语1级以上，商务交流无障碍；8、 品行端正，强烈的责任感，具有优秀的协调沟通能力和团队领导能力；9、 工作地址：上海市闵行区江月路999号。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,作业支持专员/ 数据分析师（深圳上梅林）,数据,10500.0,中外运-敦豪(DHL-Sinotrans),深圳,,无,1、负责数据中心基础设施的综合运维保障（包括但不限于变电和供配电、应急发电、空调系统、网络和信息系统、弱电及监控系统等）；2、负责制定并推行运维实施流程规范、维护保养流程规范、防灾应急演练流程规范、应急故障排除流程规范、改容扩建实施流程、进出管理流程等数据中心的整体运行保障制度；3、负责落实数据中心的质量指标，提高能源效率、人员效率、服务质量及技术水准；4、负责设备运维操作团队；5、负责数据中心进驻客户的场地选址、平面布局、改造实施、进驻管理等支持协调工作；6、负责支持、协助营销部门开展有关市场活动；7、选择并管理供应商。任职要求：1、 本科及以上，计算机、电气、暖通、机电等相关专业，工作满5年以上；2、 具备3年以上数据中心基础设施运营团队管理经验；3、 精通数据中心的电气或暖通专业，具备丰富的运维管理实践经验；4、 具备很强的组织协调能力、团队建设、成本意识；5、 具备很强的计划能力，对潜在的风险进行预防规划，并做好风险防范措施；6、 具备高压证、低压证、消防等相关证书者优先；7、 英语6级或日语1级以上，商务交流无障碍；8、 品行端正，强烈的责任感，具有优秀的协调沟通能力和团队领导能力；9、 工作地址：上海市闵行区江月路999号。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,数据运营,数据,27500.0,奇虎360科技有限公司,北京,2.0,本科,						岗位描述：岗位职责：1.根据项目业务形态，洞察项目中的安全、应急等价值点、深度挖掘客户需求、发现市场机会，对项目进行可进入性调研，输出能落地的可行性报告，为客户提供有效的数据运营方案，捕获商业机会，支持公司商业化战略的落地；2.独立承担市场研究项目中的各项事务，从项目的洽谈对接、研究目标设定、研究方案设计、调研的执行、到研究结果的输出。研究内容包括但不限于：市场细分、趋势分析、优劣势分析、增长空间、竞争分析等；3.制定数据分析框架、分析模型、完成项目中数据运营应用的研究报告撰写，为内外部提供有价值的研究结果及资讯，为业务部门提供研究支持，推动项目落地；4.优秀的跨部门沟通和协调能力，能给业务部门提供强有力的支持和方向指引，具有自己的独立思考判断又能贴合实际，落地性强任职要求任职要求：1.2年以上市场洞察工作经验，需要提供成功案例，有小区、应急等政府项目领域经验优先考虑；2.全日制本科以上学历，营销学、心理学、社会学、统计学等相关专业背景；3.熟练掌握各项调研方法和工具，有敏锐的市场洞察力和逻辑分析能力，和高效的问题解决能力；4.良好的研究报告撰写及汇报能力，能够跨团队进行研究思路、方法等维度的沟通，善于说明并推动方案落地执行5.能接受短期出差																		,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
