,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Python,C,Tensorflow,Java,Linux,Spark,Hadoop
499,师训部课程讲师/STEAM教师师资培训/人工智能教育,人工智能,11500.0,上海优必杰教育科技有限公司,上海,0.0,本科,【职位描述】1、根据课程和项目需求，协助建立师资培训体系，包括培训制度建立、资源整合、流程管理；为教育体系客户提供师资培训方案。2、开发师资培训课程及编写培训教材，协助搭建培训课程体系，独立完成部分课程开发。3、实施培训，并开展培训效果评估，及时反馈定期完成培训工作总结。【任职要求】1、全日制本科及以上学历（含应届生），教育技术（师范类）、计算机专业（师范类）、软件工程专业、自动化等相关专业者优先；2、对教育工作有热情、有强烈的责任心；3、具备优秀的语言表达能力、演讲能力，学习能力和逻辑思维能力强；4、具备一定的动手能力，有相关乐高积木搭建、机器人赛事经验者优先；5、有相关创客教育、STEM教育、机器人编程、青少年编程教育经验者优先；6、有教师资格证者、有培训师资格证者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,人工智能 云计算,人工智能,17500.0,北京源通电力科技有限公司,济南,3.0,本科,、大学本科以上学历，计算机、通信相关专业；2、至少6年以上企业IT基础架构领域工作经验，3年以上云计算项目经验；3、熟悉云计算系统的架构、运作和管理；熟悉各种网络设备、系统、数据库相关配置；有信息化系统集成项目的设计及实施全过程经历；4、熟悉云发展趋势，了解市场主流云方案，能提出明确的规划建议；5、精通虚拟化、云计算技术（服务器虚拟化、桌面虚拟化），有相关项目运维经验；6、熟悉OpenStack、VMware、微软、KVM、Citrix等主流虚拟化技术；7、精通主流服务器、存储、网络技术和产品；在数据中心、服务器、存储、网络及关键基础架构服务方面有丰富的技术维护经验；8、熟悉分布式存储架构及网络架构；,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,人工智能专家,人工智能,30000.0,深圳市美亚实业发展有限公司,深圳,0.0,硕士,"工作职责：1、人工智能关键技术研究。2、前沿研究，深度学习、语法语义分析技术在对话系统、需求理解、自动摘要、机器翻译、信息检索等领域的研究工作；3、技术应用，使用前沿技术通过公司产品创造价值并带给最广泛的用户。任职资格：1、硕士以上学历，人工智能、计算机等相关专业；熟练运用。caffe/pytorch/mxnet/tensorflow等深度学习工具解决问题； - 曾在领域内的***会议及***期刊(例如：CVPR, ICCV, ECCV, NIPS, ICML, KDD，PAMI，IJCV等) 发表论文者优先。2、具有扎实的工程实现和架构能力，使用C++/Python/OpenCV等开发人工智能相关算法，使用机器学习、深度学习等进行机器视觉、图像处理、语音文本处理、模式识别等相关的算法研究及产品开发。3、有机器学习相关研究经历，能够熟练使用Torch或Caffe等深度学习框架。5、具有钻研精神，喜欢挑战，对算法研究与实现有强烈的兴趣，拥有在人工智能专业领域发展的意愿和能力；有相关经验优先考虑。6、 具有很强的责任心，对技术充满热情，有前瞻性眼光，注重创新性思维，并能逐步在业务中落地； - 责任心强、敢于承担，有团队合作精神、沟通能力佳。",1.0,1.0,1.0,0.0,0.0,0.0,0.0
502,AI人工智能产品销售代表（双休）,人工智能,11500.0,山东社动电商信息技术有限公司,济南,0.0,大专,、主要负责公司AI人工智能产品、百度视频广告、互联网软件等相关产品的在全国市场的销售工作，所有客户群体主要面向全国企业；2、熟悉掌握行业知识及产品卖点，同时具备结构化语言表达能力及清晰的逻辑思维能力；3、与潜在需求的意向客户进行深度联系，并及时跟进维护提供专业的可落地的客户服务方案，最终促成客户达成合作；4、只要有能力，专业与工作经验在这里不受限制，只要有态度，收入与晋升发展在这里没有问题。我们希望你：1、具备谦虚的姿态，不自傲不自满，愿意接受同事的建议与指导；2、有韧性，工作中遇到挫折与问题，不抛弃不放弃，愿意尝试各种方法去解决问题；3、希望未来从事于销售管理、人力资源管理或自己创业；4、在对的地方下笨功夫，未来2年内能够胜任公司中层及更高的管理岗位。你可以获得：1、专业系统的培训学习成长；2、远超过同龄人的薪酬收入（年薪达20万甚至更高）；3、半年到一年内可快速晋升到基层管理岗位。薪酬福利：    销售代表最低无责任底薪3000-4200起（不包含任何考核）+产品单价最低10万起+最高12%的业务提成+业绩奖金+全勤奖+年终奖金+社保福利+国内外旅游度假+团建活动+节假日礼品+带薪公休假+周末双休+国家法定节假（随着企业不断的发展壮大，薪酬福利没有最好，只有更好）！更多福利：1、我们可以提供有竞争力的基本薪酬、任务完成的奖金、五险一金，旅游机会；2、我们会为您提供得到、混沌大学、一书一课等众多正版付费的课程；3、课程研发必要的正版书籍支持；4、专业的辅导，和优秀的人一起工作，成就更好的未来。    销售人社区是由社动电商运营的公众号，拥有10万+粉丝，2019年社动电商计划投入资源，将销售人社区正式独立运营，旨在为中小型企业提供深入行业且体系化的销售团队管理知识服务，届时会对内容进行全渠道覆盖，我们希望陪伴优秀的人一起成长，成就更好的职场未来。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,人工智能（AI）销售专员（余杭仓前包住）,人工智能,9000.0,杭州希恩科技有限公司,杭州,0.0,大专,、负责（人工智能）产品线推广，负责开发、建立、维护与客户之间的关系2、对人工智能（AI）感兴趣，能深度发掘客户需求，向其推荐适合他们的产品，有电脑硬件（计算机相关专员毕业或者接触过计算机硬件）知识的优先考虑2、精通负责产品线的营销思路，方案；3、固化合作模式，并形成辐射；4、明确产品线的拓展思路，梳理目标客户肖像，开展客户拜访，形成周期性汇报制度；5、深度发掘客户需求，向其推荐适合他们的产品。6、及时与老客户沟通，做好信息反馈。7、负责公司产品市场的前期拓展与老客户维护8、公司提供员工住宿+工作餐补贴+全勤奖。面试时间：周一到周五上午9点-11点 下午1点-4点面试地址：杭州市余杭区备注：公司地址在老余杭仓前未来科技城附近！！！！公司宿舍配套设施齐全，拎包入住！！！！,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,青少年人工智能讲师,人工智能,5250.0,江苏柯杭项目管理有限公司,苏州,0.0,大专,、培训开发：与教研对接，负责教法和教学目标统一，研究并制定培训方案。  2、培训落地：组织开展培训的落地实施，能够将新的课程内容有效传递给老师。 3、培训反馈：建立培训后考核标准，实施阶段性考核评估，帮助教师成长。 4、专项研发：针对不同阶段教师发展需求，设计并研发专题培训课程和学习项目。 任职要求： 1、专科及以上学历，品貌端正，男女不限，学前教育及小学数学从业者优先，可接受应届生。 2、具备独立的课程开发、讲授能力； 3、PPT制作能力强，具备初级的数据和文本处理能力。 4、良好的演讲能力、语言表达能力，具备较强的分析能力和课程研发能力。5、新人阶段：专业的培训师带教+专业营销技能培训+丰富产品知识培训,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,人工智能算法工程师,人工智能,12500.0,山东广域科技有限责任公司,济南,1.0,硕士,【任职要求】1、负责模式识别、计算机视觉、深度学习相关算法的研究与实现；2、能够独立跟踪国内外最新图像处理算法的发展方向和相应技术；3、熟悉编程思想以及独立实现算法能力，维护算法在系统中的应用。【岗位要求】1、图像模式识别、计算机、光电、数学、自控等相关专业、研究生以上学历者优先考虑； 2、具有扎实的数学功底，对视频图像处理、模式识别、机器学习有较深入的理解与认识；3、熟练掌握Python语言，有良好的程序设计习惯和编程能力；4、熟悉使用Matlab、Opencv等图像分析工具；5、有红外图像处理、目标检测、目标跟踪等相关工作经验者优先考虑。,1.0,0.0,0.0,0.0,0.0,0.0,0.0
506,AI销售经理 销售工程师/人工智能,人工智能,9000.0,深圳斗牛科技集团有限公司,深圳,0.0,高中,"岗位职责：1、负责国内的销售任务，达成销售指标2、开拓新市场，发展新客户3、维护已有客户关系，推进新产品4、收集市场和行业信息,加深了解5、客户跟进，了解需求，商务谈判，合同签订，完成销售任务；任职要求：1、全日制高中或以上学历，专业不限；2、有无销售工作经验均可；热爱销售工作，个性乐观开朗，有强烈的企图心；3、有良好的沟通、协调和学习能力，认同学习性组织，致力追求自我实现；4、有消费类电子、CCC产品、数码电子产品等相关工作经验者优先；5、有早教机器人，学习机，手机，智能穿戴经验者优先；6、可招收应届毕业生。",0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,人工智能算法工程师,人工智能,27500.0,合肥凯捷技术有限公司,上海,5.0,本科,本科及以上学历，计算机类，数学类，物理类等相关专业；2.熟悉常用机器学习算法如特征工程，随机森林，gbdt，xgboost，lightgbm；NLP相关基本模型如n-gram，word2vec，HMM，命名实体识别，主题模型；3.熟悉基本深度学习模型CNN，LSTM/GRU，seq2seq等，有深度学习实战经验，熟悉深度学习开源框架如tensorflow，pytorc；4.Python基础扎实，有pythonweb开发经验者优先；5.在声纹识别，图像识别，文本处理，知识抽取，知识图谱，问答系统等一个或多个领域有行业应用经验者优先；,1.0,0.0,1.0,0.0,0.0,0.0,0.0
508,少儿人工智能教研教师,人工智能,16000.0,上海意赋教育科技有限公司,上海,3.0,本科,职位描述：1、根据客户学校需求，编写课程大纲、课程目标2、根据公司产品课程教学，编写师资培训课程体系3、完成对中小学的人工智能教学和教师的培训任务岗位需求：1、有编写信息技术的课程大纲、课程体系的经验2、熟悉人工智能/或信息技术相关知识点3、有软件背景者优先4、由人工智能背景者优先5、有教学经验者优先,0.0,0.0,0.0,0.0,0.0,0.0,0.0
