,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Fpga,Dsp,Protel,Eda
763,嵌入式软件工程师（轨道交通）,硬件开发,20833.33,北京经纬恒润科技有限公司上海分公司,上海,0.0,硕士,						岗位职责:实时系统应用方向： 1. 负责嵌入式实时系统的外设驱动开发；2. 负责嵌入式实时系统的应用开发；3. 负责嵌入式实时系统的移植和部署工作。系统方向：1. 负责嵌入式产品平台搭建和验证工作；2. 负责产品的操作系统移植、优化工作；3. 完成产品的功能结构定义、需求说明、开发设计及文档编制；4. 根据产品详细设计报告，编写符合功能和性能要求的驱动程序以及软件。驱动方向：1. 负责嵌入式系统驱动设计开发；2. 与硬件开发人员配合，进行硬件和驱动程序的联合调试；3. 参与前期方案制定、芯片选型，方案调研验证；4. 编写各类设计文档。 应用方向：1. 负责嵌入式应用软件开发和维护；2. 负责编写软件设计文档，参与需求分析和讨论；3. 负责对代码进行调试和验证，协助测试部门完成产品测试。 任职资格:实时系统应用方向：1. 硕士及以上学历，计算机、软件、电子、电气、通讯、控制、自动化等相关专业；2. 熟悉使用C/C++语言以及嵌入式软件开发流程；3. 熟悉QNX、Vxworks或Linux等嵌入式操作系统的驱动层和应用层开发。4. 熟悉PCI/PCIe/CPCI/PXI等总线规范和板卡应用；5. 具备基础的硬件知识，熟悉常见的硬件接口特性。  系统方向：1. 硕士及以上学历，或本科具有3年以上相关工作经验；2. 熟悉ARM、x86或PPC硬件架构，常用外设接口和总线；3. 具有一年以上Linux等操作系统应用及BSP开发经验；4. 了解Zynq、i.MX平台系统移植开发经验者优先；5. 具有良好的沟通表达能力，逻辑思考能力和团队协作能力；6. 工作细致认真，有耐心，有责任感。  驱动方向：1. 硕士及以上学历，或本科具有3年以上相关工作经验；2. 熟练掌握汇编、C/C++语言，有Linux，VxWorks操作系统经验者优先；3. 熟练掌握Linux驱动及内核模块编程；4. 有Zynq或i.MX芯片开发和使用经验者优先；5. 具有良好的沟通表达能力，逻辑思考能力和团队协作能力；6. 工作细致认真，有耐心，有责任感。  应用方向：1. 硕士及以上学历，或本科具有3年以上相关工作经验；2. 熟练掌握C/C++语言，具有良好的编程风格，掌握gcc、gdb、shell、make等开发工具；3. 熟悉Linux操作系统、熟悉多线程编程、熟悉TCP/IP协议、熟悉socket编程；4. 具有良好的沟通表达能力，逻辑思考能力和团队协作能力；5. 工作细致认真，有耐心，有责任感。,1.0,0.0,0.0,0.0,0.0
764,项目经理（系统集成）,硬件开发,7500.0,西安九州艾维航空科技有限公司,西安,3.0,大专,岗位职责：1、 负责配合销售与客户沟通，分析、整理客户需求；2、 负责组织公司各部门人员进行项目需求分析、确定方案；3、 负责项目过程实施和进度控制；4、负责开发过程中相关文档的收集、整理。任职资格：1、 大专及以上学历，电子、通信、计算机等相关专业；2、 1年以上项目管理及实施经验，有电子、通信类集成项目经验者优先；3、 有一定的嵌入式软件、硬件技术基础，具有一定的硬件器件选型 、原理及PCB设计等相关经验；4、 善于沟通、工作踏实、认真、有责任心；5、 熟悉键盘、显示屏和集成类的产品；6、了解一定的军品机载、车载类行业背景或工业控制类行业背景,0.0,0.0,0.0,0.0,0.0
765,硬件经理,硬件开发,15000.0,广东戈兰玛汽车系统有限公司,东莞,5.0,本科,"负责开发一些基于51单片机平台的硬件控制器，包括硬件设计和底层程序编写、调试、样件制作、产品功能检测和下线检测工具。2.负责开发一些基于8位、32位飞思卡尔单片机平台的硬件控制器，包括硬件设计和底层程序编写、调试、样件制作、产品功能检测和下线检测工具。3.根据公司项目要求，承担项目组成员，负责跟进项目的电子控制器配套应用。4.协助设计公司的其它硬件开发项目任职要求：1.熟练使用电脑办公软件和专业设计软件，如AD9,KeiIC2.有良好的数字及模拟电子电路知识，熟悉嵌入式硬件系统的原理，能独立完成一般性设计3.熟练使用51单片机进行硬件和软件的开发4.熟练使用示波器、万用表、信号发生器等电子检测仪器5.工作认真负责、设计严谨，对TS16949熟悉，能在设计、测试各环节利用TS16949管理工具6.有良好的团队精神，勤奋向上，能积极主动的承担工作任务安排。",0.0,0.0,0.0,0.0,0.0
766,变速箱控制系统开发工程师,硬件开发,18750.0,江苏汇智高端工程机械创新中心有限公司,徐州,5.0,本科,职责描述：1.负责变速箱控制系统应用层程序开发；2.负责换挡策略制定及软件功能验证；3.负责控制系统台架试验及整车参数标定。任职要求：1.硕士及以上（特别优秀者可放宽至本科）；2. 控制系统理论、车辆工程、机械电子相关专业；3.5年以上变速箱控制系统研发经验；4.熟悉控制系统软硬件开发，换挡执行机构设计，控制策略制定及优化；5.熟悉ISO26262标准，熟练使用MATLABSimulink模块与StateFlow模块，掌握HIL测试流程。,0.0,0.0,0.0,0.0,0.0
767,产品经理（硬件）,硬件开发,12500.0,成都恒高科技有限公司,成都,2.0,无,、负责调研、收集并整理用户需求和市场信息，分析用户数据，撰写竞品报告，输出市场调研文档、产品需求设计文档等相关文档； 2、负责硬件产品的全生命周期管理，包括产品定义、功能设计、项目跟进、产品上线、迭代优化等。 3、 同销售、市场、研发、供应链、第三方合作厂家多方的沟通协调，与研发项目经理和生产团队紧密合作，跟进及推动产品设计（包括外观、结构、PCB等）、产品开模、小批量试产、量产、成本控制、产品上线发布和产品更新迭代等； 3、监控多个产品项目的范围、时间、成本、质量、人员等的状态，及时发现风险，并采取措施进行控制； 5、 负责产品质量控制，解决生产、售后中所有的问题，并不断完善产品品质和体验。岗位要求 1、本科及以上学历，具备2年以上物联网行业从业经验，2年以上产品管理经验；2、对行业发展趋势敏感，熟悉智能硬件行业状况及发展方向，并能提出独特的个人见解；3、良好的沟通协调能力，抗压工作能力强； 4、熟悉智能硬件产品交互设计的相关流程，包括功能分析、用户习惯分析、原型设计、界面开发、易用性测试等； 5、能够很好的和软硬件工程师、工业设计师、UI/UX设计师、第三方公司（工厂，方案商）沟通协作，团队领导能力出众。 优先条件 1、有物联网、智能硬件产品项目开发，懂射频、数模电路、嵌入式软件硬件开发、蓝牙、WIFI、Zigbee、LoRa、NB-IOT无线通信协议等经验； 2、对模具、结构、电控、软件等相关技术有一定了解，熟悉智能硬件从无到有的完整过程。,0.0,0.0,0.0,0.0,0.0
768,技术研发岗位（应届毕业生）,硬件开发,22500.0,深圳市显控科技股份有限公司,深圳,0.0,本科,一、 招聘岗位（专业不限）1. 软件工程师:  20名      本科985高校毕业，硕士以上学历机器人方向：8人，C++方向：2人，嵌入式方向：8人 ，JAVA方向：2人。要求：C编程基础扎实，热爱软件编程，数学基础扎实，学习能力强，勤于思考总结，善于沟通交流，能承受工作压力，善于自我激励。2. 硬件工程师：3名      本科985高校毕业，硕士以上学历要求：数模电基础扎实，学习能力强，动手能力强，有编程基础，勤于思考总结，善于沟通交流，能承受工作压力，善于自我激励。3.测试工程师  5名       985高校，本科以上学历要求：C编程基础较好，数模电基础好，学习能力强，勤于思考总结，善于沟通交流，能承受工作压力，善于自我激励。4. 自动化工程师  15名      985高校，本科以上学历要求：C编程基础较好，数模电基础好，学习能力强，勤于思考总结，善于沟通交流，能承受工作压力，善于自我激励。二、 公司福利公司提供极具竞争力的薪酬，交纳五险一金，每年两次旅游，有两周以上的带薪年假。,1.0,0.0,0.0,0.0,0.0
769,嵌入式驱动开发工程师,硬件开发,20000.0,王力集团有限公司,深圳,3.0,大专,岗位职责：1、负责公司的WIFI/BLE/ZigBee等模块产品的固件设计与开发；2、参与制定公司相关技术方案任职资格：1、熟练掌握C/C++语言开发，理解操作系统原理，并有良好的编程习惯；2、熟悉ARM7andCortexM3平台，熟悉ARM体系结构，熟悉硬件驱动程序；3、精通TCP/IP，UDP协议栈、熟练掌握相关的网络编程经验；4、熟悉wifi802.11协议原理；5、具备一定的硬件分析能力，datasheet阅读能力；6、具有良好的团队合作精神，责任心强，能承受较大的工作压力；7、有智能家居网关开发经历、熟悉蓝牙、wifi、Zigbee协议优先;8、熟练掌握嵌入式linux驱动开发.9.熟悉APP开发、Android系统优化、语音识别、语音控制优化、深度学习优先；10.富有激情，同时具有良好的沟通能力，责任心强，有团队意识。,1.0,0.0,0.0,0.0,0.0
770,安卓开发工程师,硬件开发,13500.0,广州油菜花信息科技有限公司,广州,3.0,大专,"岗位职责:1、负责App产品研发，有能力独立完成模块的设计及开发；2、根据项目任务计划按时完成软件编码和单元测试工作；3、与产品经理和项目经理等相关人员沟通，保证产品的质量和开发进度；4、与硬件工程师协作，完成各种模块的配置与调试；5、持续优化相关产品的质量、性能和用户体验；6、按照公司的相关制度要求撰写软件设计文档。任职资格:1、大专以上学历，电子、通信、计算机、自动化等相关专业，3年以上安卓开发经验，有独立项目经验；2、熟悉设计模式，具有扎实的Java编程基础和良好的编程习惯；3、精通Android平台架构、原理，API及AndroidSDK；4、熟悉TCP/IP、HTTP等网络传输协议，多线程编程，SQLite数据库编程，XML/JSON等常用技术；5、精通Android应用软件的编程架构，接口的开发，底层开发，网络开发，了解网络通信机制及tcp/ip，http协议；6、较强的学习能力、强列的责任感和团队意识，善于交流、写作和分享；7、接触过NDK开发,熟练使用RX系列组件。",0.0,0.0,0.0,0.0,0.0
771,BSP工程师,硬件开发,20000.0,北京星云互联科技有限公司,上海,2.0,本科,岗位职责1、负责T-BOX硬件各芯片性能参数选型。2、参与T-BOX系统硬件架构与供应商对接3、负责各天线参数性能选型对比分析。4、参与相关零件的产品定义和开发。5、负责TBOXDVP实验相关事项任职资格：1、自动化、控制理论与控制工程、通信工程、计算机及相关专业本科以上学历；2、熟悉汽车开发流程，熟悉TBOX类产品；3、两年以上汽车电子或相关工作经验，熟悉汽车电子产品，熟悉嵌入式系统硬件开发流程；4、有通讯电子设备项目经验者优先；5、具有较强逻辑思维能力，语言的表达、沟通及项目推进能力；6、良好的英语能力，能大量阅读英文的标准、文章及资料，具有一定的英语口语沟通能力。7、熟悉T-BOX主芯片，通讯芯片，蓝牙，WIFI，GPS等芯片相关芯片性能指标8、有一定供应商资源、客户资源者优先。,0.0,0.0,0.0,0.0,0.0
772,嵌入式硬件工程师,硬件开发,13500.0,武汉慧联无限科技有限公司,深圳,3.0,大专," 负责新项目产品需求规格分析和编写技术可行性分析报告；2. 负责新项目原理图设计和物料选型、原理图评审工作；3. 负责指导EDA工程师完成PCB  layout,或独立完成PCB layout工作；4. 负责BOM制作和发布工作；提供研发样机，完成联调并输出硬件测试报告；5. 负责产品试制阶段异常问题处理，包括设计和工艺问题分析；6. 负责产品认证出现的异常问题处理；                        7.  负责批量产品BOM中EOL物料的替代和验证工作；岗位要求：1.  熟练使用EDA工具，有Cadence Allegro经验者尤佳；2.  具备研发硬件Bug分析处理能力，有独立完成过项目硬件研发及交付经验；3.  熟悉新产品导入及研发流程；熟悉电子物料设计选型；4.  有RF硬件产品的设计经验，熟悉EMC/EMI测试及整改；5.  熟练使用频谱分析仪，高频网络分析仪，示波器等硬件研发测试工具；                    6. 认真负责，做事踏实，热爱本职工作，有很好的团队精神；7. 具备XDSL、AP、Switch、Wi-Fi等通信类产品硬件开发优先。",0.0,0.0,0.0,0.0,1.0
773,FAE工程师（东莞）,硬件开发,5000.0,广州鼎悦电子科技有限公司,东莞,0.0,大专,岗位职责： 1、拓展公司业务，开拓客户群体，提升产品销售额；  2、产品说明与推广展示，为市场销售提供迅速及时的现场技术支持；  3、提供客户定制化的服务，解决客户产品应用中的一般性技术问题； 4、协调软/硬件开发、产品设计与业务推广之各项支持；  5、配合欧姆龙原厂人员，做好技术方面的对接工作 。  任职资格：  1、计算机或电子技术相关专业，大专以上学历，从事电子相关工作3年以上 ； 2、有一定英语基础，能看懂英文技术文档；  3、具有非常良好的沟通表达能力； 4、善于思考，有较好的客户服务意识与团队合作精神； 5、有较强的求知欲及对市场新产品的敏感度； 6、善于收集产品信息，能定期出具竞争产品性能对比报告； 7、年龄30岁以下，有MCU或者其他芯片FAE工作经验者适当放宽年龄限制。      （薪资构成：底薪+提成）,0.0,0.0,0.0,0.0,0.0
774,电子工程师,硬件开发,8500.0,深圳市景瑞科技有限公司,深圳,3.0,大专,、电子类专业，熟悉数字电路、模拟电路、能熟练设计电路原理图和PCB线路；2、能够熟练运用C语言和单片机汇编语言编程；3、有小家电或消费电子设计工作经验，能独立完成产品开发；4、熟悉软件技术文档的编写、具备良好的文档编制习惯和代码书写规范；5、有松瀚、合泰、义隆、飞凌等单片机编程及美容行业设计经验优先。公司购买社保，有年度奖金，公司不定期组织聚餐，旅游等团体活动，福利多多！,1.0,0.0,0.0,0.0,0.0
775,仪器技术工程师,硬件开发,7500.0,北京安洲科技有限公司,上海,1.0,本科,、产品的售前技术支持，技术资料的完善，产品演示和技术服务； 2、拓展产品的应用领域；完善各类应用方案，指导用户的运行和维护； 3、产品安装调试、培训验收，可处理一定的设备改装、部件开发及维修工作； 4、协调组织用户交流会，宣讲专业应用知识，负责一定的市场宣传工作。1、光电、精仪、地球科学、理化、农林、生物等理工类专业; 本科以上硕士优先；2、具有科研仪器仪表行业工作背景，如有1-3年相关技术工作经验的优先；3、具有设备软硬件开发技术背景，会使用ENVI、Matlab、Python等软件优先；4、有光电开发、无人机使用经验，尤其是无人机遥感工作背景的优先考虑。职能类别：										实验室负责人/工程师									,0.0,0.0,0.0,0.0,0.0
776,嵌入式硬件工程师,硬件开发,9000.0,上海博取仪器有限公司,上海,1.0,大专,职位描述：1、负责原理图设计、PCB Layout设计；2、负责单片机(MCU) C代码编程开发；3、负责嵌入式linux/android系统驱动、系统定制开发；4、参与技术文档编制和归档。岗位要求：1、一年及以上相关工作经验（学校有设计获得奖项的，无工作经验者也可放宽，单位培养）2、会使用PCB相关设计软件，包括原理图设计、器件选型、结构设计、PCB绘制等3、模拟电路、数字电路、MCU控制电路等设计能力。4、会C语言编程优先。,1.0,0.0,0.0,0.0,0.0
777,FPGA工程师(双休，福利好）,硬件开发,17500.0,广州开信通讯系统有限公司,广州,5.0,本科,职位描述：（1）负责中射频算法仿真以及PGA实现（2）FPGA实现的结构化和模块化设计，上板调试、整机验证任职资格（1）本科或以上学历（2）通信、电子、计算机、自动化及相关专业专业技能（1）掌握Verilog HDL或VHDL语言，掌握Verilog HDL语言者优先（2）掌握并能熟练运用Modelsim、Synplify、Xilinx ISE或Altera QuartusⅡ等EDA软件（3）熟悉CPRI/IR、DDC、DUC、CFR、DPD等相关知识（4）熟练掌握数字信号处理算法理论知识，并能够运用Matlab等辅助仿真软件经验要求（1）一年以上FPGA开发经验（应界生也可考虑）（2）从事过CPRI/IR、DPD算法开发者优先（3）优秀者，薪酬面议1、五天八小时工作制（制造中心、质量、生产中心大小周）2、科学城新工业园区，宽敞、安静、舒适的办公环境；2、享受国家规定的节假日（如：国庆、五一、春节等带薪年假）；3、骨干员工享受公司股权激励；4、工作日及周末加班享受午餐补贴；5、转正员工统一购买社会保险（养老、生育、失业、工伤、医疗）；6、工业园区内设有饭堂，公司并提供微波炉、冰箱等给员工使用；7、开门利是、节日礼品、生日会、员工旅游等丰富多彩的员工福利活动。,0.0,1.0,0.0,0.0,1.0
778,嵌入式硬件工程师,硬件开发,8500.0,湖北英特搏智能机器有限公司,武汉,0.0,本科,岗位职责：负责嵌入式控制系统电路原理设计、PCB设计及电子元器件的选型；负责硬件测试及可靠性测试；负责单板转产与维护；负责电路板焊接，调试，测试，维护和管理；整理技术文献编写相关文档；联系供应商，对接技术支持。任职要求： 电子工程、自动化、通信、测控等相关专业本科或者硕士，有电子竞赛获奖经历者优先；有嵌入式ARM平台（ARM cotex-M，TI DSP系列）硬件实际开发经验，了解嵌入式系统硬件架构，熟悉常用的外围器件，能够独立进行嵌入式平台的硬件设计及调试；应用MATLAB，LabView或其他同类软件对电机驱动系统进行验证测试、使用测功台架能对电机稳态、动态性能进行调试；具备设计、开发测试传感器调理电路，电力电子电路及功能产品，以及处理相关问题的能力；具备加速度计、陀螺仪、力反馈传感器应用、有模拟电路设计经验者优先，能够处理硬件稳定性，串扰，降噪等问题；具备较强的团队协作能力、沟通能力、责任意识及上进心，具有较为开放的思维；具备良好的学习能力，能够承受较大压力，有创业精神，能独立思考,0.0,0.0,1.0,0.0,0.0
779,初级硬件工程师,硬件开发,7000.0,齐丰科技股份有限公司,南京,1.0,本科,岗位职责：1、负责产品的硬件方案设计；2、负责产品原理图、PCB绘制、产品固件程序编写；3、负责编写、完善与产品硬件开发相关的文档；4、指导或配合产品的硬件生产、测试。职位要求：1、电子、计算机、通讯类等相关专业本科学历，有工作经验者优先；2、具备C/C++、汇编编程语言和电路基础，熟悉51，STM等常用单片机以及其开发环境，熟悉数字电路、模拟电路设计；3、具备良好的沟通和表达能力、学习和适应能力、分析和处理问题的能力；4、有全国各类电子大赛经验优先，具有独立单片机项目开发者优先；如有作品请带作品的相关说明前来面试。,1.0,0.0,0.0,0.0,0.0
780,电子工程师--双休提供吃住,硬件开发,11500.0,深圳市麦普克斯机电设备有限公司,深圳,3.0,大专,岗位职责：1、会PCB layout软件，能对PCB进行优化修改2、负责产品电子部分相关文档（如BOM、PCB生产文件等）的拟制及评审；3、指导产品试产和小批量生产，总结电子部分问题点进行分析及提出解决方案；4、协助产品的生产导入，准备工厂生产需要的相关技术性文档以及测试方案；5、.根据公司技术文档规范编写电子部分相应的技术文档；6、负责产品量产后的改善跟进以及产品售后硬件技术性问题的分析、解决等任职要求 ：1、学历不限、工科类相关专业，能看懂电路图；2、性格开朗、责任心强、具备较强的沟通能力和良好的团队协作精神；3、有轨道交通行业工作经验和背景者优先4、要求稳定性好，朝三暮四者请勿扰。福利待遇：1、完善的五险一金制度+额外商业保险一份；2、五天工作制，08：30-12：00 13：30-18：00；3、带薪年假、春节长假、婚假、产假及其它国家规定的假期；4、话费补贴、高温补贴、定期体检、节日福利、公司旅游等，每月定期发放劳保福利；5、不定期举办体育、休闲、文化、娱乐、年度晚会和相关旅游活动；6、健全的培训体系，不定期对员工进行产品、技术、管理等再教育增值培训；7、可提供午餐和住宿（宿舍有热水器、空调、洗衣机）。乘车路线：最近公交站台：鹏程变电站最近地铁站台：龙华线—龙华地铁站下车到龙华国税下车转公交车,0.0,0.0,0.0,0.0,0.0
781,电子技术研发工程师,硬件开发,12000.0,深圳市健科电子有限公司,深圳,1.0,本科,，本科以上学历，电子、信息工程或相关专业毕业。2，精通模拟及数字电路，具有扎实的电子基础知识，有一年以上硬件开发、或硬件工程师职位工作经验，优秀应届毕业生亦可。3，熟练操作protel/Altium/PADS等任意一款软件。4，热爱电子行业，思维敏捷，有较强的动手能力和学习能力。5，工作能刻苦钻研，有较强的责任心、敬业精神。沟通能力强，有迅速接受新事物的能力，有良好的团队合作精神和进取心，能够承受较强的工作压力。工作描述：1、根据客户要求，设计产品方案。2、根据产品方案，设计详细的原理图和PCB图。3、负责编制在转产及样品阶段必要的技术支持和指导文件。4、负责产品问题的解决、性能的改进、质量的提高。5、为客户解决问题，提供技术支持。福利待遇：1、公司实行大小周工作制，带薪年休假。2、公司提供住宿，自宿则享住房补贴。3、公司设年终奖，节日福利，生日红包等他相关福利补贴。4、公平公正完善的晋升通道。,0.0,0.0,0.0,1.0,0.0
782,生产工程师,硬件开发,6750.0,深圳市先亚生物科技有限公司,深圳,2.0,本科,岗位职责：a、根据产品的性能要求、质量标准以及设计报告，进行产品相关硬件的设计以及开发工作；b. 负责编制硬件设计和开发的技术文档和用户使用手册；c、能独立调试和维修单板；d、做好产品的管理和维护工作，负责设备的保养和维修；e、负责协助元件或者材料的质量鉴定，帮助采购部门订购质量符合标准的原料。任职要求：1、电子、自动化、电气、通信相关专业本科以上学历（优秀的大专应届毕业亦可）；2、具备硬件工程师专业知识，例如数字电路、模拟电路；3、精通硬件开发技能，掌握专业的开发知识以及开发技能，熟悉设计开发的业务流程者优先录用；4、具备一定的英文阅读能力，能阅读英文测试材料；5、懂得测试知识，具有团队合作精神，服从安排，工作认真负责。,1.0,0.0,0.0,0.0,0.0
783,电子工程师,硬件开发,5250.0,福建澳泰自动化设备有限公司,福州,1.0,本科,岗位职责：负责工控产品软硬件开发，功能测试，物联网调试等。任职要求：1.22-35岁，本科以上学历，工业自动化控制、电子信息工程、电子应用技术等相关专业。2.有一定的软硬件技术基础，有单片机应用代码编写经验。3.熟练掌握数字电路与模拟电路设计，掌握“C”语言编程，单片机设计及软硬件设计等。4.有长期在福州工作的意愿，具一年以上相关工作经验者优先。工作时间：一周五天班，一天8小时。福利待遇：免费工作午餐；节假日；公司专属放假；加班费；节日费；生日福利；定期体检；定期旅游；工作服；全空调办公环境；五险，特别岗位增加商业险，高温费；年度颁奖，年末晚宴抽奖活动。组织各种娱乐趣味活动并设有奖金。工作地址：马尾区江滨东大道96号,1.0,0.0,0.0,0.0,0.0
784,高级硬件工程师,硬件开发,12500.0,杭州恒领科技有限公司,杭州,2.0,本科,负责产品硬件原理图设计，PCB版图设计；2.负责硬件单板功能测试和嵌入式固件程序编写、调试工作。3.对设计的产品进行各种硬件指标的测试；4.遵循研发流程撰写设计文档，确保文档的完整性、及时性和准确；5.负责BSP驱动编程及配合测试驱动稳健性；6.协助硬件方面的客诉问题处理解决问题；7.根据流程及时提交评审申请，参与相关的评审，完成评审报告或记录。任职要求:1.通信、电子及相关专业，本科以上学历，三年以上工作经验；2.熟悉NXPCortex-M3/M4内核、Cortex-A、iMAX内核；3.对UART、SPI、CAN、I2C、USB等通信协议有一定认识；5.熟悉EMI及EMC，具有相关的EMC或静电整改经验；6.能独立完成硬件产品的系统原理设计，调试，阅读英文器件资料；7.从事电子类行业硬件产品开发1年以上工作经验，有汽车电子从业经验者优先；8.思维清晰敏捷，逻辑分析能力强；良好的语言表达能力，具备极强的团队精神和合作精神，能够在一定压力下工作。,1.0,0.0,0.0,0.0,0.0
785,助理工程师,硬件开发,5500.0,广州敏视数码科技有限公司,广州,0.0,大专,岗位职责：1、配合研发工程师分析调试机器，部署产线测试2、负责及时将产品维修中的不良信息反馈到维修拉长；3、协助研发分析处理产线异常；4、完成上级交办的其他任务。岗位要求：1、大专及以上学历，电子技术或相关专业；2、基本电子知识，对生产、工艺流程熟悉，能解决新产品一些常规问题；3、具有成本与效率意识，简化与标准化意识；4、具备一定的电子电路分析能力，熟练使用万用表、示波器等仪器。,0.0,0.0,0.0,0.0,0.0
786,电子工程师,硬件开发,7500.0,株洲太昌电子信息技术股份有限公司,株洲,2.0,本科,负责电子产品的硬件开发、升级及维护相关工作。技能要求：1、具备扎实的电子电路理论功底；2、熟悉硬件电路开发流程，具有较强的动手能力；3、熟悉51或ARM系列单片机应用及设计；4、熟悉PROTEL99/DXP/AD/PADS/Cadence等电路设计软件；5、熟悉C、汇编等编程语言，熟悉keil、wave、ADS等编程软件；,1.0,0.0,0.0,1.0,0.0
787,硬件工程师（高级）,硬件开发,13500.0,南京万形电气有限公司,南京,5.0,本科,岗位职责： 1、熟悉电力行业技术规范，能够根据规范要求设计产品； 2、负责完成产品原理图、PCB设计，对产品原理进行必要的验证； 3、 负责样机的硬件调试和系统联调，对出现的问题进行分析、汇总并提出解决方案； 4、 解决样机的性能测试中（环境、EMC）出现的问题； 5、 编写产品技术文档，包括设计报告、原理图、PCB、BOM表、调试说明等。 任职要求： 1、电子、通讯及相关专业本科及以上学历，熟悉并了解电子产品设计过程，具备相关工作经验五年以上； 2、熟练使用EDA设计软件，了解PCB工艺，熟悉各类电子元器件的性能和注意事项； 3、熟悉嵌入式软件开发流程，了解硬件驱动，熟悉产品的硬件调试； 4、从事过产品性能试验包括：温湿、机械、EMC等，对实验中出现的问题，能够提出解决方案； 5、能够阅读原版的芯片手册，理解其主要内容。,0.0,0.0,0.0,0.0,1.0
788,嵌入式硬件工程师,硬件开发,14000.0,上海威柯泰工业控制技术有限公司,上海,2.0,本科,、 新产品硬件研发，根据产品需求，编写产品的详细设计文档；设计原理图和PCB图；2，负责 产品PCB的Layout及旧机种的PCB优化3、 样机验证， 完成硬件调试和测试，解决测试过程中发现的问题，提交测试生产文档；4、 技术支持，为产品生产、维护、售后提供技术支持；5、 新技术跟踪，了解行业相关新兴技术，实验验证分析该技术在公司产品中的应用方案；6、 参与技术评审及其它研发相关工作.任职要求：1. 本科以上学历，电子技术相关专业毕业，理论基础扎实，动手能力强；2. 熟悉常用MCU及外围应用电路，可独立设计产品原理图，熟练掌握硬件开发工具(如AD、Candance等)；3. 有工作热情、对硬件研发有强烈兴趣，有一定开发创新能力；4. 勇于担当，乐于分享，善于沟通，团队意识强，有一定开发创新能力；,0.0,0.0,0.0,0.0,0.0
789,嵌入式开发工程师,硬件开发,17500.0,上海测振自动化仪器有限公司,上海,5.0,本科,职位描述：工作职责：（28-32周岁）1，运算放大信号调理，单片机应用、通信总线方面知识和经验。、模拟电路设计：积分、滤波、放大、AD采样等等；2、特定算法的软硬件结合设计4，精通模拟电路，熟悉数字电路软件编程。5，对分析和解决技术问题具备技巧和经验。6，熟悉垫子元器件应用。精通C/C++编程在单片机/dsp等芯片程序和计算机软件、CAD制图、ARM、Cortex、应用处理器、DSP、FPGA、CPLD、无线模块（lora、WIFI、BT、3G等）待遇薪酬：年薪+股权激励职能类别：										电子技术研发工程师																			嵌入式硬件开发(主板机…)									关键字：电子技术研发工程师电子应用电子嵌入式研发,1.0,1.0,1.0,0.0,0.0
790,电路硬件工程师,硬件开发,7500.0,青岛顺昕电子科技有限公司,青岛,5.0,大专,职位描述：1、参与项目的技术沟通，可行性分析；2、负责产品硬件开发方案的制定与修改，评估产品硬件开发的技术风险，负责BOM编写整理；3、负责重要项目硬件设计，包括总体方案、详细设计方案、原理图设计、样机调试等；4、负责分析解决项目中与硬件相关的技术问题，按时完成项目开发计划，保证项目质量。任职要求：1、熟练使用相关EDA软件（如Cadence/Orcad/Altium  Designer等）进行相关电路原理图、PCB  layout设计；2.、熟悉产品EMC设计、安规设计、及可靠性设计等； 3、工作认真负责，严谨细致，有良好的团队精神和沟通能力。,0.0,0.0,0.0,0.0,1.0
791,助理硬件工程师,硬件开发,6000.0,上海聚奂信息科技有限公司,上海,0.0,大专,"工作职责：1. 熟悉射频开关类特性，必要时协同销售人员做现场支持2. 协助装配公司各类的通信类产品，并能完成测试工作3. 能根据不同IC特性，自主搭建测试平台，完成从PCB到软硬件调试等整套流程4. 熟悉公司自主研发的软件测试平台，能在测试中提出改良建议职位要求：1. 大专及其以上学历, 电子、通信，机械，计算机相关专业2. 熟悉原理图，PCB，CAD等常用设计工具3. 有一定电路焊接，装配能力4. 有一定测试，调试软件编写能力，语言不限5. 能适应短期出差",0.0,0.0,0.0,0.0,0.0
792,电子技术员/工程师,硬件开发,17500.0,上海索迪龙自动化有限公司,上海,1.0,本科,"应届生提供住宿：标准小区2室1厅套房（最多住4人），空调，热水器，洗衣机，冰箱，厨房等配套齐全岗位职责：1、负责按照市场需求进行产品设计及老产品升级改进。2、和技术部其他同事相互配合完成设计/制样工作。3、进行样品解剖和研究，绘制相关图纸。4、负责进行产品开发相关的各种实验，填写实验报告。5、配合市场业务部门做好产品的售后技术服务和支持工作。6、配合主管完成临时交办的各项任务。任职资格：1、了解接近传感器产品的工艺和技术方法2、精通数、模电路，擅长电路分析和设计有较强的动手能力、操作能力3、熟悉传感器产品结构、性能、原理、应用方法4、熟练运用设计软件（如PROTEL99, 或Altium designer 6.0等），掌握电气电路设计方法和布线规则，以及对EMC电磁兼容性有一定的认知或应用能力5、有单片机的软件、硬件开发经验；6、电气、电子、自动化等相关专业本科以上学历，有同行工作经验可放宽大专学历。备注：1、工作时间：8:15-17:002、工作地点：浦东新区南汇工业园区汇成路1053号3、福利待遇：五险一金，工作餐，绩效奖金，定期体检，员工生日会等等。",0.0,0.0,0.0,1.0,0.0
