,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Excel,Cad,Pmp,Word,Ppt
650,通信工程项目管理人员,项目管理,7500.0,山东省邮电规划设计院有限公司,西宁,1.0,本科,能独立完成通信专业（线路、传输、无线）的设计文本、图纸和预算编制等设计工作；负责通信工程施工的管理工作；负责与用户、分包单位的沟通协调工作；负责现场施工管理，对人员，车辆，设备进行合理调配；负责组织工程竣工验收以及工程资料的整理，归档，配合项目结算审计工作；                         6.完成公司安排的其他工作。岗位要求专科及以上学历，计算机、通信等相关专业，1年及以上通信工程设计或项目管理工作经验，持有专业证书人员优先。能熟练运用OFFICE、PPT、CAD等专业软件；有带领工程项目团队的经验，有施工管理经验和现场协调、调动能力。具备良好的团队精神，沟通、学习及应变能力；工作责任心强、适应省内出差，能承受较大工作压力，具有较强的执行力；                     5.有驾驶证、本地人员优先。,0.0,1.0,0.0,0.0,1.0
651,工程项目管理员,项目管理,7000.0,上海德旭建设发展有限公司,上海,0.0,无,职位描述：1、精通高级室内装饰工程的施工现场管理；2、熟悉与业主相关部门及各施工方的协调处理及进度、质量、安全、经费保障，及时处理解决施工中出现的问题，并承担工程项目管理责任；3、对工程管理、质量、施工工艺、进度、安全等有较强的掌控经验；4、熟悉建筑装饰材料的性能、价格及施工工艺要求，熟悉行业规范、政策法规等；5、负责组织实施质量计划和施工组织计划，包括施工进度及施工方案，按公司要求上报报表资料，严格管理，确保工程进度计划的实现；6、负责所建项目的骏工验收、质量评定、工程决算等，做好各项资料和工程技术档案的整理工作，接受公司及第三方审计；任职要求：1、中专或以上学历，工程建筑及相关专业；2、5年以上高级室内装饰工程现场施工经验；4、能进行现场施工及与设计、监理、业主方各方的协调；5、工作责任心强、一定具有团队合作精神；6、具有国家建造师证书、工程师证书优先，适应外地出差，常驻现场；7、遵守企业管理流程规范，服从工作安排，善于团队协作；8、工作作风严谨敬业、客观周全、细致踏实、学习能力强、安全意识强、责任心强；,0.0,0.0,0.0,0.0,0.0
652,轨道交通通信项目管理总工,项目管理,12500.0,深圳市中兴系统集成技术有限公司,厦门,0.0,本科,根据项目总体计划，完成所负责的日常管理工作按计划实施；协助组织、完成项目各阶段的工作（设计联络、工厂试验、设备监造、接口试验、运输到货、基础施工、安装督导、完工测试及预验收、试运行及初验、最终验收）； 2.编制项目的各种技术文件； 3.合同执行管理，项目里程碑跟踪； 4.协调解决项目执行中出现的各种问题。 任职要求： 1.本科及以上学历，通讯、计算机、电子、信息自动化等相关专业； 2.参加过项目管理方面的培训课程，具备项目管理的理论知识，具备一定的项目管理工具的使用能力； 3.具备团队合作、沟通协调、持续改善能力、工作责任心、压力承受能力，能适应出差； 4.具备策划能力、学习能力、指导能力、一定的组织领导能力，分析、判断和独立解决问题的能力； 5.具有铁路、城市轨道交通行业类似工作经验者、有驾照者优先。,0.0,0.0,0.0,0.0,0.0
653,外贸项目管理,项目管理,5750.0,宁波瑞晖进出口有限公司,宁波,2.0,大专,岗位职责：1、大专及以上学历，机械相关专业，基本了解外贸工作流程；2、2年以上项目管理工作经验，了解项目流程，熟悉项目跟踪和项目管控过程3、擅长项目跟踪和项目协调能够协助管控项目。；4、较强的人际沟通能力和综合管理能力；5、工作积极主动、上进心强；6、熟悉使用办公软件，熟悉CAD软件；职务要求：1、负责项目跟踪；2、协助项目流程制作；3、协助对外项目协调。,0.0,1.0,0.0,0.0,0.0
654,项目管理岗,项目管理,5250.0,陕西力邦电力石化工程设备有限公司,西安,3.0,本科,职位描述：(工作原则性强、文字组织能力强、有管理工作经验阅历的优先）1、组织召开晨会及周例会。2、检查监督属下工作内容（包含市场调查、客户追踪、工作总结等）3、 严格遵守公司各项规章制度，处处起到表率作用。4、加强沟通，了解属下思想动态。5、人员的招募、选择、培训、调配。6、财务管理、防止呆帐坏帐对策、帐款回收。7、员工管理的及时汇总、汇报并提出合理建议。任职要求：1、大学本科及以上学历，经济管理等相关专业。2、5年以上企业市场管理工作经验。3、较强的市场分析能力，丰富成本控管经验。4、良好的人际沟通、谈判能力，分析和解决问题的能力。5、工作严谨，坦诚正直，工作计划性强具有战略前瞻性思,0.0,0.0,0.0,0.0,0.0
655,项目管理工程师,项目管理,6500.0,芜湖恒祥实业有限公司,芜湖,3.0,大专,⑴实施市场调研和分析及销售可行性评审⑵组织新项目的报价，实施报价评审⑶组织新项目的立项并报批⑷提名后组织成立项目小组，实施项目管理⑸跟踪项目里程碑进度及项目目标达成结果⑹项目过程中与客户的沟通、协调和联络,0.0,0.0,0.0,0.0,0.0
656,项目管理,项目管理,6000.0,上海喔噻互联网科技有限公司,上海,1.0,本科,我们需要你：1、配合大客户销售完成项目的具体落地对接；2、跟进项目流程和进展，和客户保持良好的合作关系，协助大客户销售完成项目维护3、根据项目需要，拜访客户，和客户面对面开会，在大客户销售时间冲突时代替大客户完成一些项目的现场沟通4、完成简单项目的支持工作；5、其他领导交办的任务。我们希望你是1、大学本科以上学历，2年以上大客户客执行AE工作经验；2、具备良好的计划、组织和统筹协调能力，有相关项目管理经验者尤佳；3、沟通表达能力强，能够引导、挖掘客户需求点；4、熟练运用办公软件；5、工作积极主动，具备团队意识，具有高度的责任心，能承受较强的工作压力。,0.0,0.0,0.0,0.0,0.0
657,车联网项目管理,项目管理,17500.0,广东银通汇投资有限公司,上海,3.0,本科,工作职责：云端网络平台，物联网构建项目：（1）依据现有开发计划，对开发日程，团队进行管理，运用相关专业知识及工作经验，对项目推进中的问题进行分析，提前预见可能的风险，并报告说明，协调开发团队对策改善。 （2）作为项目推进的主体 进行前期市场调查，商品分析立案，制定开发进程表。 （3）对已构建的商品进行改善立案，协调开发团队按计划推进岗位要求：◇日语或英语可业务交流；◇相关行业连续工作经验3-5年以上◇具备一定协调能力，能顺利推进项目落实；◇熟悉掌握网络，物联网开发的软件工具；◇正直开朗，有干劲，热情，认真，专注，团队协作意识强 （热爱体育运动，乐于挑战，抗压能力强）◇理工科专业，通讯，电子技术，车辆工程专业优先福利待遇：市场竞争力薪资待遇，五险一金、各类补贴、年度奖金、年度体检、商业保险 、研修制度等,0.0,0.0,0.0,0.0,0.0
658,项目管理工程师,项目管理,3750.0,敬鹏(常熟)电子有限公司,常熟,0.0,大专,.客户到厂稽核前准备，稽核过程应对与后续跟催确认缺失改善状况2.客诉处理及矫正预防措施提供3.客户端质量信息统计分析与回馈厂内改善4.主管交办之其他事项理工科类，英语优秀者优先,0.0,0.0,0.0,0.0,0.0
659,项目管理工程师,项目管理,11000.0,无锡先导智能装备股份有限公司,无锡,0.0,本科,"、根据公司总体战略规划协助PMO主管制定详细的项目管理规范，确保项目顺利实施；2、负责项目管理工作，包括项目启动、计划和控制等各阶段工作；3、根据产品的需要启动项目，制定项目计划和时间表；4、对在项目管理规范实施过程中发现的问题及时调整；5、项目过程数据收集，整理及分析；6、组织协调项目过程中发生的问题，提出改进建议与指导方案；7、针对项目服务质量向客户进行回访，对回访发现的问题，进行收集、整理及反馈给项目主管及相关部门。任职要求：1、一本及以上学历，信息管理、软件工程、以及计算机软件相关专业,3年以上相关工作经验;2、熟练掌握软件项目管理知识体系，有一定的客户管理经验；3、熟悉软件开发生命周期，能熟练运用项目管理相关知识开展项目管理工作；4、具备优秀的沟通协调能力，良好的数据分析及报告能力（包括PPT、EXCEL能力）；5、目标导向，工作积极主动，有进取心，富于创造性；6、有责任心，工作认真、尽责；对安排的工作能积极执行和落实；7、有PMP或信息系统项目管理师资格证优先考虑。",1.0,0.0,1.0,0.0,1.0
660,项目管理工程师,项目管理,5250.0,樱花卫厨（中国）股份有限公司,昆山,1.0,中专,工作内容：1.橱柜安装工程项目进度管理。2.制定项目进度表，并根据项目情况进行调整。3.施工各阶段验收和现场整改，对现场安装质量和安装进度负责。4.大货工地测量.5.整理外包请款。职务要求：1.性别：男2.学历：中专以上。3.有整体厨房安装及整体厨房工程安装施工管理经验者。4.针对批量进场能合理制定安装计划，及执行计划。5.具有良好沟通能力，执行力。6.有团队合作精神,0.0,0.0,0.0,0.0,0.0
661,IT项目管理岗,项目管理,40000.0,兴业消费金融股份公司,上海,3.0,硕士,【职位描述】：    负责IT项目、软件维护需求研发过程管理，进行质量监督、风险管控、外包管理；负责IT软件项目开发过程优化改进、管理工具平台建设及相关技能培训。【任职要求】：   211或985全日制硕士及以上以上学历、年龄35周岁以下，4年以上金融科技项目研发管理工作经历的社会人士，海外留学归国人员应有国家教育部颁发的国外学历学位认证证书，具备国家软考信息系统项目管理师认证或PMP资质；  计算机科学与技术、软件工程、通信工程、信息安全、自动化、数学等计算机相关专业；  身心健康、工作踏实、责任心强，能吃苦耐劳，有一定抗压能力和风险意识，具备良好的职业道德操守和团队协作精神；  精通软件研发全生命周期管理，熟悉瀑布、敏捷等研发模式，擅于制定合理的软件质量管理办法，并定制融入禅道等主流过程管理工具平台，有效管控研发过程及交付质量；    技术功底扎实，具备良好的应用架构设计能力，熟悉J2EE、分布式应用、数据库、中间件等技术，熟悉SVN、git等配置管理工具。,0.0,0.0,1.0,0.0,0.0
662,成都市某大型国企——水生态项目管理员,项目管理,7500.0,成都天府新区人力资源开发服务有限公司,成都,3.0,本科,工作职责:1、负责审核、监督管护单位的巡查制度、管护制度，针对管护单位调查内容进行考核评分；                                                     2、负责项目概预算的审核，合同管理，计量支付的审核，安全管理和质量管理等工作；                                                          3、负责审核管护单位的管护方案。审核管护单位上报的各类计划、报表，检查管护单位的工作完成情况，编制和汇报月度计划执行情况报告，并按上级要求及时汇报；4、对管护项目进行定期检查和特殊检查工作，发现重大问题要及时向项目经理汇报，并负责督促管护单位及时整改；5、处理各类来电、来信、来访的投诉案件，并将相关处理情况上报项目经理，及时回复投诉人，并形成书面记录；6、完成领导交办的其他工作。任职资格:1、本科以上学历，具有两年以上市政工程、水环境管理的相关工作经验；2、较强的现场施工组织能力、沟通、协调能力及管理能力；3、有较强的责任心及团队合作意识。,0.0,0.0,0.0,0.0,0.0
663,工程项目管理,项目管理,8000.0,上海美好家实业有限公司宁波分公司,宁波,2.0,大专,岗位职责：1、负责组织安排各施工单位进场，审核施工组织安排及施工单位施工范围；2、负责监督样板房、大区施工单位日常施工进度和质量的监督；3、负责协调施工单位与监理公司之间的关系；4、负责解决现场工程的施工问题，并向项目设计组反应现场存在的设计问题，协助项目设计组提出设计问题解决方案。任职要求：1、全日制大专及以上学历，土建类、工程管理类相关专业，优秀应届毕业生亦可考虑；2、有1年以上室内精装修项目管理经验；3、对现场实施、管理、协调、工艺标准、安全、设备、机电、室内装饰等较熟练。4、有责任心和敬业的工作态度，不怕吃苦善于沟通,0.0,0.0,0.0,0.0,0.0
664,项目管理工程师,项目管理,12500.0,中农矿产资源勘探有限公司,北京,8.0,本科,、从事矿山、化工工程项目管理工作8年以上（条件优秀者可适当放宽）；2、熟悉工程项目建设流程、管理要求，具有项目实施策划、综合管理能力；3、具有较强的组织协调及沟通能力、写作能力；4、具有较强的学习能力、创新能力；5、至少具有造价师、建造师、监理工程师等资质资格证书中的一种；6、可接受出差。任职要求：1、大学及本科以上学历；采矿/选矿/冶炼、工民建、工程管理等相关专业。2、8年以上工作经验，5年以上国际工程管理相关工作经验，1个以上国际工程承包项目经理工作经验。3、熟悉国际工程成本、现场、安全、质量、采购、商务、进度等相关工程项目专业知识；了解有色金属、煤炭领域专业知识；了解国际工程业务模式、管理流程和相关制度。4、熟练运用英语开展工作。5、爱岗敬业、诚实守信、为人正直。 ,0.0,0.0,0.0,0.0,0.0
665,项目经理/工程项目管理（急）,项目管理,10416.67,江苏麦普机电工程有限公司,昆山,3.0,大专,岗位职责：1、负责工程项目的进度、质量、费用、安全管理工作2、负责召开项目部的项目会议，布置和检查施工作业计划3、协调项目内人员工作，合理调配人员、机具，提供施工条件，完成各项目经济技术指标4、督促检查现场施工人员做好施工过程中的原始记录，配合甲方及监理进行资料管理5、负责同公司各支持部门的协调，负责同业主及监理的协调工作6、负责组织项目现场全体人员的安全、质量和技术培训7、有消防项目施工工作经验，主导大型消防工地的执行。岗位要求：1 、大专及以上学历，机电安装相关专业2 、三年以上机电安装工程行业、管理经验 ，具有资质证书者优先考虑， 熟悉机电工程施工流程3 、具有良好的协调沟通和管理能力、能独立负责施工现场的全方位管理4 、熟练运用CAD、办公软件5 、机电二级建造师执业证书，助理工程师以上职称，C1驾驶执照,0.0,1.0,0.0,0.0,0.0
666,金融项目管理（中级）,项目管理,9000.0,人立方智能科技有限公司,苏州,2.0,本科,						1、   服务于地产/汽车/快消/金融/互联网领域的知名客户，对接甲方HR决策人，详细了解和分析职位招聘需求和行业趋势；2、   跟甲方HR深入沟通、分析客户公司的招聘需求，并撰写专业的职位分析报告给到猎头做单；3、   通过和平台上猎头进行沟通后，再结合人工智能团队进行第二次审核;4、   审核后将合格匹配的简历给到甲方HR，促成高匹配度的候选人能够出offer;5、   协助KA负责人进行客户关系维护，帮助猎企优化流程，提升整体效能;6、   与猎企保持良好的合作与沟通，建立充分的信任关系，长期合作;7、   负责所负责公司/岗位招聘全流程的把控，包含但不限于人选面试安排，面试辅导，结果跟进，offer洽谈等。 任职要求：1、   全日制本科或以上学历，工作背景优秀者可拓宽至全日制大专学历。2、   2年以上工作经验，其中1年以上金融行业招聘/猎头相关工作经历。3、   对人力资源/招聘/猎头相关工作有良好的认知水平和从业基础，有志于进一步投身相关工作中。4、   有良好的沟通能力和学习能力，具备良好的运营逻辑和分析能力，善于解决问题。5、   性格坚韧、严于律己、结果导向。,0.0,0.0,0.0,0.0,0.0
667,工程项目管理,项目管理,3750.0,云南优鼎信息技术有限公司,昆明,0.0,大专,一、岗位职责1、负责工程现场组织协调，配合完成公司设施设备及软硬件的安装调试工作；2、配合工程验收及资料的收集整理；3、配合工程产品售后维护及技术指导工作；4、协助工程项目中各专业间的交叉作业，处理实施一般性技术问题；5、完成项目负责人交办的工作任务；二、能力要求：1、强学习力，努力学习相关技术，不断提高业务能力水平；2、良好的团队精神和沟通能力，服从领导安排；3、责任心强，积极性、主动性强；4、能吃苦耐劳，服从公司出差安排调度；5、接受应届毕业生；,0.0,0.0,0.0,0.0,0.0
668,项目管理岗,项目管理,20000.0,浙江钱江摩托股份有限公司,台州,0.0,本科,岗位职责：1.负责项目管理进度跟踪，管理项目进展情况和项目质量，控制项目成本；2.负责与客户达成互助模式，出现问题及时沟通协调，确保项目进展有序；3.负责根据项目进度制定项目计划，定期召开项目会议，与各关联部门沟通，了解项目进度，商讨项目问题解决方案并跟踪方案实施情况；4.负责项目内各类质量事故的分析及处理工作。岗位要求：1、机械及其相关专业，本科学历；2、5年以上机械设计工作经验；3、熟悉摩托车或汽车行业项目管理；4、思路清晰，具备良好的沟通能力和抗压能力；,0.0,0.0,0.0,0.0,0.0
669,工程管理或土木工程（项目管理方向）,项目管理,11500.0,广东省建筑设计研究院,广州,0.0,无,对建设工程项目前期策划及工程咨询工作感兴趣，了解项目策划报告、产业规划研究、项目建议书、可行性研究报告及其他前期咨询服务的工作内容和要求，知识全面，学习能力强，文字能力强，熟练掌握Office办公软件，有一定的CAD基础，对建设工程相关定义具有一定了解，具备较强沟通、协调能力和团队合作精神。（二）任职条件1.本科及以上学历，具有注册咨询工程师资格证书的优先考虑；2.应届毕业生或社会人士均可；3.责任心强，爱岗敬业，具有较强的沟通能力及团队合作精神；4.掌握Office办公软件，对建设工程相关知识有一定的了解； 5.年龄在35周岁以下（含35岁）。,0.0,1.0,0.0,0.0,0.0
670,项目管理主管/安全管理主管,项目管理,6500.0,昕扬建筑劳务有限公司,杭州,0.0,无,、负责劳务人员安全管理制度的建设、培训及现场安全管理；2、负责或监督劳务人员进出场及用工管理；3、参与调解、处理劳务纠纷和工伤事故。职位资格：1、熟悉法规政策、具有工程管理、劳动力管理的专业知识；2、有一年以上项目部劳务管理工作经验或建筑施工现场经验者优先；3、能吃苦耐劳，可接受出差。4、做事有责任心，有良好的自律能力、沟通协调能力。福利待遇：1、工作时间：8:30-12:00 13:00-17：30，周末双休2、社保+节假日福利+带薪年休假+婚假+产假+生日福利；3、公司为员工提供各类免费的专业培训，帮助员工成长；4、公司为每位员工做职业发展规划，为每个员工搭建良好的工作平台。5、享受公司的年度分红。,0.0,0.0,0.0,0.0,0.0
671,工程项目管理,项目管理,5250.0,四川康年工程项目管理有限公司,成都,0.0,大专,"协助办理土地征用、规划许可等相关手续。2.项目建设书、可行报告、勘察设计成果等资料的送审批复；3.项目过程中各种手续办理及项目报建；4.能承担代理业主的职责，做好项目的整体控制；5.制定项目代建管理规则、实施细则、运行程序；6.协助各承建方、政府或外来资源的关系；7.项目工程施工过程中进行质量控制、工期控制、投资控制；8.组织项目竣工验收，移交使用单位；9.定期向业主单位汇报工作。岗位要求：1.工程管理类专业；2.3年以上工程项目管理经验（非施工现场管理）；3.熟悉项目前期过程中各种手续的办理及项目报建等程序（必备）；4.能承担业主的职责，做好项目的整体控制；5.具有较强的沟通能力和组织协调能力，能协调各单位之间的工作。相关福利：1、上班时间：9:00-17:30,7.5小时工作制，周末双休，享受国家法定节假日；2、入职当月即购买社保；3、5A级高档写字楼办公，拥有轻松、舒适的工作环境；4、全勤、餐补、交通、通讯、节日等各项完善的福利补贴机制。上班地址：成都市高新区九兴大道14号凯乐国际应聘方式：1、电话联系：人力资源部",0.0,0.0,0.0,0.0,0.0
672,高级项目管理工程师（PM）,项目管理,14000.0,深圳市智信精密仪器有限公司,深圳,5.0,本科,岗位职责：1.内外部沟通桥梁，搜集项目整体需求，及时反馈阶段性成果；2.负责整个项目的策划，组建项目团队，制定项目计划，并跟踪项目进展；3.组织并参与项目各阶段的设计结构评审；4.协同解决在设计及样机制造阶段发证的任何技术以及质量问题；5.跟进项目测试阶段的成果以及问题点，及时协调项目成员进行优化改进，确保成员验收；6.负责客户关系的维护，针对客户的任何需求信息，积极做出迅速反馈，确保及时执行。任职要求：1．本科及以上学历 ，25-33周岁，理工科专业；2．5年以上自动化设备厂商市场项目管理经验；3．英语CET-6级以上，具备良好的英语听说读写能力，能够与海外客户进行有效沟通；4．熟悉项目管理的流程及项目进度把控，具备快速反应及应对突发异常的能力及经验；5．有较强的沟通协调能力及执行力，能推动项目有序进行，抗压能力强；6．有技术背景或通过PMP、CMMI认证优先。,0.0,0.0,1.0,0.0,0.0
673,项目管理专员-耗材事业部,项目管理,5250.0,纳思达股份有限公司,珠海,1.0,大专,岗位职责：1．项目跟进：参与研发项目从立项到新品发布的全过程，协助跟进各开发阶段（会议组织、资料齐全的核查、沟通协调等）具体内容；2．数据梳理：研发月度项目达成率、试产合格率、资料齐全性、新品出货量、专利申请数量等KPI数据提供；3．PLM系统：用户使用培训、系统异常反馈跟进解决、月度文档、项目使用报表编制并公布；4．体系类：部门文件、表格新版本编制，旧版本更换；内外审接口；5．统筹类：部门月度、季度、年度项目奖组织，组织部门月度会议召开；6．完成上级临时分配的任务。任职要求：1.大专以上学历，管理类相关专业，1年以上工作经验；2.熟练操作办公软件，文字表达能力强；3.具备统计知识，较强的数据处理能力；4.具备组织协调各方人财物等资源完成工作的能力；5.工作严谨细致，有钻研精神。,0.0,0.0,0.0,0.0,0.0
674,认证项目管理,项目管理,5500.0,上海沙格企业管理咨询有限公司,上海,1.0,本科,岗位职责1.认证过程管理，包括合同评审、审核安排、认证决定、人员能力评价、信息上报；2.协助认证领域的认可申报准备工作；3.负责领导安排的其他工作。任职资格1.大专及以上学历，理工科优先； 2.一年以上工作经验；3.对管理体系如ISO9001有基本认识并愿意学习；4.具备英文读写能力；5.思路清晰，有责任心，具有学习能力，能承担一定工作压力；6.曾在企业从事质量管理工作优先，具有认证行业相关管理经验优先；7.愿意在认证行业长期发展 （说明：具有工作经验的可不过分要求英文能力，如应届生至少本科以上，英文书面可用）,0.0,0.0,0.0,0.0,0.0
675,外贸项目管理,项目管理,4750.0,成都和鸿科技有限公司,成都,0.0,本科,岗位职责：1、开发外贸市场；2、外贸项目运营和管理；3、跟踪订单，处理客户质量问题；4、处理客户的询函以及整理和归档相关工作资料；5、产品发运。任职要求：1、大学本科英语、国际贸易等专业；2、英语口语良好；3、吃苦耐劳，执行力强。,0.0,0.0,0.0,0.0,0.0
676,项目管理(工作地点：新余),项目管理,5250.0,江西盛泰光学有限公司,新余,2.0,大专,任职要求： 1、大专以上学历，电子信息、机械设计制造或自动化等相关专业； 2、2年以上电子类行业经验，1年以上项目管理经验； 3、具有较强的原则性、逻辑能力、沟通能力、执行能力、反馈问题能力，性格开朗。岗位职责： 1、主导新产品在样品和试产阶段的各项工作，包括项目可行性评审，样品/试产进度管理； 2、协调各部门提供相关资料/图纸/QCP/治工具清单等； 3、生产过程中的异常处理与协调； 4、量产前完成物料和成品封样以及各问题点的跟进和结案，量产后主导研发与量产PE做资料信息交接。,0.0,0.0,0.0,0.0,0.0
677,项目工程师 项目管理 Project Engineer Program PM PE,项目管理,27500.0,上海帝博企业管理咨询有限公司,苏州,0.0,本科,"德国高端吸尘器公司，95%出口到国外，工厂250个人，年销售量5.6亿上海青浦上班，公司提供班车。从昆山城东开车到公司单程40分钟。上海青浦一室一厅简装公寓每月房租1200元有兴趣的可以把简历发到karen.kong@db-talent.cn, 或者加V.X : 1.3.9.1.7.3.9.1.5.7.3【上班时间】 8:00 – 16:30【公司规模】 250个人左右【年销售额】 5.6亿要求：1. 英语流利交流，如进行项目或者会议presentation的流利程度。2. 沟通协调能力佳，适应能力和学习能力强技术及经验上：3. 有结构设计的技术功底，如塑料材料特性，产品结构功能复杂4. 项目上有完整的从预研发的概念设计到量产的整个过程的经验Accountable for executing the New Product Schedule utilizing cross-functional resources and the NPD process.   PECIFIC RESPONSIBILITIES? Handles the project and control the time, quality and cost to ensure the product comes into market on time, ? Makes project plan, such as project schedule, status report, action list, checklist, etc. ? Solves outstanding issues and follows up the process.? Leads the project team from different function and co-ordinate with different function head to make sure the project completion.? Keep tracing the NPS- New Product Schedule and align with project team for the timing to kickoff and launch new products accordingly. ? Evaluates the performance of project team members.? Summarizes and analyses the project when completed for the benefit of learning and process improvement.EDUCATION AND EXPERIENCE REQUIREMENTS? Bachelor’s degree ? 8 years of related work experience, with at least 3 years as project engineer.? Can handle new product project independently.? Have cross-functional work experience, such as account leader, planner, sourcing, quality and project manager. ? Excellent communication skill and interpersonal skill.? Good feasibility and can work under high pressure.? Strong leadership and analytical skill.? Good English speaking and writing skill, good P",0.0,0.0,0.0,0.0,0.0
678,项目管理经理(002206),项目管理,21500.0,东方网力科技股份有限公司,北京,3.0,本科,						岗位职责:1、管理团队，建设与公司一致的团队文化，提高凝聚力，保持骨干成员的稳定性；2、熟悉研发组织架构，协调各团队间的沟通和合作，项目管理部作为研委会决议的执行机构，负责保障各项任务顺利及高效的开展；3、负责研发体系项目相关流程及制度体系的建设，完善项目方法论，并负责在体系中的宣导及落地实施；4、不断发起必要的变革，采用快速小幅迭代的方式，牵引研发体系项目的过程速度、资源效率、结果质量的不断提升；5、对研发各项目的立项、过程、变更、发布等重要环节进行监控及审核，及时发现产品及项目相关的问题和风险并响应处理；6、整体把控各产品及项目的进度，汇总并进行相关数据分析及质量监控，及时进行风险预警，对过程及结果的质量负责。 任职资格:1、	内心信念坚定，不为暂时的挫折所动摇；个性干练稳重，能将各决议快速落地并保证质量；沟通能力出色，与各相关部门保持良好的协作及互助关系；拥抱变化，善于将变化转化为改善的机会；2、	情商高，爱思考，有着积极的个性，能够适应业务快速变化的节奏，并享受公司变革中的精彩；为人正直、坦诚，遇事不推诿，勇于担当；逻辑清晰强大，结果导向，有好的抗压能力和心理素质，遇到事件能沉着冷静应对，并确保结果的达成；3、	本科及以上学历，计算机相关专业，IT领域工作5年以上，其中至少3年以上软件项目管理工作经验，有独立成功交付过10000人天以上的项目管理经验；4、	精通IPD、Scrum等项目管理方法论，极强的逻辑性思维，优秀的问题分析和解决能力；5、	优秀的计划统筹能力、人际关系处理能力，优秀的沟通、协调能力，高情商；6、	有PMP、CSM等项目管理资质认证优先；7、	有大数据、云平台、大型企业管理软件项目管理经验优先；8、	有智慧城市安防行业从业经验优先。,0.0,0.0,1.0,0.0,0.0
679,项目管理,项目管理,3750.0,华新水泥股份有限公司,黄石,0.0,大专,岗位职责：具体负责工程项目进度控制、销售计划下达、合同履行、设备交付、运输管理以及部分现场设备清点等。任职要求：1、35岁以内，机械类相关专业，大专及以上学历；2、具备较强责任心；3、具备良好的团队及协作精神；4、较强的内外协调能力；5、具备机械方面识图和分解图纸能力。,0.0,0.0,0.0,0.0,0.0
680,项目管理,项目管理,12500.0,安费诺-泰姆斯（常州）通讯设备有限公司,常州,0.0,无,"主要职责：1. 负责新产品开发过程的项目管理工作,产品开发计划,风险评估,成本分析.2. 负责组建项目成员,主导项目的启动3. 负责协调跨职能项目成员,跟踪项目进度,保证项目的顺利实施.4. 负责对供应商项目进度的管理5. 负责主导内部产品试产的计划安排,以及产前和产后会议6. 负责产品Q-Run的安排和量产移转7. 协同品质管理部门进行客户审核8. 协同市场和销售部门完成客户要求的其他工作9. 与前方销售经理以及客户沟通，保持跟进，了解并满足客户需求为导向岗位要求：理工科专业，英文听说读写精通，工作经验5年+；电子消费类/汽车行业项目管理经验者优先；",0.0,0.0,0.0,0.0,0.0
681,项目管理工程师.,项目管理,5000.0,江苏盘古机器人科技有限公司,南京,2.0,大专,、机械、机电、电气相关工作经验；2、了解白车身焊装夹具及焊接机器人；3、大专以上学历，能熟练应用办公软件；4、工作年限2年以上；5、能适应出差。备注：上班时间：周一至周五，8:30-17:00，五险一金，包午餐（公司食堂）地址：诚信大道2118号（莱茵达路往南走到底，埃塞克复合材料西面，沈阳机床大院内，距离天印大道地铁站2.4公里）,0.0,0.0,0.0,0.0,0.0
682,项目管理专员,项目管理,4250.0,成都国星通信有限公司,成都,0.0,本科,岗位职责：1.协同项目负责人完成项目管理相关工作，包括跟踪、监督、协调项目进度、质量情况；2.根据产品研发计划、协调各部门资源、促进项目节点按期完成；3.收集、整理齐套的项目文件，包括：纸质文档、电子文档及成套图纸，编制齐套文件清单和图纸清单；4.负责项目的外协作文件的发放、归档、跟踪及管理工作；5.负责产品技术状态的管理；6.收集、整理项目进度信息，编制项目周报，跟踪项目检查遗留问题整改；7.协助部门领导推荐公司相关制度流程建设、完善；8.准备内、外审资料和项目评审资料协助公司各项资质审查工作；9.领导交办的其他事务。任职资格：1.本科以上学历，有相关经验者优先；2.有质量管理、项目管理、标准化相关工作经验者；3.具备较强的组织协调和沟通能力；4.了解通信、电子相关的基础知识。,0.0,0.0,0.0,0.0,0.0
683,项目管理专员男女各1名,项目管理,5000.0,溧阳天目先导电池材料科技有限公司,常州,2.0,大专,岗位职责：1、负责公司各项目物资资料的管理，完成各类信息的收集、录入、统计、分析工作。 2、协调、维护与各职能部门的外围关系，做好对内各部门的对接和联系，各类信息的传递与沟通。 3、负责公司对外项目、成果、专利、资质等申报工作4、完成领导交待的其它工作。 任职资格： 1、35岁以下，本科及以上学历，2年工作经验 2、有科技项目申报从业经历者优先； 3、具有良好的理解、沟通、协调和计划执行能力、富有责任心； 4、能熟练掌握office办公软件，有一定的文字写作功底； 5、有较强的适应能力。 联系电话：0519-87551555 公司地址：江苏省溧阳市上上路创智园15栋3楼,0.0,0.0,0.0,0.0,0.0
