,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Linux,Ip,Excel,Cad,Tcp
761,质量工程师,通信,7000.0,苏州硕贝德通信科技有限公司,苏州,0.0,大专,岗位要求：1.大专（含大专）以上学历;英语良好；2.两年以上相关工作经验；3.从事电子、机械等质量工作；4.工作主动，与其他部门的协调，做好供应商品质管理工作5.熟练操作Word、Excel、Project等办公室软件；6.良好的团队协作能力和沟通技巧，专业的职业素质和语言表达。7.工作态度良好，积极主动。岗位职责：（1）负责生产现场异常件质量问题的分析、判断，并做出处理的决定，提出纠正和预防措施，确保生产在受控、稳定的状态下进行；（2）制订检验规范，确保质量检验方法正确，检验结果可靠；（3）负责内部和外部客户应对质量投诉并跟进改善措施（4）熟练运用检具、量具等相关测量工具；（5）对供应商的质量要严格把关，不能让不良品、报废品等产品流入公司并对供应商提供的检验报告、实验报告做处判定和验证；（6）对供应商出现重复发生的质量问题和重大质量问题因按照质量协议进行处罚并通知整改；（7）协助客服及生产达成按时交货并保证产品的质量，并负责提交给客户所需要的检验报告、实验报告等文件； ,0.0,0.0,0.0,1.0,0.0,0.0
762,销售总监,通信,17500.0,武汉菲鹏达通信有限公司,武汉,3.0,大专,岗位职责：1.负责全国内停车市场业务拓展及推广；2.负责全国性停车行业招投标工作，包括前期勘查项目，标书制作，后期运营；3.负责公司停车项目整体运营及管理；任职要求：1.具有全国停车场建设、运营公司资源（停车场出入口设备厂家等）;2.本科及以上学历，3年以上停车行业从业经历;3.良好的团队合作精神;4.良好的沟通和表达能力。具体***,0.0,0.0,0.0,0.0,0.0,0.0
763,电话客服专员（月休六天）,通信,4500.0,陕西华诚融通信息咨询有限公司,西安,0.0,中专,"位描述：1、通过电话外呼与银行借款客户进行提醒、督促及处理借款逾期；2、室内工作，不需外出；3、完成每日致电量与回款任务；6、每月1.2号休假，每周天休息，月休假6天；岗位要求： 1、中专及以上学历,男女不限 ,身体健康、22-40岁。2、普通话标准、性格开朗、应变力强。3、具有团队合作精神，能吃苦耐劳，责任心强，服从上级管理。福利待遇：      养老保险+医疗保险+失业保险+工伤保险+生育保险公司假期：      月休6天 + 带薪年假 + 婚假 + 产假 +丧假 + 元旦假 + 春节假 + 端午假 + 中秋假 + 国庆假 +公司自主假日工作地址：      西安市碑林区东关南街公交站点：      古迹岭站、东关南街南口站、南郭门站",0.0,0.0,0.0,0.0,0.0,0.0
764,产品专员,通信,10500.0,广州广电运通信息科技有限公司,广州,0.0,无,、负责项目的需求调研，编写相应的调研报告、业务需求方案；2、负责项目业务需求分析，将业务需求转化为功能需求，撰写需求规格说明书；3、在产品经理组织下，参与产品规划和策划；4、对所负责项目或产品进行需求管理、跟踪调研 、原型设计；5、向开发、测试、UI解释业务需求，对实现需求 进行验收；任职资格：1、本科学历以上，计算机、软件工程相关专业优先；2、2年以上产品设计、需求分析相关经验；3、能熟练使用Axure、墨刀等原型工具，独立完成产品PRD、Demo及MRD等内容；4、有很强的沟通表达能力和团队合作精神，能承受一定的工作压力；5、有大数据、BI等相关产品或项目经验者优先；6、从事过JAVA开发、数据库开发等工作经验者优先；7、熟悉审计业务者优先。职能类别：										产品专员									,0.0,0.0,0.0,0.0,0.0,0.0
765,市场部实习生,通信,3750.0,富士通信息系统（深圳）有限公司,深圳,0.0,本科,宣传资料制作、跟进管理；2.活动方案起草、跟进；3.市场活动执行；4.文案撰写；5.自媒体账号管理；6.市场费用PR、实际支出费用管理；                        7.其他上级交待的工作。,0.0,0.0,0.0,0.0,0.0,0.0
766,海外仓运营管理(YYSZ-I3028-001),通信,17500.0,深圳市万邑通信息科技有限公司,深圳,0.0,无,"工作职责:仓储服务设计师（库内）+仓储规划工作内容：角色1：海外仓库内设计/SD1. 按照模板定义库内（在库）环节，确保发货仓的库内环节的执行符合的定义，保证其可以支持公司海外仓储服务需要的SLA达成和成本管理；2. 负责定义库内SU 的SOP，确保SOP符合海外发货仓现场的实际情况，并能有效实行；3. 通过现场管理优化及流程管理优化，提升库内SU的效率；4. 负责流程事件、规划事件的设计，负责异常事件的处理；5. 规范化业务，定义需求，并协同产品、研发、大数据团队实现需求线上化；6. 负责对库内效率实际达成值进行多维度全方位的分析（分、时、天、周、月、年），发现问题找到提升的机会，提出改善建议或方案，对改善的结果监控；7. 通过SU优化项目实施，不断提高SU的效率，降低单位成本， 8. 通过对海外仓的培训，负责确保优化后的SU项目在全球落地执行角色2：仓储规划1、负责仓库系统分区库位管理与日常维护2、负责仓库现有仓库布局优化与改造3、负责库容监控4、参与自动化项目的市场调研，数据收集和分析，提供合理化建议；5、根据仓库的出入库实际情况及对未来的预期，设计自动化和智能化的仓库，包括整体方案评定、仓库选址、供应商评估、设备选择、系统集成、WMS接口等；6、负责项目总结，持续优化自动化方案。7、评估自动化仓库日常运作的维护和支持方案并实施。8、应对异常问题，与供应商和相关产品、开发团队一起确定解决方案并确保执行。任职资格：1. 本科以上学历，英语可作工作用语优先，有数学、统计学或信息相关专业知识，良好的数据分析能力；2. 1年以上2C电商发货仓库内管理经验，有仓储项目优化经验优先；3 熟练使用办公软件，CAD等画图工具。任职资格:1、211/985院校、统招本科理工类专业（计算机、数学、统计学、交通运输等专业背景优先）,英语听说读写熟练，可以作为工作语言；2、2-5年工作经验，有过海外仓管理经验优先；3、电商行业发货仓管理经验的优先（苏宁、亚马逊、京东等）。",1.0,0.0,0.0,0.0,1.0,0.0
767,供应商质量工程师,通信,12500.0,信维创科通信技术（北京）有限公司,北京,5.0,本科,"主要职责根据公司和部门体系要求，维护供应链质量部门体系，以满足公司Q&EHS各管理体系的要求（如ISO9001, ISO14001, OHSAS 18001, QC080000, RoHS等）。根据部门指标，维护供应商评价体系及记录。并定期反馈供应商业绩，督促供应商改进。积极参与新项目评估、导入时的产品问题确认、供应商制程及产品质量改善；对客户抱怨中有关原料问题的确认、分析和处理负责供应商的审核，协助供应商进行内部改进以达到改善供应商出货质量的目的。负责对供应商的问题进行归纳总结，并定期约谈供应商就项目质量问题进行讨论，要求改进。负责处理生产线原料问题的确认、分析和联络供应商进行改进，负责供应商分析报告的初审工作。作为与供应商质量部门间的主要接口，协调采购部门、计划/物流部门负责和供应商处理各种原料退料、不良品（NC品）负责对部门内技术员和IQC工作人员进行指导和必要的有关识图、检验等培训工作。任职资格要求： 本科或以上学历，理工科优先5年以上质量部门工作经验，了解ISO9001，ISO14001, ISO18001, RoHS管理体系，有3年或以上供应商质量管理经验；CET4或同等水平，较好的英文阅读、写作能力，相应的口语能力熟悉Gauge R&R, SPC, CPK, 8D等质量工具的运用；熟练使用office办公软件，良好的沟通协调能力；熟悉诸如注塑、冲压、CNC、喷漆等等生产过程。能够适应30%左右的出差需求",0.0,0.0,0.0,0.0,0.0,0.0
768,机修工,通信,5250.0,南京华信藤仓光通信有限公司,南京,1.0,高中,参加公司各区生产日常设备维护，保养，巡检等工作要有一年以上机械维修相关工作经验，能够适应公司倒班，有焊工证，叉车证，压力容器操作证等机械相关证书者优先。职能类别：										机修工																			焊工									关键字：机工机修工焊工钳工压力容器,0.0,0.0,0.0,0.0,0.0,0.0
769,技工（装配）,通信,4250.0,广州广哈通信股份有限公司,广州,0.0,中专,任职资格：1.机械\电子类专业，中专或同等以上学历；2.做事细心、主动、负责；3.男女不限，年龄不超过45岁；4.要求有电子类产品装配经验; 能看懂机械制图图纸；5. 有机床等相关设备操作资质优先考虑。公司福利： 1.工时安排：每周一到周五（8：30-17:30），5天工作制，周六日双休； 2.工 作 餐：免费提供工作餐，多种菜式任选，丰俭由人；  3.假期安排：享有国家法律规定的休息日、工伤假、婚假、产假及带薪年假等；  4.社会保险：享有养老、医疗、工伤、失业、生育、重大疾病；  5.公司班车：公司为员工开设免费上下班班车免费接送员工上下班； 6.员工体检：公司每年为全体员工提供免费体检；  7.员工活动：羽毛球、足球、篮球、乒乓球、游泳等每周定期活动；  8.其他福利：各类过节福利、生日礼金以及其他福利等等。,0.0,0.0,0.0,0.0,0.0,0.0
770,业务代表,通信,12500.0,福建三通信息科技有限公司,汕头,1.0,初中及以下,岗位职责：1、销售人员职位，在上级的领导和监督下定期完成量化的工作要求，并能独立处理和解决所负责的任务；2、管理客户关系，完成销售任务；3、了解和发掘客户需求及购买愿望，介绍自己产品的优点和特色；4、对客户提供专业的咨询；5、收集潜在客户资料；6、定期拜访客户，执行生动化陈列，宣导销售政策，促进客户下单和售后服务等工作；7、根据区域和时令特点，挖掘销售机会，扩张渠道，提升渠道流通效率；岗位要求：1、初中及以上学历；2、.有无经验均可，公司提供免费培训！3、逻辑清晰、条理分明、表达流利，具有较好的应变能力和亲和力；4、主动积极、能吃苦耐劳，能承受一定的工作压力；5、廉洁自律，自觉接受监督，服从管理，有较好的团队协作。薪酬福利1、薪酬：提供行业中具竞争力的薪酬，年薪大约6-10万元、周一到周六八小时工作日，周末单休，按国家法定节假日统一放假。提供岗前培训、帮助员工提升技能；2、住宿：在每个城市免费提供小区住宿；3、福利：为员工提供丰富的业余活动和文体娱乐，如集体旅游、团队活动等各种福利待遇。4、发展机会：公司没有先来后到之分，每个人都可的考核晋升机会，给员工提供不同发展路径。（如：初级业务（中级/高级）——业务主管——市场总监——区域经理……）工作是为了提高生活的质量与乐趣。我为你创造发挥无限创意的舞台。无论你初出茅庐，还是行家里手，只要你出类拔萃，这里有无数精英共成长！无论您根在东北，还是心系江南只要你志存高远，感于挑战高薪，这里有广阔天地任翱翔。,0.0,0.0,0.0,0.0,0.0,0.0
771,弱电工程维保,通信,6000.0,深圳市盈丰宇通通信科技有限公司,深圳,1.0,本科,：熟悉视频监控、机房环监视、综合布线、停车道闸、门禁系统、楼宇对讲等智能化系统。2：为人稳重，有责任心。3：有良好的服务意识和团队协作精神。4；公司有很大的进升空间，会根据员工的能力提供岗位竞升，提升工资福利。5：可收应届生。,0.0,0.0,0.0,0.0,0.0,0.0
772,客服专员,通信,6500.0,东华至高通信技术有限公司,深圳,1.0,大专,"岗位职责：1、全国服务商运营管理；2、客户不良问题一票到底跟进协调处理；3、市场质量问题的反馈及跟进协调处理；4、服务商劳务费审核、发票审核、发票提交及费用付款；5、400电话及客户FAQ等解答及收集汇总。6、服务商维修及费用月度报表统计。任职要求：1、学历：大专及以上学历；22岁以上具有一定客服工作经验；2、具有良好的逻辑思维能力和表达能力；3、具备良好的协调和应变能力,能和服务商和客户进行有效沟通,解决市场不良问题及投诉；4、熟练掌握Office等办公软件，具有数据分析和报表制作能力；5、善于沟通，思维敏捷，做事灵活，认真，仔细，责任心强，有良好的团队意识和合作精神。",0.0,0.0,0.0,0.0,0.0,0.0
773,电话外呼坐席代表,通信,5500.0,陕西阳光通信有限公司,西安,0.0,无,、电信增值业务：挂机短信业务的电话销售；2、对客户资料进行整理。任职要求：1、18-40岁，性格开朗，对工作有责任心。(接收2020年毕业实习生)2、工作有激情、热爱电销工作。3.具备良好的抗压能力以及团队协作能力，敢于挑战困难。薪资：无责任底薪+提成+补助+双休 ，综合薪资5000-8000，工作轻松，环境好法定节假日，节日福利，定期体检，带薪年假，员工旅游，婚丧育诞礼金，培训学习。提供住宿，宿舍配备齐全工作地址：西安市吉祥南路178号吉祥大厦802室,0.0,0.0,0.0,0.0,0.0,0.0
774,网络售后工程师,通信,6750.0,希科通信（西安）有限公司,西安,1.0,大专,岗位职责：1.负责为加拿大本地华人客户提供网络宽带、FTTN、Cable、VOIP、IPTV等售后技术故障支撑2.及时并准确地将客户网络故障进行排查定位，并给出最终解决方案，确保客户问题得到及时处理，提高客户的满意度职位要求：1.大专以上学历（含大专），经过技术背景学习。2.英文基本读写能力。3.熟悉DSL/CABLE网络原理及架构。4.熟悉TCP/IP协议及应用5.熟悉交换机、路由器的技术原理及配置使用。6.具有熟练操作计算机办公文档的能力。7.具有团队协助能力，性格开朗，善于表达。8.具有较强的执行力与责任感，心理素质优秀。9.由于工作时差原因，可以适应夜班班次。薪酬福利：1.休假上五休二2.基本工资+绩效+补贴=4500---90003.带薪年假4.六险一金5.免费班车6.从不加班工作地址西安市高新区软件园太白阁201室,0.0,0.0,1.0,0.0,0.0,1.0
775,项目经理,通信,9000.0,广东长实通信科技有限公司,清远,0.0,大专,岗位职责1、负责各省直部门接管工作的项目管理，进度管控，内外部资源协调等；2、负责落实资源完成基础设施和业务系统调研、梳理、信息整合工作；3、负责参与接管调研、业务资料梳理、接管计划制定、接管工作汇报、工作流程制度管理等一些系列工作；4、负责对接管工作的统筹管理；确保各项接管工作指标能顺利达成；5、负责协调资源和指导运维供应商解决各项疑难问题，对客户满意度负责；任职资格1、大专及以上学历；2、要求配备一级建造师证、中级工程师证、安全员B证；3、意向者可直接联系：13727283764（陈先生）。,0.0,0.0,0.0,0.0,0.0,0.0
776,IT技术支持维护-郑州,通信,4500.0,北京华晨阳通信技术有限责任公司,郑州,1.0,本科,从事电信IT系统维护，主要承担IT系统日常巡检、故障处理、现场技术支持等工作。任职资格：1、计算机及相关专业本科及以上学历，两年以上工作经验。2、具有强烈的团队意识和合作精神，善于交流和沟通，良好的服务意识；3、了解LINUX操作系统，能够使用基本命令，进行日常操作。4、有电信行业工作或JAVA开发基础者优先，具有呼叫中心系统维护经验者优先。,0.0,1.0,0.0,0.0,0.0,0.0
777,行政助理,通信,5300.0,上海干纤网络通信技术有限公司,上海,0.0,无,能独立操作计算机，熟练操作Word、Excel等办公自动化软件，熟练运用各类办公自动化设备。有良好的沟通与理解能力吃苦耐劳，协助各部门做好支撑与汇总工作能够独立完成领导交代的任务岗位要求：1、 熟练掌握office办公软件；2、 性格开朗，工作积极热情，责任心强；3、 敬业、踏实、认真、细致；4、 有电信联通移动工作经验者优先考虑。,0.0,0.0,0.0,1.0,0.0,0.0
778,运营助理（跨境电商）,通信,4750.0,南京优通信息科技股份有限公司,南京,0.0,无,工作内容：实时监控物流各节点状况，及时发现并解决问题。负责查询各订单商家日常发货，负责对接物流中心理赔事宜。负责处理海关退运包裹并及时跟新告知用户。负责处理跨境包裹及时退货。负责查询各订单国内物流并及时更新。负责贸易订单的国际物流，解清关报关等，优化跨境贸易采购流程每日完结异常订单，及时联系物流中心解决问题。协助跨境电商运营人员进行新品的上架，独立站产品上架操作。任职资格：细致认真，具有一定的数据分析能力，有强烈的责任心，善于沟通，善于思考；有一定的英语听说读写能力者优先。有进出口贸易跟单经验或了解跨境物流者优先；有跨境电商、国际贸易相关实习或者工作经验者优先；,0.0,0.0,0.0,0.0,0.0,0.0
779,外贸经理助理 外贸助理,通信,5000.0,宁波泰博通信有限公司,宁波,1.0,本科,协助外贸经理处理各类业务相关事宜，包括：前期网站推广，客户开发，订单执行，老客户维护等等。基本要求：1）本科及以上学历，英语专业，专业八级，六级优秀者也可，总之要有很强的英语书写能力和基本的口语表达能力。2）1年以上外贸助理或相关工作经验。3）具备团队精神，诚实守信，有责任心，进取心，勤奋。公司待遇：1）基本工资+业务提成+奖金2）节假日参照国家法定3）提供工作餐及茶点夏日冷饮等，提供聚餐和旅游活动，提供节假日福利等,0.0,0.0,0.0,0.0,0.0,0.0
780,催收项目团队经理,通信,5500.0,河北博岳通信技术股份有限公司,青岛,0.0,无,岗位职责：1、负责公司催收业务客服管理。2、负责人员排班、培训等人员管理工作，不断提高部门整体服务水平；3、对工作数据进行有效分析，发现问题解决问题，不断优化完善工作流程；4、做好本部门业务中需与相关部门沟通、协调工作；5、完成上级交办的其他任务。任职要求：1、有半年以上催收中心管理经验；2、有独特的管理理念与方法； 3、工作态度端正，积极；4、熟悉报表制作，熟练使用办公软件。福利：1、8小时工作制，月休7天；2、国家法定节假日如上班享三资；3、免费体检、缴纳五险（养老、医疗、失业、工伤、生育）；4、带薪年休、带薪婚/丧/产假、工龄奖励、优秀员工奖励等；5、公司定期举行各类娱乐活动、团队活动经费、节日福利、免费员工旅游等。,0.0,0.0,0.0,0.0,0.0,0.0
781,财务主管,通信,11000.0,广州亿程交通信息集团有限公司,广州,5.0,本科,、按照集团总部统一要求，按国家法律法规、上市公司要求进行账务处理、复核；2、具备全盘账务处理能力，主导编制财务报表、经营报表，并对财务数据进行对比和分析；3、熟悉税务法规，规范税务核算，减少涉税风险；4、负责公司预算编制、管理的跟进及达成的分析；5、协助财务经理进行日常部门管理；6、定期不定期组织编制相关报表；7、其他领导安排的工作。岗位要求：1、财务、会计类本科以上学历，5年以上工作经验，2年以上同等岗位工作经验，中级或以上职称优先；2、具有丰富的知识结构，为人正直诚实，工作积极主动、细心，工作态度认真，原则性强；具有强烈上进心和集体意识；3、有高新技术企业工作的经验，熟悉加计扣除，精通项目核算；4、有税务工作经验优先；5、对数据敏感，能熟练操作全面预算或精细化管理、财务分析。,0.0,0.0,0.0,0.0,0.0,0.0
782,行政助理,通信,5250.0,上海矽昌通信技术有限公司,上海,1.0,大专,、负责市场部有关行政助理工作；2、负责与工作内容相关的各类文件的制作、归档管理；3、负责与客户电话沟通对接等；4、领导交办的其他工作。岗位要求：1、全日制大专以上学历，优秀应届毕业生也可；2、熟练使用Word、Excel、PPT等办公软件； 3、性格开朗，有良好的责任性，善于沟通工作细致、认真。,0.0,0.0,0.0,1.0,0.0,0.0
783,软件测试文员,通信,5250.0,深圳市友恺通信技术有限公司,深圳,0.0,高中,技能、性格及经历要求：1严格按照规格书或测试要求进行测试。2做过电子产品相关测试工作1年以上，有手机测试经验优先。3可以独立完成测试工作。4责任心强，工作认真细心，有一定沟通能力及语言表达。岗位职责：1根据产品需求完成手机测试所有工作。2发现问题及时提出，并做好记录及追踪进行回归测试。3能耐心细致的反复对产品进行测试。,0.0,0.0,0.0,0.0,0.0,0.0
784,人力资源经理（金华东阳）,通信,8000.0,话机世界通信集团股份有限公司,金华,0.0,本科,【公司简介】中国首批移动通信虚拟运营商，国内专业性最强的通信集团公司之一，  位列中国服务业500强、中国连锁100强。2016年新三板上市，旗下拥有“话机世界”、“话机通信”、“T-WORLD”、“浙江省余姚第四中学”四大品牌；集团连锁网络覆盖浙江、安徽各个地市，拥有600多家门店、3000多名员工、3000多万用户；浙江省移动通讯手机行业的“黄埔军校”；【岗位职责】1、负责公司的人员招聘工作，保障人员需求的满足；2、注重公司梯队人员管理，做好梯队人员建设与筛选；3、负责公司培训工作的组织开展，保障培训计划的按时实施，培训的实操落地；4、注重公司各门店区域绩效管理和激励政策的落实；5、负责公司员工关系建设，保障员工的稳定性，做好流失率控制；6、注意公司内外人员劳动关系的处理与协调；7、其它需要开展的人事相关工作；【任职要求】1、本科及以上；2、年龄23~35岁，做事干练有耐性；3、2年以上的人事相关工作经验，1年以上的招聘主管工作经验，招聘能力强；4、能吃苦耐劳，接受公司要求出差；沟通协调能力强，逻辑思维佳；5、零售/门店连锁行业的相关工作经验者优先考虑；【薪酬福利】年薪8-12w，年底双薪，绩效考核； 入职五险一金；生日会；节日福利；旅游团建等；工作时间：周六周末大小休轮换；工作地址：浙江省金华东阳市吴宁街道青春路35号三楼（吴宁街道365便民服务中心对面）总部地址：杭州市拱墅区密渡桥路白马大厦28楼话机世界总部 追逐梦想，成就超凡！话机世界集团欢迎您！,0.0,0.0,0.0,0.0,0.0,0.0
785,人事助理（综合部）,通信,5250.0,深圳市邮讯通移动通信设备服务有限责任公司,深圳,0.0,大专,、综合行政类：办公室日常工作秩序管理；活动的组织等综合事物；公司固定资产管理；其他日常邮件处理；2、人事管理类：招聘工作；离入职办理；考勤管理；员工福利（社保、公积金等）办理；任职资格：1、1年以上相关工作经验，*25岁-35岁；2、熟悉人力资源相关政策、法律法规；3、具有较好的沟通表达能力。工作时间：9:00-18:00，大小周休息公司地址：深圳市福田区振兴路85-1号曼哈数码广场A座,0.0,0.0,0.0,0.0,0.0,0.0
786,Java高级开发工程师,通信,14000.0,深圳市斯普瑞特通信技术有限公司,深圳,2.0,本科,本科或以上学历，计算机相关专业毕业；2)java基础扎实，两年以上java开发经验；有框架设计开发优先；3)熟练使用MyEclipse、Eclipse、IDEA等一种或多种开发工具或者安卓开发经验；4)熟悉MySQL数据库或大数据，熟悉Mybatis或者hibernate；5)熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；6)熟悉linux常用操作，能独立进行项目部署和线上运维；7)有后台开发经验者优先；8)有团队精神，有责任感；学习能力强，能够独立解决问题；有激情，沟通良好；,0.0,1.0,0.0,0.0,0.0,0.0
787,硬件开发工程师,通信,12500.0,凌云光技术集团光通信接入网事业部,北京,2.0,本科,岗位职责：1、 负责接入网PON设备的评估、硬件开发工作，产品成本分析等； 2、 完成项目硬件相关设计文档和电路图设计，负责元器件选型和评估工作； 3、 协助layout工程师完成PCB布局布线； 4、 完成开发过程UT、系统联调、可靠性等相关测试，并解决调试问题； 5、 完成生产相关文件编写，配合工艺完成新产品导入工作，完成试产工作，协助排查生产的制程问题； 6、 解决批量生产的生产制程问题； 7、 负责市场客诉问题解决及产品维护工作。任职要求： 1、本科及以上学历，电子信息、通信类相关专业； 2、具备1年以上数字电路和模拟电路的设计经验； 3、熟练使用硬件研发相关的设备和仪器，如示波器，网络分析仪，频谱分析仪等；4、具有量产产品设计、维护经验者优先。,0.0,0.0,0.0,0.0,0.0,0.0
788,董事长秘书/助理,通信,7000.0,深圳市西可德信通信技术设备有限公司,深圳,0.0,本科,岗位职责：1、负责协助组织重要会议及其他相关会议安排，做好会前准备、会议记录、会后落实、督促执行、结果汇报等工作；2、下传董事长下达的任务及上传各部门情况、问题及意见；3、负责董事长有关文件的起草、修改、审核，整理各类文书、文件、报告、总结及其他材料，负责董事长文件的督办、处理与反馈；4、负责董事长的日程安排；5、处理董事长日常工作事务；6、其他董事长交办的私人事务。任职要求：1、本科以上学历，文秘、行政管理等相关专业；2、形象好，气质佳，言行举止佳，熟练商务礼仪；服务意识、接待能力强；3、具有良好的沟通协调能力，优秀的文字及语言表达能力；4、思路清晰，责任心强、行动力强；5、良好的文字撰写能力；6、熟练使用办公软件；                                                            7、有相关工作经验优先。,0.0,0.0,0.0,0.0,0.0,0.0
789,手机Android 软件开发工程师,通信,7000.0,上海彩雷通信科技有限公司,上海,2.0,本科,"岗位职责： 1. 在Android手机上设计和开发应用程序； 2. 调试解决Android应用相关问题; 3. 编写设计开发及实现文档； 4. 根据产品功能需求设计并完成软件实现； 5. 参与产品需求分析并制定技术实施方案；岗位要求： 1、本科以上学历，计算机相关专业； 2、二年以上相关工作经验，有android相关开发经验,有opengl开发经验者优先，有Java Framework相关开发经验者优先； 3、具有良好的对复杂逻辑问题的表达、理解能力和解决能力。遇到问题有探求精神； 4、有扎实的Java/面向对象编程基础，严谨良好的编码风格； 5、有扎实的计算机专业基础学科知识（数据结构，操作系统等）； 6、良好的英语听说读写能力，至少是阅读英文文档能力； 7、熟悉Eclipse等常用Java开发软件。 8、合作、交流意识强；工作勤勉扎实，仔细认真。为人谦虚谨慎，自律9.请勿一简多投，不符合相关要求的请勿投",0.0,0.0,0.0,0.0,0.0,0.0
790,C++高级工程师,通信,17500.0,上海弘视通信技术有限公司,上海,3.0,大专,"计算机、电子工程、数学或相关专业，专科及以上学历2. 三年以上C++商业项目开发经验，具备良好的编程素养，深刻理解和运用OO3. 熟悉多线程并发编程4. 熟悉windows平台下c++编程5. 具有大型软件的项目管理经验者优先6. 具备一定图像和视频处理知识优先7. 具备良好的独立工作、学习能力,具备团队协作精神，具有良好的技术理解、交流、沟通能力，有强烈的责任心与敬业精神8. 对于条件优秀者可放宽对学历、经验等条件的要求/*会打篮球、羽毛球、K歌等优先考虑*",1.0,0.0,0.0,0.0,0.0,0.0
791,移动业务客户经理,通信,9500.0,话机世界通信集团股份有限公司绍兴胜利店,绍兴,2.0,大专,、沟通交际能力突出，有渠道业务开展经验者优先考虑；2、有手机行业工作经验者有限；3、服务意识强；工作地点：上虞、柯桥工作时间：8:30-17:30 做六休一薪资待遇： 保底薪资：8-12万/年， 薪资架构：底薪4500+提成（毛利+酬金的10%）,0.0,0.0,0.0,0.0,0.0,0.0
792,微波技术工程师,通信,12000.0,成都晟海航天通信技术有限公司,成都,3.0,大专,工作职责和权限:◆ 熟悉各种数模电子电路和低高频电路；◆ 掌握微波通讯原理，雷达应用设计，能独立完成电路设计；◆ 在频综及收发系统具备独立的设计研发能力◆ 阅读理解英语能力较强，能熟练使用微波电子类主流设计和仿真软件和常用办公软件◆ 较强的责任心，良好团队协作能力和沟通能力，逻辑思维强，善于学习。◆ 编写相关技术文档和说明；◆ 诚信守法，良好的职业素养；     ◆ 做好本岗位的保密工作。任职资格:教育背景:◆理工、微波通信、雷达专业大专以上学历。培训经历:◆受过研发管理、项目管理等方面的培训。经     验:◆3年以上相关产品研发经验。技能技巧:◆熟悉公司产品生产的工艺工序、工作原理；◆熟练掌握公司产品及生产工艺技术应用方面的知识；◆较强的英语阅读能力。态    度:◆工作认真主动，态度积极，有较强的责任心，善于沟通；◆能吃苦耐劳，能承受较大工作压力，有良好的团队精神和协调能力。   有意向者投简历或者直接联系梅再发：13088096353工作地址公司名称：成都晟海航天通信技术有限公司公司地址：成都 成华区龙潭寺成宏路18号电话：,0.0,0.0,0.0,0.0,0.0,0.0
793,粤语轮班客服（非销售）,通信,6000.0,深圳市皇宝通信服务有限公司,深圳,0.0,高中,岗位职责：1、接听客户电话，能够及时发现客户问题并给到正确和满意的回复；2、与客户建立良好的联系；3、遇到不能解决的问题按流程提交相关人员或主管处理，并跟踪进展直至解决。要求：1、18-36岁，男女不限，高中以上学历2、有客服经验优先，欢迎优秀应届毕业生；3、粤语标准流利，会看繁体字；4、不与销售挂钩，无需做任何销售工作，纯客服工作。工作时间（两班制）：早班8：00-16:00                    中班14:00-22:00福利待遇：1、完善的薪酬体系；2、五险一金；3、享受香港假期，月休6日+法定带薪年假，法定产假；4、丰厚年终奖金；5、内部晋升，广阔晋升发展空间；6、年度境外旅游，每月生日活动、生日礼物；7、为员工提供优质的岗前培训、专业培训和广阔的晋升发展空间。加入我们的优势：1、市中心办公楼，办公环境舒适；2、临近地铁口、公车站、交通便利；如有意者，请投递简历或直接预约时间面试工作地址：深圳市罗湖区深南东路3016号银都大厦6楼乘车路线：公车：【东门、东门老街、门诊部、金城大厦、国贸】地铁：【老街站 C出口 100米內】【深圳市皇宝通信服务有限公司】,1.0,0.0,0.0,0.0,0.0,0.0
794,需求工程师,通信,9500.0,苏州卓能通信科技有限公司,大连,2.0,本科,岗位职责1、根据产品规划或者项目要求，开展需求调研，完成调研报告、需求规格说明书及系统设计文档；2、负责分析用户需求，完成项目产品方案设计、流程图、原型等相关工作；3、向开发工程师提供咨询指导，解释业务需求，向用户汇报系统功能；4、整理和分析客户需求，对其分类汇总和实现预估，提出需求分析报告和实现计划要求；5、参与整个产品开发流程，负责需求开发与跟踪，完成需求变更的控制与管理，与开发测试团队一起保证最终产品的正确定位；6、指导测试工程师根据测试需求，组建测试环境的工作。岗位要求1、本科以上学历，2年以上软件需求分析经验，成功参与过大型产品项目的需求分析；2.熟悉需求调研的方法，有较强的业务流程及业务模型分析设计能力，丰富的用户沟通经验，能快速把握需求的核心要点；3.熟悉电力相关业务知识，对泛在电力物联网有一定认识，熟悉当前电力生产环节，尤其是配网规划、运行调度、用电服务、电力交易等。具有较强的学习和创新能力，问题判断和决策解决能力，跨部门、跨领域沟通协调能力、项目规划与管控能力；4、有电网或能源行业从业经历者优先。,0.0,0.0,0.0,0.0,0.0,0.0
795,销售（珠村）,通信,7000.0,广州光桥通信设备有限公司,广州,0.0,无,"、拨打、接听客户电话，及时解决客户咨询问题，促进客户成交；2、开发新客户和维护老客户。任职要求：1、中专及以上学历；2、热爱销售工作；3、活泼外向，声音甜美；4、可接受优秀应届生。*本职位不需要有光通信专业知识,现在产品设计倾向于简单化,即插即用,简单易懂。此职位薪酬：底薪3800+提成+绩效奖金",0.0,0.0,0.0,0.0,0.0,0.0
