,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Pcb,C,Protel,Ic,Qc,Arm
684,电子工程师/技术员,电子/半导体,5250.0,合肥通富微电子有限公司,合肥,2.0,中专,						要求学历：中专或高中及以上。要求专业：不限。要求经验：集成电路封装/测试行业生产岗位二年以上，有一年以上生产改机或设备维护经验的优先考虑。英语能力：一般的英语读写能力。																		,0.0,0.0,0.0,0.0,0.0,0.0
685,电子工程师,电子/半导体,5250.0,伟易达（东莞）电子产品有限公司,东莞,0.0,无,"任职要求：1.本科及以上学历,电子类相关专业;2.熟悉单片机应用与开发,数字/模拟电子电路设计和开发能力较好;3.较好的分析/解决问题的能力;4.有电子类产品硬件开发经验者优先,如电子教育产品类,电子玩具类,消费类电子产品等;                           5.熟练使用PADS软件做PCB Layout优先.岗位职责：1.负责常规产品的硬件开发,电子电路设计/PCB Layout等;        2.根据新产品设计要求，按时发放相关的图纸和规格书;3.跟进和解决产品开发和生产过程中出现的电路设计问题",1.0,0.0,0.0,0.0,0.0,0.0
686,BIOS实习生（电子信息类专业）,电子/半导体,5000.0,芯发威达电子（上海）有限公司,上海,0.0,本科,电脑主板嵌入式开发任职要求：1、专业课程方面C语言、微机原理、汇编语言有扎实的基础2、为人比较负责任、上进愿意学习3、优秀实习生、应届毕业生,0.0,1.0,0.0,0.0,0.0,0.0
687,电子硬件工程师,电子/半导体,12000.0,深圳绿威科技有限公司,深圳,3.0,大专,职位要求：1、必须熟悉原理图，以及PCB板的绘制。2、熟大功率开关类抗干扰设计。3、懂PCB生产制造流程及品质管理流程。工作职责：1、负责产品原理图及PCB板的绘制并确保准确。2、负责新产品物料的选定测试OK及新产品样品制作，确保全面符合客户的产品要求，从工程技术上保证与客户达成交易。3、负责新产品BOM及SOP，样品确认书的制作完成，并确保准确。4、其他本职相关工作事项。,1.0,0.0,0.0,0.0,0.0,0.0
688,电子工程师（LED显示屏）,电子/半导体,15500.0,深圳市联建光电股份有限公司,深圳,0.0,大专,岗位职责：1、新产品电路原理、PCB设计以及产品改良设计；2、研发小样进度跟进及调试验证；任职要求：1、5年以上LED显示屏PCB Layout的工作经验，精通LED显示屏原理及构造；2、有丰富的多层板设计经验；具备LED显示屏EMC设计及整改经验；3、熟悉LED显示屏主流控制系统；精通相关设计软件软件；4、能解决本专业领域的关键性技术问题。注：要求有同行（LED显示屏）经验！,1.0,0.0,0.0,0.0,0.0,0.0
689,聘联创电子厂区直招,电子/半导体,4250.0,重庆申发人力资源管理有限公司,重庆,0.0,无,职位要求：男女均可，男16-35岁，女16-40岁，无纹身，无色弱，头发不要染色，身体健康！！！只要汉族、土家族、苗族，当天面试，第二天早上办理入职，下午培训开始核算工资1、大量招聘技术作业员、质检员、储备干部等岗位员工；二、晋升空间：经过系统专业的培训与自身努力，公司为每位新进及在职员工辅导职业生涯设计及规划，工可向工艺、研发、品质及管理岗位晋升发展；三、工作环境：厂房全年中央空调，无尘车间，无有毒有害工种，工作环境舒适；四、工资结构：1、员工底薪调整为1950/月，加班费计算基数以1800为准，另外150元为全勤奖，岗位绩效工资+加班费+全勤奖+夜班补贴+司龄工资2、加班费：平时（1.5倍）：15.51元/小时，周末（2倍）：20.68元/小时，法定节假日（3倍）：31.03元/小时3、工龄工资：满半年：50元。满一年：100元。满两年：200元4、岗位绩效：0—300元5、其他津贴：夜班补贴：10元/晚五、公司福利待遇1、公司免费提供伙食（一日三餐）;2、公司免费提供住宿，每个房间配有空调、24小时热水、宽带上网、独立卫生间、独立阳台、电风扇、桌椅、衣柜，有专门的洗衣房，宿舍设备齐，全保安24小时值班;面试者必须携带有磁有效身份证原件，5张身份证复印件，3张1寸照片，一张工商银行卡，一支黑色签字笔，,0.0,0.0,0.0,0.0,0.0,0.0
690,项目经理(电子研发行业),电子/半导体,16000.0,立达信loT(深圳),深圳,5.0,本科,岗位职责：负责智能家居、智能硬件产品开发的项目经理，负责新产品的规划，客户需求沟通，项目开发进度跟踪及协调，新品试产安排。岗位要求：1、理工科背景，三年以上消费类电子行业背景经验；2、掌握PMP项目管理知识，且能够有效达成研发项目目标；3、良好的沟通协调，组织能力，以及团队管理能力；4、时间管理以及例外事务管理能力强；5、能独立出差，英语口语流利，能流畅与客户沟通项目状况。,0.0,0.0,0.0,0.0,0.0,0.0
691,功率半导体器件研发工程师,电子/半导体,9000.0,龙腾半导体有限公司,西安,0.0,硕士,"岗位职责：1、功率半导体器件设计及仿真，与foudry厂家共同建立工艺流程；2、试验数据的统计分析；3、协助进行工艺整合，流片和测试；4、整理相关技术文件，并及时归档。任职要求：1、半导体或微电子相关专业，硕士学历；2、具备扎实的半导体器件物理理论知识，特别是MOSFET、IGBT等功率器件理论知识；3、了解半导体器件的制造工艺流程；4、熟练掌握半导体器件仿真软件Sentaurus/TS4/Sivalco的使用, 熟悉版图工具软件Cadence/LEDIT等；5、工作严谨、思路清晰，有较好的沟通能力、学习能力和团队协作能力。",0.0,0.0,0.0,0.0,0.0,0.0
692,电子厂大量招聘+环境优雅+正式工,电子/半导体,3750.0,西安邮小二电子科技有限公司,西安,0.0,中专,、面试时间：下午1点半面试2、部门：制造一部，制造二部，同时招聘。3、福利：免费提供住宿，蓝博公寓四人间，空调，暖气，饮水机，洗衣机，免费健身房等等一应俱全，入职缴纳五险一金，各种节日礼品。4、薪资待遇：底薪1700，加班费严格执行劳动法，1.5倍，2倍，3倍，年龄:18-35高中，试用期后综合工资4000+5、要求：中专学历（只要有毕业证就可以）6、报名电话：18729265670（同微信）,0.0,0.0,0.0,0.0,0.0,0.0
693,电子工程师,电子/半导体,5250.0,凡成（厦门）智能制造股份有限公司,厦门,0.0,本科,、全日制本科以上，电子技术、电路设计、电子信息工程、无线通信、机械电子等专业，特别优秀，学历可放宽至大专。2、技能要求：有扎实的电子基础知识，能设计电子线路图，对电子元器件的特性及使用熟悉，对单片机的软件编程有所了解，会自己编写或修改简单的电子功能软件，有志于对电子产品领域的开发。3、岗位要求：设计、调试、完成硬件电路开发4、本岗位同步招助理工程师，欢迎优秀应届毕业生投递简历！,0.0,0.0,0.0,0.0,0.0,0.0
694,资深电子工程师,电子/半导体,9500.0,义乌木林森照明科技有限公司,义乌,5.0,本科,"负责LED驱动及电子元器件的测试，结果分析，报告提供；2. 协助LED灯具的开发、设计和导入 ；3. 负责新产品新物料的样品、样机的试制、验证工作；4. 负责新产品的试制和验证过程中各种数据的记录、统计，整理和分析；5. 指导、监督生产线LED灯具产品制程、工艺改善，处理生产及售后品质异常；6. 协助产品后续跟踪及改善岗位要求：1,电子相关专业毕业，本科以上学历2 ,工作经验：本科五年以上，硕士三年以上，开关电源或者LED照明驱动相关行业。3 英语: 四级优秀，***能达到六级，有良好的英文读写能力。4 技术能力：有较深的电路理解能力，有很强的分析，解决和解释问题的能力。5 其他： 善于沟通和表达，有一定的项目组织管理能力。",0.0,0.0,0.0,0.0,0.0,0.0
695,电子元器件销售代表,电子/半导体,9000.0,友士电子(上海)有限公司,上海,2.0,大专,"负责江浙沪区域的电子元器件，直流风扇， 角度传感器等产品销售工作；2.负责江浙沪区域内销售活动的策划和执行,完成销售指标；3.开拓新市场,发展新客户,增加产品销售范围；4.维护及增进已有客户关系；5.负责收集市场和行业信息。职位要求:1. 大专及以上学历, 理工科类相关专业优先；2. 熟悉电源、汽车、工业自动化等市场，有半导体销售经验优先；3. 有两年及以上销售经验者优先，应届毕业生也可；4. 有良好的沟通能力，团队合作意识强，有责任感，能承受工作压力。5. 工作地点： 上海市徐汇区桂林路（近9号线桂林路站）6. 男女不限",0.0,0.0,0.0,0.0,0.0,0.0
696,电子厂包吃住 普工技工学徒工操作工质检员品检员QCQA,电子/半导体,5250.0,广东漫宇网络科技有限公司,广州,0.0,初中及以下,【福利待遇】①小时工：18-22元／时，每天10-12个小时，月保底260-280小时，综合薪资4420-5500元／月。②正式工：底薪2250元／月，夜班补贴10元／晚，岗位补贴50-200元／月，技能补贴100-200元／月，餐补240元／月。加班按劳动法计算，平时1.5倍（17.04元／时），周六日2倍（22.72元／时），法定假日3倍（34.09元／时），月综合4300-5800元／月。每月10号放粮，结清上月工资。   免费吃住：包吃住，吃好住好。饭堂按照自助餐标准，持厂牌即可刷卡就餐，无需自己充钱吃饭。公司免费供应：早餐、午餐、晚餐、宵夜，均为免费。空调车间，厂里有九栋宿舍，厂外有六栋，随机分，远的有厂车接送。电梯公寓4-6人／间，宿舍有空调、衣柜、电话、电视机、洗衣机、饮水机、热水器，全天候无线Wi-Fi。园区内设超市、邮局、网吧、医疗室、步行街、银行ATM机、公园、电影院、电视室、图书馆、篮球场、游泳池等生活娱乐设施，全天候无线Wi-Fi。【基本要求】1、16-40岁，男女不限，持有效身份证（不消磁、不过期）；2、身体健康，无传染病，无明显纹身；3、厂车免费接送；4、要求至少可以做一个月。============================================ 【报名方式】联系手机：186 2060 9086 （李小姐），直接致电报名！按格式发送：《手机+姓名+年龄+现在那里》『温馨提示，请按以上方式报名，成功报名之后，回复详细通知，感谢你的配合』============================================【主要工作】1、可选岗位：普工、组装工、包装工、质检员QC、品管员QA、操作工、学徒工、分检、测试、插件、扫描、贴标签、仓管员、物料员、生产文员；2、主要工作：主要是对电子产品、手机配件、电脑配件、集成电路、通讯设备、车载导航、半导体、打印机等进行生产制造和来料加工，组装、包装、贴商标等等；3、工作强度：工作轻松，简单易学。============================================【工作时间】每天8-10小时。月休4－6天左右。============================================【集合报到】1、集合点有厂车接应，过来时请带上身份证原件及行李物品，不用来回折腾；2、自己过来工厂人事部面试，必须提前报备名单，否则无法安排正常面试，没有预约面试、突然到来的，恕不安排面试；3、错过面试时间也不用担心，只要打电话联系我们，都可先安排免费住宿，无需浪费钱去住旅馆。,0.0,0.0,0.0,0.0,1.0,0.0
697,PE （电子）工程师--光明区,电子/半导体,8500.0,深圳市睿创科数码有限公司,深圳,2.0,大专,岗位职责：1、生产资料审核及确认2、产品工艺评估、生产流程拟定，作业文件编写，并持续改善生产工艺，优化生产作业流程3、生产异常问题处理，对生产发现的异常问题制订改善计划措施，负责改善的验证及工程更改4、监督、执行生产作业流程、ECN变更流程5、对工厂其他部门提供技术支援6、测试工具制做及工装搭建，保障生产设备、测试治具、仪器仪表的正常使用任职要求：1.大专以上学历，电子类相关专业，两年以上电子产品PE、PIE工作经验；2.独立的电路或结构异常&制程异常分析能力及问题处理能力，熟练使用异常分析工具；3.独立的制程规划能力，工程文件制作（作业指导书、PFMEA）；4、二年以上电子产品PE工程相关工作经验（平板电脑，行车记录仪，相机，智能家居等行业优先考虑）。5、熟悉电子产品研发和生产流程。6、熟悉常规电子物料承认标准及验证方法，熟悉电子产品常规认证流程及标准。7、良好的沟通协调能力及团队合作能力、，逻辑思维能力好、有一定的抗压能,0.0,0.0,0.0,0.0,0.0,0.0
698,品质工程师（QE/电子应用）,电子/半导体,11500.0,深圳市龙之源科技股份有限公司,深圳,0.0,无,本公司为上市公司，一经录用，各种福利待遇优厚，以下招聘要求为必备项，如不符合要求请勿投递简历，谢谢！工作内容：1.负责新产品检验标准的制定及产品标准的持续完善；2、品质异常分析、跟进改善处理；3、新产品试产过程跟进；4.样品检验；5.客诉处理；岗位要求：1、有QE工程师，电子应用或相关专业，大专以上学历；优先考虑2、 一年以上安防，IPC行业经验，打猎数码行业质量工程师经历；熟悉ISO9001、打猎数码行业优先。3、有责任心，工作积极、主动；,0.0,0.0,0.0,0.0,0.0,0.0
699,业务经理（电子信息领域）,电子/半导体,,江苏省产业技术研究院,南京,2.0,硕士,、主要职责：负责电子信息领域创新资源对接、专业研究管理服务、研发项目的管理、联合创新中心管理等工作。（1）负责电子信息领域创新资源对接；（2）负责本领域专业研究所的培育建设与管理服务；（3）负责项目的筛选引进、对接管理和服务；（4）负责企业联合创新中心的遴选建设与服务管理；（5）负责跟踪电子信息领域产业动态与热点，撰写产业技术研究报告；（6）对接本领域的协会、学会、联盟等组织。2、应聘条件：（1）全日制硕士研究生及以上学历，具有电子信息系统设计、集成电路芯片设计以及工业互联网等相关专业背景；（2）具备2年及以上相关行业从业经验（应届生如特别优秀可不受限），具有半导体行业或大型企业研发、产学研项目组织与管理、技术转移工作经验者（任其一项）优先； （3）具有良好的英语听说读写能力，具有海外学习或工作经历者优先。,0.0,0.0,0.0,0.0,0.0,0.0
700,电子维修工,电子/半导体,3750.0,安科泰克（北京）科技发展有限公司,北京,1.0,中技,、进行电路板焊接维修工作；2、产品组装装配。要求：1、具有2年及以上工作经验。,0.0,0.0,0.0,0.0,0.0,0.0
701,电子调试人员,电子/半导体,2500.0,安徽三联交通应用技术股份有限公司,合肥,1.0,大专,岗位职责： 负责产品的整机装配、调试及线路板卡的检测、维修等相关工作。 岗位要求： 1、***，大专以上学历，电子类相关专业； 2、掌握电子线路板的测试、调试及维修技能，熟悉PCB板图原理，一年以上实操经验，具有技能操作职业资格证书者优先； 3、身体健康，精力充沛，工作认真细致。,1.0,0.0,0.0,0.0,0.0,0.0
702,电子工程师\坂田,电子/半导体,12500.0,深圳市晶鑫明科技有限公司,深圳,2.0,大专,岗位职责：1：负责公司ERP系统料号，BOM的建立及维护；2：根据工作需要，对产品电路（原理图和PCB）调试及实验；3：对生产部、采购部等部门提供技术支持 ；岗位要求：1）具有电子、电气或相关专业学历；2) 男女不限，25-40岁，2年以上LED显示屏或单片机工作经验；3）熟练操作protel（或powerpcb等电路设计）及Pro-E（或其它结构设计软件）；4）有扎实的电子专业知识及较强的动手能力，熟悉各种电子元器件的特性及应用，了解LED显示屏类产品的原理设计、元器件选型、改进、调试，组装；5）对产品有故障分析解决能力，能进行产品的产线技术指导、编写常用技术文档，如技术规范要求、测试报告等；6）工作责任心强，有较强的进取心及创新意识，有团队合作精神和一定的协调沟通能力。,1.0,0.0,1.0,0.0,0.0,0.0
703,电子工程师,电子/半导体,11500.0,深圳市易中电子有限公司,深圳,3.0,大专,负责Arm及intel平板电脑相关产品硬件设计及维护2. 协助工程师完成样品制做，满足产品的性能要求3. 完成测试平台的搭建，配合其他团队完成测试工作4. 为团队中的其他单位提供硬件支持5. 有平板电脑行业的工程师优先6. 电子专业大专以上学历，5年以上工作经验7. 办公地址深圳兴东地铁站附近8. 待遇8-15K,0.0,0.0,0.0,0.0,0.0,1.0
704,电子销售工程师,电子/半导体,7000.0,苏州嘉佰志电子技术有限公司,苏州,0.0,大专,、负责江浙沪区域的产品电话销售；任职要求：1、大专及以上学历，电子电气专业者优先；2、具有良好的职业素养和工作热情；3、责任心强，工作踏实认真，热爱销售工作，待遇优厚.职能类别：										销售工程师									关键字：销售工程师电话销售销售业务员,0.0,0.0,0.0,0.0,0.0,0.0
705,电子技术员工程师助理,电子/半导体,3750.0,福州易联电子有限公司,福州,1.0,中技,"有比较大的发展空间，如有意向，请直接电话或短信180606600331. 中技或学历以上，电子、自动化等相关专业。2.无工作经验也可。3.有学习能力岗位职责：1、产品的测试、维修，有一般的电子电路的原理分析能力，熟悉通用元件的焊接2、烙铁焊接使用熟练、动手能力强3、较强的品质分析能力任职要求：1、测试维修岗位：职专或以上学历,，专业不限； 电子、计算机应用、自控等相关专业优先2、有电子检修或电子产品维修经验者优先3、熟练操作焊接",0.0,0.0,0.0,0.0,0.0,0.0
706,电子工程师,电子/半导体,7000.0,上海占域实业有限公司,上海,0.0,大专,至少熟悉一种平台的嵌入式系统设计和调试;2.了解电子电路并有一定的设计能力;3.熟悉系统自动控制相关的程序设计;4.至少熟悉一种电路设计软件，如Protel;任职要求:：1.机电、测控、仪器仪表、自动控制、电子工程等电子类相关专业。2.具有相关电子产品、硬件的设计、开发能力。3.具备电子电路设计开发、仪器仪表研发的工作经验优先。4.欢迎实习生和应届毕业生来应聘福利待遇：1、公司提供丰厚的薪资待遇（试用5K，转正6-8K，一年后年薪10-15万），五险一金，年底2-6月奖金，并每年两次调薪2、享有国家规定的法定假期、带薪年休假等福利待遇3、公司提供定期体检，月度聚餐，节日旅游等活动,0.0,0.0,1.0,0.0,0.0,0.0
707,聘电子元器件采购助理,电子/半导体,7000.0,芯岑科技（深圳）有限公司,深圳,0.0,无,"、大专以上学历，至少两年以上实力企业采购经验，有集成电路、电容，电感，二三级管，发光管等电子元件采购经验者优先；2、积极主动、勤奋,责任心强，有优秀的沟通及谈判能力；3、熟悉分销商业模式及国际贸易知识，有元器件分销行业经验及资源；4、懂成本控制、供应商开发以及采购管理流程；5、熟悉国巨、村田、太阳诱电、华科，顺络、 SAMSUNG等品牌的供应商渠道；6、协助外账会计做好内账，管控成本。（此岗位要求面试成功后3天内入职，入职需身份证，健康证，离职证明，学历证。）欢迎有意本岗位的朋友在简历中附带上薪资要求，如果您符合我们的要求，我们将最快通知您面试",0.0,0.0,0.0,0.0,0.0,0.0
708,电子产品维修技术员,电子/半导体,4000.0,广州市合熠电子科技有限公司,广州,1.0,无,任职要求：1、18-35周岁，中专以上学历，电子相关专业；2、有电路板维修经验1年以上，对电子元器件熟悉，能熟练使用风枪、烙铁等维修工具，有电子 行业维修经验者优先；3、对维修感兴趣，有一定的电子维修知识，好学上进的优先；4、会看电路图，主要负责PCB板维修工作。岗位职责1、负责产品维修，故障诊断和排除，填写维修日志;2、负责安装、调试、维护产品;4、对维修记录进行总结分析，发现问题，及时上报解决;5、协助研发中心解决相关产品问题。,1.0,0.0,0.0,0.0,0.0,0.0
709,项目管理专员（电子）,电子/半导体,6000.0,富士康科技集团上海园区 国基电子（上海）有限公司,上海,5.0,大专,岗位职责：1. 独立负责交货管理部门的日常管理，包括客户需求管理，订单管理和客户满意度改善；2. 制定和优化交货管理的流程；3. 交货KPI的达成和管控；4. 带领团队完成任务，部门员工的培训，指导，管理和评估；5. 客户投诉的跟踪解决和客户满意度管理；6. 完成上级主管交付的其他工作。岗位要求：1. 良好英文口头及书面表达能力，良好沟通分析解决问题能力，熟悉各种办公软件；2. 三年以上交货相关部门管理经验；3. 三年以上直接海外客户服务的经验；4. 良好的协调和沟通能力、人际交往能力和语言表达能力；5. 较强的责任心和执行力；5. 有EMS背景的优先考虑。您可使用微信，关注【国基招募助手】，获得更快速招募服务；,0.0,0.0,0.0,0.0,0.0,0.0
710,电子工程师,电子/半导体,10000.0,欣旺达电子股份有限公司,深圳,2.0,大专,跟进项目试产并解决试产中出现的电子问题；2.对电子产品进行报价和评估，检讨产品电子的可行性，为客户提供参考依据；3.按照项目进度进行产品电子设计输出；4.负责电子物料的开发﹑打样、承认，安排样品制作﹑测试和追踪。任职要求：1.大专以上学历，电子相关专业优先，有工作经验者优先；2.熟悉常规电子元器件，了解电子线路图基本原理，能够看懂简单的电子线路图；3.熟练应用相关PRO99或POWERPCB等EDA工具软件；4.具备良好的团队合作精神、沟通协调能力。,0.0,0.0,0.0,0.0,0.0,0.0
711,电子元器件pm,电子/半导体,14000.0,上海可贸电子科技有限公司,上海,5.0,大专,、负责代理电子元器件产品线的市场开发工作，组织产品销售培训；2、为公司开发引进品牌电子元器件销售的产品线，申请原厂授权的代理资质；3、维护与原厂渠道的供应商关系，争取价格、货期、技术等方面的支持。岗位要求：1、有电子元器件行业2年以上相关工作经验，有良好的原厂渠道关系；2、有独立开发引进品牌电子元器件产品线原厂代理资质的能力；3、良好的商务谈判、沟通、执行能力；4、服从管理，诚实守信，团队合作，适应出差。,0.0,0.0,0.0,0.0,0.0,0.0
712,电子工程师,电子/半导体,9000.0,深圳市佳一佰科技有限公司,深圳,2.0,大专,"职位要求：1.25-40岁，电子相关专业，3年以上LED研发经验.2.对灯具的DMX512,TTL,ON/OFF电路，,光控,时控等各种调光方式,集群控制有扎实经验。3.有较强的模电、数电理论基础，擅长磁性元件设计及电源故障分析处理；4.能熟练操作PRO/E ，AutoCAD绘图软件及OFFICE办公软件。5.具有较强的团队合作精神，正直诚实，良好的职业精神，强烈的责任心和认真的工作态度。1.大专或以上学历 ，电子信息类专业 ，两年及以上同等职位经验；2.对现有的智能调光方式有扎实功底,熟练运用大功率灯具常见的几种调光方式.3.能独立制作各种电子相关类技术规范；4.熟悉各种办公软件及能熟练使用PRTOE等绘图软件；5.熟悉各种常用灯珠性能,并能熟练绘制各种灯具PCB板；6.电源性能评估,了解灯具电源相关安规标准。任职资格：1、恪守职业道德；2、大专及以上学历；3、电子行业2-5年以上相关工作经验；；5、工作细致认真，责任心强，思维敏捷，具有较强的团队合作精神6、能承受一定工作压力。薪酬福利：我们为每一位勤奋、诚信、负责、有激情的优秀人才提供宽松、自由、无等级注重沟通的共享式工作环境1、不定期为员工提供专业技能培训等；2、丰富的学习机会，助您成长3、每年组织一次团队旅行4、公司购买社保，保障员工合法权益5、充满人为关怀节日慰问礼品及丰富多彩的员工活动6、公司将提供优良的平台和和晋升机会、发展空间；7、 极富竞争力的薪酬：有竞争力的月薪、丰厚的绩效奖金、年终奖金、优秀员工奖坐车路线：1、坐地铁到双龙站转810路公交车—》到“龙西桥”下车，前行100米左转后，向前走30米到鸿通宇工业园右手边四楼2、坐地铁到“吉祥地铁站”转M502路公交车—》到“龙西桥”下车，前行100米左转后，向前走30米到鸿通宇工业园右手边四楼",1.0,0.0,0.0,0.0,0.0,0.0
713,电子工程师,电子/半导体,12000.0,奥海集团,东莞,3.0,大专,"、负责智能手机充电器、电源适配器设计、电路设计；2、负责生产技术制程跟进及技术指导；3、负责量产品问题点原因分析与改善，并提出改善对策。岗位要求：1、大专以上学历，电子类相关专业毕业，3年以上工作经验，有LLC, ACF, PD, PPS快充设计经验者优先考虑。2、能熟练使用PCB设计软件进行PCB线路设计；3、了解IEC60950安全规格标准知识；4、深入了解电磁发射、预防原理，并具备EMI，ESD，热处理设计分析整改能力；",1.0,0.0,0.0,0.0,0.0,0.0
714,销售（电子元器件）,电子/半导体,9000.0,深圳市华桥电子有限公司,深圳,1.0,大专,"有电子元器件行业经验，了解电子元器件基本知识者优先，积极开拓市场，推广公司产品。公司主推IC,场效应管（MOS），二      三极管，整流桥等。2.制定计划，完成销售目标。3.建立并维护与客户之间的良好合作关系。4.负责和客户的商务谈判，合同签订，货款回收。5.建立销售团队，增强团队凝聚力和团队精神。6.具备一定的交际能力，领导能力，谈判技巧。",0.0,0.0,0.0,1.0,0.0,0.0
715,电子工程师 生产工程师,电子/半导体,7000.0,深圳市双品实业有限公司,深圳,3.0,大专,、28-40岁，大专以上学历；2 、三年以上电子产品成品的生产技术跟踪工作经验；3、会画PCB电路与产品外观结构优先；3 、工作细致、思路清晰、责任感强。,1.0,0.0,0.0,0.0,0.0,0.0
716,采购执行（电子件）,电子/半导体,5250.0,纳恩博（常州）科技有限公司,常州,0.0,无,"、负责下达月计划,并按计划时间细分各阶段的物料需求计划,追踪进度,确保供方按我司需求的品质及进度合理生产;2、负责分析所负责的配件的库存情况,并合理利用;3、依据采购计划要求,协调所采购物料的品质与进度;4、对售后件、生产补件、定制件订单模式的落实与进度的掌控;5、每月出采购报表,分析当月的配件用量、库存、订单需求情况,出分析报告并提交；6、了解供应商的风险点、产能、物料进度、产品工艺等信息的收集任职要求：1、大专及以上学历,专业不限，男女不限; 2、有负责电池和仪表的经验；3、1年以上电动车企业采购经验,良好的职业操守;4、熟悉各物料生产工艺流程及供方管理与评估、熟悉ERP系统、EXCEL操作",0.0,0.0,0.0,0.0,0.0,0.0
717,电子工艺工程师,电子/半导体,5250.0,贵州雅光电子科技股份有限公司,贵阳,0.0,本科,岗位职责：一、需确保生产的稳定顺利进行1、负责编制批量生产产品的作业指导书、工艺管理制度及相关文件；2、负责对新进及转岗员工进行培训，提供合格的操作员；3、负责对质量整改和工艺纪律抽查出的问题进行解决和督促对生产过程中的供应商质量问题协同进行验证、确认，新零件、材料使用情况进行跟踪。4、负责编制新购设备的技术协议，指导设备管理人员做好设备就位工作，并验证设备状态。5、负责及时准确地处理生产异常情况、规范员工操作方法，保证流程通畅二、确保工艺、工装设计领先1、不断在实践中应用新工艺、新方法、新装备，降低制造成本，提高效率和产品质量。2、负责根据新工艺、新方法、新产品的要求，配备量产产品的工装，并根据产品工艺规范对量产新产品工装测试点的设计提出要求，并进行把关，保障产品生产一致性。3、负责工装设计，跟踪制作，工装样品验证及使用管理要求的制定。4、通过与相关部门配合，不断提升工序能力、提升防错能力、提升新产品的批量生产能力，确保生产的顺利进行任职要求：1、熟练掌握办公软件及CAD等三维制图软件；2、有良好的表达、沟通及协调能力；善于分析，责任心强，有一定的产品质量判断能力；3、执行力强；4、有一定的汽车行业知识，熟练掌握电子类的相关知识；5、有电子类产品生产工艺或产品开发经验。,0.0,0.0,0.0,0.0,0.0,0.0
718,电子硬件工程师,电子/半导体,7500.0,余姚市富运电子科技有限公司,宁波,1.0,大专,）负责硬件电子电路的设计与开发；?2）负责软件工程师提供的原理图审核及PCB设计；?3）协调好、规划好、管理好外发PCB打样；尽量避免重复性，低级错误性PCB发外样；4）认真做好硬件（电子料）BOM表清单；?5）在PCB设计能有效控制重复性、相似性、可代替性新物料的申购；6）做好各项目硬件的版本升级与版本修改文件备份；?7）整理原理图与PCB文件，做好相应的版本注释、修改信息并归档于文控中心；8）积极参与结构、软件开发过程中出现问题的解决，能拿出有关硬件方面的问题解决方案或方法，并即时跟进；?9）不断发现新问题解决新方法，在原有的技术上不断的改进和?创新；10）能解决产线出现的硬件异常问题，能分析售后技术性问题。?11）完成领导交办的其他工作任务。任职资格1、学历中专或大专以上；2、专业计算机、通信、电子等理工类相关专业；3、开朗、勤奋，有良好的沟通、分析能力及团队合作精神；4、良好的口头表达能力及学习能力；5、动手能力强，良好的服务意识；6、有电工基础、对电子线路及接线等有较扎实的基础，对电子线路板的研发有一定的经验。,1.0,0.0,0.0,0.0,0.0,0.0
719,电子工程师/硬件工程师,电子/半导体,5500.0,广州市宏视电子技术有限公司,广州,1.0,无,——此岗位是产品专员/助理——①【岗位职责】1、独立完成项目，需求调研，需求分析，项目的进度跟踪，项目完成总结，项目遇到的问题主动解决；2、负责跟进、协调和解决项目中出现的技术问题，把握项目的整体进度，完成产品的开发、测试、版本管理、评审发布、产品上线等相关工作。3、协助客户解决与产品相关联的安装、生产、硬件等技术支持问题。②【任职要求】1、具备较强的积极主动性和沟通能力，对工作充满激情，有良好的职业道德和文化素养；2、专科以上学历，电子、自动化或计算机相关专业，有良好的软硬件基础知识（数字电路、模拟电路、C语言、嵌入式系统等）：2、能对基本电路进行分析，熟悉各类元器件，了解器件封装；3、有小家电或智能家居电子产品开发经验优先；4、能接受出差，承受一定的工作压力。,0.0,1.0,0.0,0.0,0.0,0.0
720,半导体技术工程师 ID：6451,电子/半导体,12500.0,丽勒高（上海）人才服务有限公司,上海,3.0,本科,负责功率半导体技术支持工作负责部门的日常业务工作负责相关技术的指导工作职位要求：本科以上学历，电子电气专业英语熟练水平，性别不限有变频器电路设计经验者优先薪资：税前8-15K,0.0,0.0,0.0,0.0,0.0,0.0
721,电子硬件工程师,电子/半导体,11500.0,广州市运生信息科技有限公司,广州,3.0,本科,电子硬件工程师岗位要求：1、无线电/自动化类专业毕业，本科或以上学历。2、三年以上相关工作经验，对功放、开关电源、卡拉OK系统、多媒体音响产品的开发设计有丰富的经验。3、能熟练使用PROTEL、POWER PCB等电路设计软件4、具备USB/SD读卡解码、收音、蓝牙无线音频、WiFi无线音频、2.4G无线音频相关的软硬件设计经验；具有丰富的高频干扰解决经验；对嵌入式系统有一定的了解。5、沟通能力强，态度好，有较强的团队合作精神。英文能力强的优先考虑。,1.0,0.0,1.0,0.0,0.0,0.0
