,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Linux,Mysql,Shell,Python,Sql,Oracle,Nginx,Tomcat
106,IT技术支持运维工程师-河北,运维/技术支持,,北京威通智海网络技术有限公司,北京,1.0,大专,"、协助处理工程师居住地产品售后技术支持工作（例如：安装调试、软件升级、专项功能配置、故障排查等）2、为指定客户提供远程技术支持；3、提供某一产品领域的解决方案，如安全、语音、视频、服务器、存储等任职资格：一、基础网络方面：1、精通CISCO、华为、HP（H3C）等主流网络厂商产品线；2、熟悉路由交换设备的部署及配置；3、有300信息点以上网络实施和维护经验者优先；二、网络安全方面1、熟悉计算机网络安全领域的现况和发展，熟悉防火墙、VPN、IDS/IPS等网络安全产品的原理；2、熟悉主流厂商的IDS/IPS产品、防毒墙、流量控制产品等；三、服务器存储方面：1、熟悉NAS和SAN存储机构，熟悉EMC、IBM、HP、NetApp等存储厂家的存储平台和软硬件产 品,有相关的安装调试的经验；2、有安装调试服务器的经验，包括机架式服务器上架，做硬件raid，安装操作系统，双机热备等；3、对UNIX/Linux等操作系统有一定了解；四、语音视频方面：1、熟练掌握华为、宝力通、泰德、SONY等国内外主流厂商视讯产品的安装调试方法；2、有视讯项目实施和设计经验，能够撰写视讯解决方案，能够独立完成视讯项目；工作时间：我们会提前约定，尽可能不影响全职工作；工作地点：本市及周边地区工作年限：一年以上相关工作经验。劳务费用：根据工作内容，强度，交通距离等因素按此结算，现场结束2-3个工作日付款。尤其适合全职工作之余有闲暇的工程师。特别提示：有以上技能之一者，即可投递简历",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,技术支持/运维工程师,运维/技术支持,7000.0,南京明源拓展软件有限公司,南京,1.0,本科,一、岗位职责：1、负责在线响应客户在软件使用过程中遇到的问题咨询，并能快速电话解答软件操作性问题。2、响应客户售后服务请求，处理报表报表、导数据、查错等技术类服务需求。3、承接上门技术服务。4、参与技术服务专题（如报表制作、导数据等）的内部攻关与研究。5、负责实现提升客户应用深度和广度的技术方案。6、协助完成客户项目的整体实施及技术方案的实施。二、任职要求：1、30岁以下，本科以上学历，计算机相关专业；2、对WINDOWS系统服务器操作系统有较深的了解。3、熟练使用SqlServer中企业管理器、查询分析器和事件探查器，能熟练编写存储过程，用户自定义函数和视图。4、熟悉基础网络架构，计算机安全知识。5、具备较强的文档编写能力，较强的交流和表达能力。6、具备2年以上的软件服务实践经验优先。7、具备软件行业项目实施经验者的优先。待遇与发展：1、全面的福利待遇，解决您的后顾之忧。2、人性化的企业文化与氛围，唯才事举，提供良好的职业发展通道，解决您中、长期职业发展规划之虑。3、房地产行业信息化建设的推动者与传播者，成为房地产行业信息化专家。4、公司是“中国地产百强企业背后的管理大师”，将不断提升您在房地产企业管理方面的知识，逐步培养您成为房地产行业的信息化管理专家。明源认为“先人后事”是成为一家基业长青企业的首要原则！“明源的重点是培养人，顺便做一下房地产管理服务”是公司的定位！“让员工在明源能实现增值”是公司人力资源的核心指导思想，欢迎你加盟明源！,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,系统运维技术支持,运维/技术支持,6000.0,北京京云万峰信息技术有限公司,昆明,0.0,本科,"任职条件：1、计算机、统计相关专业，统招、本科以上学历；2、较强的发现问题，分析问题的能力；较强的语言表达能力和文档撰写能力，良好的英文阅读能力，以及快速学习新知识能力和新环境适应能力；3、责任心强,具有客户至上的服务意识；4、能够适应短期出差；5、居住地点在昆明市优先选择",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,运维技术支持工程师（济南财政厅）,运维/技术支持,5250.0,大连龙图信息技术股份有限公司,济南,1.0,大专,岗位描述技能要求1.具有良好的沟通能力，思辨能力，迅速判断能力；2.对系统运维工作富有热情，工作责任心强，做事细心，能吃苦耐劳，能接受加班；3.熟悉数据库，熟练掌握数据库查询等操作；4.熟悉linux系统操作。该岗位为公司驻场运维岗位，工作地点：山东省济南市市中区济大路3号山东省财政厅职能类别：										技术支持/维护工程师									关键字：运维技术支持,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,运维实施工程师（技术支持）,运维/技术支持,5250.0,广州健云信息技术有限公司,广州,2.0,大专,"						岗位职责：①	负责系统平台日常需求、问题及投诉的工作处理。②	负责系统实施、系统部署、平台配置及运行优化，及时发现系统运行中的隐患，并提出合理化调优建议，保障系统高效运行；③	编写相关系统运维手册、部署手册，规范运维工作流程。任职要求：①	计算机相关专业，大专（含）以上学历；②	熟悉MySQL、SQLServer、Oracle等常用数据库的操作；③	熟悉J2EE,SSH三大框架；④	熟悉DELL、HP、lenovo服务器、网络设备的故障排查、备件更新和保修流程；⑤	熟悉TCP/IP协议和网络安全系统，如交换机、防火墙、IDS/IPS、防病毒等系统；⑥	熟悉Linux系统原理,熟悉Linux操作系统常用命令、及软件安装配置；⑦	较强的独立分析问题和解决问题的能力。																		",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
111,运维技术支持工程师,运维/技术支持,3750.0,广州市翼迅信息科技有限公司,广州,1.0,大专,岗位职责：1、负责公司产品及系统的实施工作，推进项目顺利进行；2、负责软件系统安装部署、升级维护、数据迁移、数据备份；3、用户现场技术支持及日常维护，包括接听客户咨询电话，向用户提供咨询、指导、解释相关业务或技术问题，客户问题的反馈及跟踪；4、负责用户培训，编写培训文档，解答用户系统使用过程中的疑问；5、编写相关的实施文档、使用手册、测试文档、验收文档。任职要求：1、计算机、电子、自动化、通讯等专业全日制大专及以上学历，1年以上相关工作经验；2、具有局域网及互联网相关知识，能安装服务器、构建网络环境、配置安全策略等能力；3、熟悉Oracle、SQL Server、MySQL等常用数据库的维护工作优先；4、具有相关计算机服务器维护、网络、电脑桌面维护的相关工作经验优先；5、有JAVA基础及开发经验优先；6、能吃苦耐劳，勤奋上进，有团队合作精神，服务意识强。,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
112,网络运维技术支持,运维/技术支持,4000.0,南京云利来软件科技有限公司,南京,0.0,本科,、负责系统维护，提高系统的可用率及可维护性；2、负责公司网络升级、优化、扩容等项目的实施、维护，定期对公司内的设备进行状态检查；3、负责日常网络攻击处理，及安全防护措施改进等；4、负责项目服务器安装调试，跟踪、测试网络项目实施过程中的问题，完成项目实施方案的编写及确认；5、协助完善运维环境的安全建设和安全管理，及时排除内部网络故障；6、解决应用系统运维过程中的技术问题；7、完成上级领导交办的其它工作。任职要求：1、本科及以上学历，计算机应用及相关专业；2、熟悉主流操作系统和服务器的安装、调试、配置及性能调优；3、具备优秀的业务能力、组织协调及沟通能力，逻辑思维性强;4、能够适应出差。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,技术支持/网络运维工程师,运维/技术支持,3750.0,武汉匠心琢玉科技有限公司,武汉,1.0,大专,岗位职责：1、负责网络及其设备的维护、管理、故障排除等日常工作，确保公司网络日常的正常运作；2、安装和维护公司计算机、服务器系统软件和应用软件，同时为其他部门提供软硬件技术支持；3、配合现场工程师进行系统安装及调试。任职资格：1、计算机相关专业、专科以上学历；2、技术支持/网络运维相关岗位工作经验一年以上；3、沟通交流能力良好，善于协调和解决问题。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,技术支持运维人员,运维/技术支持,3750.0,大连凯健智力玩具有限公司,大连,1.0,大专,公司主要经营共享经济项目岗位职责：技术支持运维经理主要负责硬件维护、系统后台管理等工作任职资格： 具有较强的表达和沟通能力，良好的客户服务意识有执行力、团队协作能力有一定的学习能力有担当、有责任感对未来职业发展有憧憬和理想,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,技术支持工程师/运维经理,运维/技术支持,11500.0,上海捷羿软件系统有限公司,北京,2.0,大专,、负责客户现场的应用软件的升级安装及日常运维工作；2、负责提供客户数据查询及数据处理要求；3、负责系统运行情况分析及分析报告编写。4、负责软件系统监控和优化；5、负责现场客户系统应用各类故障处理和事务的应急响应和技术支持以及客户使用培训。岗位要求：1、熟练掌握数据库维护基础，熟悉SQL语句，有一定的程序开发经验；2、熟悉AIX和LINUX操作系统优先考虑；3、熟悉unix shell 编程优先考虑；4、掌握服务器维护技术；5、有良好的团队意识及服务意识；6、工作年限不限，具有1年以上相关工作经验优先考虑。,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
116,IT技术支持/运维/网络维护,运维/技术支持,5250.0,汕头市澄海区乐吉儿动漫文化有限公司,汕头,2.0,中专,岗位职责：1、负责建立公司内网、服务器网络组建与维护，负责公司机房搭建及日常维护。电脑及其他外设设备日常维护；2、公司网络基础建设及日常管理和维护；3、公司PC类固定资产的采购和管理；4、负责公司WIFI，电话系统，视频会议系统，路由器，打印机，扫描仪等的设置。任职要求：1、计算机相关专业，1年以上相关工作经验；2、熟悉电脑及办公设备的软硬件维护。能对常见的电脑终端故障进行快速定位与排障。3、有良好的沟通表达能力、团队合作能力和良好的服务意识,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,网络管理IT运维技术支持,运维/技术支持,5250.0,南京博为峰软件技术有限公司,南京,0.0,无,、负责内部局域网络维护；2、进行小型机、服务器、路由器等设备管理，以及网络平台的运行监控和维护；3、进行办公设备的日常维护及管理；技术档案维护；4、负责病毒的查杀，维护网络系统安全；5、处理网络及计算机故障；6、负责内部信息系统建设、维护；进行域名、后台数据、邮箱管理。应聘条件：1、能够尽快入职、长期稳定工作。2、年龄21~30岁。3、应届生可提供岗前培训，计算机相关专业或者理工科专业优先，提供食宿，有工作经验者优先,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
