,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Web,Css,Html,Javascript,Js,Jquery
267,前端开发,前端开发,12500.0,上海耶购电子商务有限公司,上海,3.0,本科,工作职责：1、负责web前端系统和功能的开发、调试和维护；2、配合后台开发人员实现网站界面和功能；3、协助平台策划设计页面交互流程，制作标准优化的代码，致力于通过技术提高用户体验；4、优化代码并保持良好的主流ie各版本、火狐、谷歌等浏览器兼容性。任职要求：1、3到5年WEB前端开发经验，互联网工作经验2年起，本科以上学历；2、精通JavaScript、HTML(5)、CSS(3)等WEB前端技术；3、熟悉W3C标准与ES规范，熟悉Web语义化4、熟练使用至少一种JS框架，熟练Reactjs、Angular、Vue等，掌握其原理，能独立开发常用组件；5、熟练掌握盒模型、常用布局以及浏览器和移动设备兼容性；6、熟悉前端自动化和工程化，有工程方面经验和重构经验更好；7、熟悉NodeJS开发，熟练使用Git；8、对页面布局具有深刻理解，注重细节，善于分析并改善产品的视觉感觉和用户体验；9、技术全面，对技术有热情，关注技术发展方向，极强的责任心，追求完美的习惯，刨根问底的精神；10、充满好奇心，享受coding，学习能力强，有代码洁癖，能独立分析和解决问题，良好的归纳总结能力。,1.0,1.0,1.0,1.0,1.0,0.0
268,React前端开发Lead,前端开发,22500.0,普华永道信息技术（上海）有限公司,上海,3.0,无,"Through understanding of React.js  and its core principles.  Significant experience with HTML5, CSS3/SCSS/LESS, ES2015 and ES6.  Knowledge about application state management patterns such as Redux/Flux.  Understanding of Node.js based tooling and node package management.   Requirement:  1. Bachelor's (B.S.) degree or above.  2. 3+ years of experience in ReactJS.  3. Good knowledge of react infrastructure and integration layers.  4. Experience using build tools, such as Webpack/Grunt/Gulp.  5. Global implementation experience is preferred.  6. Excellent communication and client facing skills.  7. Positive, enthusiastic attitude, self-motivated.  8. G",0.0,1.0,1.0,0.0,1.0,0.0
269,财金科技-前端开发工程师,前端开发,22500.0,中通快递股份有限公司,上海,5.0,本科,"岗位职责：1、使用vue全家桶完成pc端和移动端的前端开发，并且完成主流浏览器及移动端主流分辨率的兼容性测试；2、使用es6语法编程。3、优化项目的前端性能，提升团队开发效率。提高用户体验。4、不断学习，分享前端技术,并实践于项目。5、会 安卓、IOS 开发更好岗位要求：1、***学历本科，计算机相关专业；2、4年以上Web前端开发经验，拥有后台管理系统开发经验，拥有中型或大型项目独立开发开发经验者优先；3、精通HTML5、CSS3、JavaScript等基础技术；4、至少熟练使用一种MV*框架：React、Vue，和构建工具：gulp、webpack等；5、加分项：熟悉D3、ECharts。熟悉Element-UI、Iview、Mint-UI等前端组件库，有独立开发vue组件，了解nginx，有Vue全家桶的实际项目使用经验优先考虑。",1.0,1.0,1.0,1.0,0.0,0.0
270,高级前端开发工程师（客服系统）(023774),前端开发,22500.0,唯品会（中国）有限公司,广州,0.0,本科,"						岗位职责:1.与项目经理、产品、测试、业务等部门内外人员沟通，协作完成工作总体目标。2.独立完成客服业务及技术类项目的系统分析与设计工作，从前端到后端业务交易，承担核心功能代码编写，开发与维护系统核心模块；有客服系统开发经验优先3.系统性能优化，主导技术难题攻关，持续提升系统在大规模分布式系统环境下高并发、海量请求数下的高处理性能，解决各类潜在系统技术风险，保证系统的安全、稳定、快速运行；4.Oncall值守，对涉及团队代码的线上故障，与运维一起进行紧急分析及处理。 任职资格:招聘要求：1、有3年以上前端开发经验；2、html/css/js基础知识扎实，熟悉一种或多种前端框架/库，如vuejs/angularjs/react等；3、熟悉常用工程化和模块化方案，如webpack/browserify/typescript/nodejs/gulp等，以及前端单元测试工具和性能诊断工具；4、对手机hybrid页面、移动端动态化方案、小程序开发有经验者优先；5、了解nwjs, electron等h5桌面应用框架优先；6、良好的沟通和理解能力，具备良好的程序开发驾驭能力，需求分析把握能力；",0.0,1.0,1.0,0.0,1.0,0.0
271,Web前端开发工程师助理/实习,前端开发,3750.0,秦皇岛迪赞互通科技有限公司,秦皇岛,0.0,大专,"岗位职责：协助Web前端开发工程师研发公司外包产品任职资格：1、专科及以上学历，计算机相关专业；2、熟悉HTML/XHTML、CSS等网页制作技术，熟悉页面架构和布局；3、熟悉JavaScript、Ajax等Web开发技术,熟练运用至少一款主流的JS框架；4、熟悉用户交互设计理论，热衷分析并改善产品的用户体验；5、具备工程化的前端思维，具备较好的问题分析与解决能力；6、思路清晰，具备良好的沟通能力和团队协作精，善于学习、总结，乐于分享。工作时间：上午9:00-12:00，下午",1.0,1.0,1.0,1.0,1.0,0.0
272,WEB前端开发工程师     高级,前端开发,16000.0,河北燕雀信息科技有限公司,北京,5.0,本科,"、5年以上工作经验 ；2、熟悉html,css,javascript；3、熟悉常用的web前端框架（jquery/bootstrap）；4、了解http协议和页面浏览器适配；5、有Javascript控件开发经验者优先；6、有AngularJS或Nodejs开发经验者优先；7、有vuejs使用经验者优先；",1.0,1.0,1.0,1.0,0.0,1.0
273,Vue前端开发工程师,前端开发,10000.0,武汉朗数科技有限公司,武汉,2.0,大专,岗位职责：1、负责公司产品/项目移动端和PC端的前端研发工作，解决核心技术问题；2、根据开发进度和任务分配，完成相应模块软件的开发、功能测试任务，高质量的交付；3、根据业务需求，封装高复用、可维护性好的前端组件；4、负责前端页面的系统优化，设计并完善前端基础服务架构。5、理解产品业务的基础上，提升产品用户体验，技术驱动业务发展。任职资格：1、熟悉多种前端框架，熟悉angular、VUE、bootstrap，echart等；2、3年以上前端开发经验，其中有2年VUE开发经验，使用过element UI，layui做过项目；2、有企业信息化系统、电商平台、视频监控、数字大屏项目优先考虑；3、精通HTML5、CSS3、JavaScript，熟悉后台开发框架，能与后台工程师（java）密切协作；4、对浏览器的兼容性有一定了解，并有相关问题的解决经验；5、学习能力强，喜欢研究新技术，有团队观念，具备独立解决问题的能力。,0.0,1.0,1.0,1.0,0.0,0.0
274,Web前端开发工程师,前端开发,7000.0,山东艾克瑞特教育咨询有限公司,济南,1.0,本科,、负责参与软件项目的需求分析，关注项目需求的可测性，并能预先评估项目的风险；  2、负责软件项目的测试方案制定，设计测试工具、自动化框架，测试用例编写及评审； 3、实施软件测试，完成对产品的迭代/集成/系统测试及必要的api/ui自动化测试，同时根据需要完成产品的性能、安全、协议、兼容性等方面的专项测试；  4、负责对软件问题进行跟踪分析和报告，推动测试中发现问题及时合理地解决； 5、负责汇总测试执行情况，输出相关报告。 任职资格: 1、从事前端开发2年以上，熟练掌握javascript，熟悉html5/css3前端开发技术； 2、对浏览器兼容性、响应式设计、代码可维护性、前端性能优化等有深入研究； 3、使用过React、AngularJS、vue.js或其他至少一种前端系统框架; 4、理解mv*或flux架构思想; 5、有前后端分离经验，有node.js经验者优先；6、为人诚实正直，做事认真负责，具有良好的沟通和团队协作能力;  7、对技术及前端有特殊情怀，具备一定的自我驱动能力。,0.0,1.0,1.0,1.0,1.0,0.0
275,Web前端开发工程师,前端开发,12500.0,深圳智慧包裹服务股份有限公司,深圳,3.0,大专,、负责Web前端的开发；2、参与项目需求分析，撰写相关技术文档。任职资格：1、计算机或相关专业，大专及以上学历；2、至少3年Web开发工作经验；3、精通HTML、JavaScript、DIV+CSS、XML、AJAX等相关WEB开发技术；4、精通JQuery和ECharts，以及常用的报表插件；5、有HTML5/CSS3和 VueJS MVVM 的开发经验优先；7、精通原生Javascript/HTML5/CSS3，对ES5/ES6有较深的理解和实际开发应用；8、熟练掌握Web性能优化手段及Web安全方面的知识。公司福利：1、假期福利：法定假期、年假、产假、陪产假等均按国家规定执行；2、节日福利：传统节假日享受节日福利，一般以购物卡，实物，现金等形式发放；3、本公司注重人才培养，完善的专业培训机制；4、入职即购买五险一金备注：我司近期将搬迁至宝安中心地铁站附近。,1.0,1.0,1.0,1.0,0.0,1.0
276,Web前端开发实习生（双休）,前端开发,3750.0,深圳市伊萱尔服饰有限公司,深圳,0.0,大专,岗位职责:1、大专以上学历；18-30岁2、有较强的逻辑推理能力，善于学习钻研，做事认真严谨；3、具备团队合作精神，具有良好的沟通能力，有很强的责任心和自我管理能力；4、经面试通过直接带薪上岗任职要求：1.喜欢计算机，对IT行业感兴趣，立志在IT行业发展；2.能够尽快入职，工作认真努力；3.能够很好地完成领导分配的任务；4.可以从实习生做起，理科优先。福利待遇：1、公司提供住宿，公寓式宿舍，环境舒适，有空调、热水器2、入职后员工享有带薪休假、交付五险一金、买房补贴等3、给予完善的绩效考核，年终奖金及定期调薪4、转正后无责底薪+业绩提成+优秀奖=5K-8K5、工作之余公司也会组织丰富的业余集体活【工作时间】5天8小时制，早上9：00到下午6：00，中午休息2小时，周六日双休,0.0,0.0,0.0,0.0,0.0,0.0
277,Web前端开发工程师,前端开发,11500.0,湖南中德安普云瞻智审有限公司,长沙,5.0,大专,"岗位职责：1、负责Web端和移动端系统的前端框架的实现，根据UI设计师提交的界面进行编码，配合Web后端工程师实现产品功能与操作流程；2、持续优化表现层界面在各类浏览器及终端的兼容性适配及性能调优；3、配合后台工程师一起研讨前端技术实现方案，提高界面交互体验。任职要求：1、精通js,CSS,HTML等前端相关技术，掌握JavaScript语言核心技术DOM、BOM、Ajax、JSON等，熟练运用jquery，mui，bootstrap；2、熟悉Vue框架，熟悉ES6语法，深入理解W3C标准与ES规范；3、优秀的沟通能力,较强的责任心和团队精神，逻辑清晰，代码写作习惯良好，能够独当一面完成开发任务；4、深刻理解Web标准，在可用性、可访问性、浏览器兼容性等方面有实践经验；5、计算机相关专业毕业，4年以上Web前端开发经验。",1.0,1.0,1.0,1.0,1.0,1.0
